SNID,Filename,Date,Photometric Calibration,Filter,Inverse Sensitivity,Zeropoint,Wavelength,Zeropoint AB
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x1d020/ib5x1d020_drz.fits,2025-04-03,WFC3 IR F125W MJD#55423.1309,F125W,2.25313375e-20,-21.1,12486.06,26.22790547985233
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x13020/ib5x13020_drz.fits,2025-04-11,WFC3 IR F125W MJD#55073.3890,F125W,2.2515047e-20,-21.1,12486.06,26.22869076757789
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibfub1acq/ibfub1acq_drz.fits,2025-04-22,WFC3 IR F125W MJD#55795.0816,F125W,2.2548659e-20,-21.1,12486.06,26.22707111507609
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x4e020/ib5x4e020_drz.fits,2025-04-03,WFC3 IR F160W MJD#55424.0467,F160W,1.93833e-20,-21.1,15369.176,25.9401777865479
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp304020/ibp304020_drz.fits,2025-03-31,WFC3 IR F160W MJD#56145.0343,F160W,1.94063445e-20,-21.1,15369.176,25.93888773858604
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibfunp030/ibfunp030_drz.fits,2025-04-11,WFC3 IR F125W MJD#55543.7394,F125W,2.253695525e-20,-21.1,12486.06,26.22763480642657
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt32050/n8mt32050_mos.fits,2009-09-23T16:36:14,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x25020/ib5x25020_drz.fits,2025-04-03,WFC3 IR F160W MJD#55077.9861,F160W,1.937223825e-20,-21.1,15369.176,25.940797576303446
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt17050/n8mt17050_mos.fits,2010-11-21T20:08:59,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp328020/ibp328020_drz.fits,2025-03-31,WFC3 IR F105W MJD#56167.1907,F105W,3.05954585e-20,-21.1,10551.047,26.261379797226567
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibev8wziq/ibev8wziq_drz.fits,2025-04-03,WFC3 IR F125W MJD#55819.5519,F125W,2.2549798e-20,-21.1,12486.06,26.227016272688136
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp322020/ibp322020_drz.fits,2025-04-07,WFC3 IR F105W MJD#56164.5811,F105W,3.0595191e-20,-21.1,10551.047,26.261389289998327
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x12020/ib5x12020_drz.fits,2025-04-07,WFC3 IR F125W MJD#55073.2558,F125W,2.251504125e-20,-21.1,12486.06,26.228691044858426
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp348020/ibp348020_drz.fits,2025-03-31,WFC3 IR F105W MJD#56177.4841,F105W,3.0596487e-20,-21.1,10551.047,26.261343299622915
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt20080/n8mt20080_mos.fits,2009-09-22T01:21:45,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1p030/icoi1p030_drz.fits,2025-03-31,WFC3 IR F105W MJD#57182.2408,F105W,3.06974189999999e-20,-21.1,10551.047,26.257767556687924
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x2e030/ib5x2e030_drz.fits,2025-04-07,WFC3 IR F160W MJD#55453.7983,F160W,1.9384251e-20,-21.1,15369.176,25.94012451853873
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1l040/icoi1l040_drz.fits,2025-04-03,WFC3 IR F105W MJD#57198.8363,F105W,3.0699086e-20,-21.1,10551.047,26.257708598209632
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp355020/ibp355020_drz.fits,2025-04-11,WFC3 IR F140W MJD#56178.9480,F140W,1.4740873e-20,-21.1,13922.907,26.45204237754994
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt48050/n8mt48050_mos.fits,2009-09-23T07:58:44,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x15020/ib5x15020_drz.fits,2025-04-03,WFC3 IR F105W MJD#55413.9290,F105W,3.0519782e-20,-21.1,10551.047,26.26406864397645
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x2d020/ib5x2d020_drz.fits,2025-04-03,WFC3 IR F160W MJD#55418.7884,F160W,1.93831315e-20,-21.1,15369.176,25.940187224948254
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8g6i5010/n8g6i5010_mos.fits,2010-11-19T11:22:57,"NICMOS,2,F160W,DN",F160W,1.7409589e-19,-21.1,16030.4,23.465306907308978
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibev8xubq/ibev8xubq_drz.fits,2025-04-22,WFC3 IR F160W MJD#55818.7618,F160W,1.9395915e-20,-21.1,15369.176,25.939471399752485
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp327020/ibp327020_drz.fits,2025-04-11,WFC3 IR F105W MJD#56166.9247,F105W,3.059543e-20,-21.1,10551.047,26.26138080860204
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp337020/ibp337020_drz.fits,2025-04-03,WFC3 IR F105W MJD#56169.9171,F105W,3.05957305e-20,-21.1,10551.047,26.261370144848428
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x07020/ib5x07020_drz.fits,2025-04-11,WFC3 IR F105W MJD#55070.9417,F105W,3.0485331e-20,-21.1,10551.047,26.265294924861024
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x09030/ib5x09030_drz.fits,2025-04-03,WFC3 IR F105W MJD#55071.4569,F105W,3.0485378e-20,-21.1,10551.047,26.26529325095555
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibet3j040/ibet3j040_drz.fits,2025-03-31,WFC3 IR F105W MJD#55894.1462,F105W,3.05680266666666e-20,-21.099999999999998,10551.047,26.262353703030954
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt17040/n8mt17040_mos.fits,2010-11-21T20:08:03,"NICMOS,3,F110W,DN",F110W,3.787247e-19,-21.1,11200.5,23.400003872471988
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x17020/ib5x17020_drz.fits,2025-04-11,WFC3 IR F125W MJD#55073.7887,F125W,2.25150665e-20,-21.1,12486.06,26.228689827235787
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt37050/n8mt37050_mos.fits,2009-09-23T06:07:54,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp341020/ibp341020_drz.fits,2025-04-03,WFC3 IR F105W MJD#56173.6914,F105W,3.05961055e-20,-21.1,10551.047,26.261356837482495
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibevgdsrq/ibevgdsrq_drz.fits,2025-04-07,WFC3 IR F125W MJD#55869.9485,F125W,2.2552146e-20,-21.1,12486.06,26.226903226181268
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibeumx020/ibeumx020_drz.fits,2025-04-11,WFC3 IR F125W MJD#55494.2081,F125W,2.25346465e-20,-21.1,12486.06,26.227746038038827
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibeumxbfq/ibeumxbfq_drz.fits,2025-03-31,WFC3 IR F160W MJD#55494.1685,F160W,1.938554e-20,-21.1,15369.176,25.940052322432827
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt18050/n8mt18050_mos.fits,2009-09-22T01:14:53,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt40050/n8mt40050_mos.fits,2009-09-23T06:38:35,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibfubypbq/ibfubypbq_drz.fits,2025-04-07,WFC3 IR F105W MJD#55803.8499,F105W,3.0558947e-20,-21.1,10551.047,26.262676248784757
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt44080/n8mt44080_mos.fits,2009-09-23T07:21:44,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt21080/n8mt21080_mos.fits,2009-09-22T01:25:17,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1g040/icoi1g040_drz.fits,2025-04-11,WFC3 IR F105W MJD#57262.5306,F105W,3.0705487e-20,-21.1,10551.047,26.257482237300906
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibfupacsq/ibfupacsq_drz.fits,2025-04-07,WFC3 IR F125W MJD#55501.2657,F125W,2.2534974e-20,-21.1,12486.06,26.22773025895734
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibevem020/ibevem020_drz.fits,2025-04-07,WFC3 IR F160W MJD#55772.8396,F160W,1.9394447e-20,-21.1,15369.176,25.939553577936294
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt20070/n8mt20070_mos.fits,2009-09-22T01:20:40,"NICMOS,3,F110W,DN",F110W,3.787247e-19,-21.1,11200.5,23.400003872471988
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibeuhsamq/ibeuhsamq_drz.fits,2025-03-31,WFC3 IR F160W MJD#55718.0598,F160W,1.9392695e-20,-21.1,15369.176,25.939651662493908
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt03040/n8mt03040_mos.fits,2010-11-21T17:11:52,"NICMOS,3,F110W,DN",F110W,3.787247e-19,-21.1,11200.5,23.400003872471988
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibfub3kxq/ibfub3kxq_drz.fits,2025-03-31,WFC3 IR F160W MJD#55803.1355,F160W,1.9395416e-20,-21.1,15369.176,25.939499332919624
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x4h020/ib5x4h020_drz.fits,2025-03-31,WFC3 IR F160W MJD#55441.8847,F160W,1.938387025e-20,-21.1,15369.176,25.940145845033108
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibeuj3020/ibeuj3020_drz.fits,2025-04-07,WFC3 IR F160W MJD#55578.0482,F160W,1.9388221e-20,-21.1,15369.176,25.939902176628316
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp306020/ibp306020_drz.fits,2025-04-07,WFC3 IR F160W MJD#56147.8268,F160W,1.9406434e-20,-21.1,15369.176,25.938882731297504
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp333020/ibp333020_drz.fits,2025-04-03,WFC3 IR F105W MJD#56168.7033,F105W,3.05956045e-20,-21.1,10551.047,26.261374616159983
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt06050/n8mt06050_mos.fits,2009-09-21T10:16:56,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt15050/n8mt15050_mos.fits,2010-11-21T20:07:17,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp357020/ibp357020_drz.fits,2025-04-03,WFC3 IR F140W MJD#56180.3450,F140W,1.47409084999999e-20,-21.1,13922.907,26.452039762807328
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x3f020/ib5x3f020_drz.fits,2025-04-11,WFC3 IR F160W MJD#55438.9056,F160W,1.9383775e-20,-21.1,15369.176,25.940151180222948
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibev8knrq/ibev8knrq_drz.fits,2025-03-31,WFC3 IR F125W MJD#55923.1589,F125W,2.2554624e-20,-21.1,12486.06,26.22678393347562
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibeu7ig2q/ibeu7ig2q_drz.fits,2025-04-03,WFC3 IR F160W MJD#55529.7134,F160W,1.9386676e-20,-21.1,15369.176,25.93998869974338
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp360020/ibp360020_drz.fits,2025-03-31,WFC3 IR F140W MJD#56182.6893,F140W,1.4740966e-20,-21.1,13922.907,26.452035527674187
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt05040/n8mt05040_mos.fits,2010-11-21T18:35:04,"NICMOS,3,F110W,DN",F110W,3.787247e-19,-21.1,11200.5,23.400003872471988
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x28020/ib5x28020_drz.fits,2025-03-31,WFC3 IR F160W MJD#55078.9188,F160W,1.9372268e-20,-21.1,15369.176,25.94079590893663
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt02040/n8mt02040_mos.fits,2009-09-21T10:04:19,"NICMOS,3,F110W,DN",F110W,3.787247e-19,-21.1,11200.5,23.400003872471988
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp301020/ibp301020_drz.fits,2025-04-03,WFC3 IR F160W MJD#56143.8375,F160W,1.940630625e-20,-21.1,15369.176,25.938889878579523
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp352020/ibp352020_drz.fits,2025-03-31,WFC3 IR F140W MJD#56178.5469,F140W,1.47408635e-20,-21.1,13922.907,26.45204307727086
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp339020/ibp339020_drz.fits,2025-04-11,WFC3 IR F105W MJD#56171.9125,F105W,3.0595931e-20,-21.1,10551.047,26.26136302982315
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x3g020/ib5x3g020_drz.fits,2025-03-31,WFC3 IR F160W MJD#55439.0383,F160W,1.9383778e-20,-21.1,15369.176,25.94015101218507
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x2g020/ib5x2g020_drz.fits,2025-03-31,WFC3 IR F160W MJD#55419.1878,F160W,1.93831445e-20,-21.1,15369.176,25.94018649676014
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp349020/ibp349020_drz.fits,2025-04-03,WFC3 IR F105W MJD#56177.6172,F105W,3.05964995e-20,-21.1,10551.047,26.261342856052394
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x0g020/ib5x0g020_drz.fits,2025-03-31,WFC3 IR F125W MJD#55072.7229,F125W,2.25150165e-20,-21.1,12486.06,26.228692238371035
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt09050/n8mt09050_mos.fits,2010-11-21T18:39:02,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp323020/ibp323020_drz.fits,2025-04-11,WFC3 IR F105W MJD#56165.6447,F105W,3.05952975e-20,-21.1,10551.047,26.261385510623185
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt38050/n8mt38050_mos.fits,2009-09-23T06:11:42,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt21070/n8mt21070_mos.fits,2009-09-22T01:23:07,"NICMOS,3,F110W,DN",F110W,3.787247e-19,-21.1,11200.5,23.400003872471988
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/iey610020/iey610020_drz.fits,2025-04-04,WFC3 IR F140W MJD#60162.6499,F140W,1.4838103e-20,-21.1,13922.907,26.444904435288958
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x01020/ib5x01020_drz.fits,2025-04-03,WFC3 IR F105W MJD#55069.6590,F105W,3.04851985e-20,-21.1,10551.047,26.26529964386374
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp353020/ibp353020_drz.fits,2025-04-03,WFC3 IR F140W MJD#56178.6819,F140W,1.47408664999999e-20,-21.1,13922.907,26.452042856306317
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1i040/icoi1i040_drz.fits,2025-04-11,WFC3 IR F105W MJD#57190.1544,F105W,3.0698214e-20,-21.1,10551.047,26.257739438717948
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x1g020/ib5x1g020_drz.fits,2025-03-31,WFC3 IR F160W MJD#55080.7170,F160W,1.93723254999999e-20,-21.1,15369.176,25.94079268630214
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1s040/icoi1s040_drz.fits,2025-04-11,WFC3 IR F105W MJD#57267.8328,F105W,3.0706017e-20,-21.1,10551.047,26.257463496832074
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1n030/icoi1n030_drz.fits,2025-03-31,WFC3 IR F105W MJD#57181.9757,F105W,3.0697393e-20,-21.1,10551.047,26.257768476281626
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x21020/ib5x21020_drz.fits,2025-04-03,WFC3 IR F160W MJD#55080.8502,F160W,1.937233e-20,-21.1,15369.176,25.940792434096352
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1f040/icoi1f040_drz.fits,2025-04-03,WFC3 IR F105W MJD#57254.6450,F105W,3.07046925e-20,-21.1,10551.047,26.257510330930394
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibfubypkq/ibfubypkq_drz.fits,2025-04-03,WFC3 IR F105W MJD#55803.8747,F105W,3.055895e-20,-21.1,10551.047,26.262676142197037
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x02030/ib5x02030_drz.fits,2025-04-07,WFC3 IR F105W MJD#55070.7910,F105W,3.04853115e-20,-21.1,10551.047,26.265295619354468
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x19020/ib5x19020_drz.fits,2025-04-03,WFC3 IR F125W MJD#55419.7330,F125W,2.25311794999999e-20,-21.1,12486.06,26.227913093555767
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt24050/n8mt24050_mos.fits,2010-11-21T20:14:30,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1h040/icoi1h040_drz.fits,2025-04-03,WFC3 IR F105W MJD#57262.6631,F105W,3.07054999999999e-20,-21.1,10551.047,26.25748177762516
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp326020/ibp326020_drz.fits,2025-04-07,WFC3 IR F105W MJD#56166.7749,F105W,3.0595411e-20,-21.1,10551.047,26.261381482852883
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8g6i8010/n8g6i8010_mos.fits,2009-08-01T03:32:27,"NICMOS,2,F160W,DN",F160W,1.7409589e-19,-21.1,16030.4,23.465306907308978
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp351020/ibp351020_drz.fits,2025-04-11,WFC3 IR F140W MJD#56178.4157,F140W,1.474086e-20,-21.1,13922.907,26.4520433350629
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibeveml0q/ibeveml0q_drz.fits,2025-04-22,WFC3 IR F125W MJD#55772.8330,F125W,2.2547622e-20,-21.1,12486.06,26.22712104861471
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x0c020/ib5x0c020_drz.fits,2025-03-31,WFC3 IR F125W MJD#55412.1315,F125W,2.25308244999999e-20,-21.1,12486.06,26.227930200489258
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/iey602020/iey602020_drz.fits,2025-04-04,WFC3 IR F140W MJD#60160.3259,F140W,1.4838044e-20,-21.1,13922.907,26.444908752455607
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibeuguqyq/ibeuguqyq_drz.fits,2025-04-03,WFC3 IR F160W MJD#55479.9181,F160W,1.9385084e-20,-21.1,15369.176,25.94007786216669
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp358020/ibp358020_drz.fits,2025-04-07,WFC3 IR F140W MJD#56180.6775,F140W,1.4740917e-20,-21.1,13922.907,26.45203913674312
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibfubp020/ibfubp020_drz.fits,2025-04-07,WFC3 IR F139M MJD#55803.3195,F139M,9.30792965e-20,-21.1,13837.616,24.464560896656305
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibhj37030/ibhj37030_drz.fits,2025-04-11,WFC3 IR F140W MJD#55797.9939,F140W,1.473175875e-20,-21.1,13922.907,26.452713893524727
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt45070/n8mt45070_mos.fits,2010-11-22T00:14:25,"NICMOS,3,F110W,DN",F110W,3.787247e-19,-21.1,11200.5,23.400003872471988
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp321020/ibp321020_drz.fits,2025-04-03,WFC3 IR F105W MJD#56164.4481,F105W,3.05951764999999e-20,-21.1,10551.047,26.261389804562164
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibeucm020/ibeucm020_drz.fits,2025-04-07,WFC3 IR F160W MJD#55578.6868,F160W,1.9388241e-20,-21.1,15369.176,25.939901056633197
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt38040/n8mt38040_mos.fits,2009-09-23T06:09:56,"NICMOS,3,F110W,DN",F110W,3.787247e-19,-21.1,11200.5,23.400003872471988
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibfubyphq/ibfubyphq_drz.fits,2025-03-31,WFC3 IR F140W MJD#55803.8676,F140W,1.4731898e-20,-21.1,13922.907,26.452703630795444
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x1e020/ib5x1e020_drz.fits,2025-04-07,WFC3 IR F160W MJD#55075.7874,F160W,1.93721679999999e-20,-21.1,15369.176,25.940801513541153
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1e040/icoi1e040_drz.fits,2025-04-11,WFC3 IR F105W MJD#57252.8559,F105W,3.07045145e-20,-21.1,10551.047,26.2575166251346
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt03050/n8mt03050_mos.fits,2010-11-21T17:13:01,"NICMOS,3,F160W,DN",F160W,2.2405583e-19,-21.1,16041.6,23.189870963162793
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibev8l020/ibev8l020_drz.fits,2025-04-07,WFC3 IR F160W MJD#55922.4970,F160W,1.939923e-20,-21.1,15369.176,25.93928584996126
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/n8mt48040/n8mt48040_mos.fits,2009-09-23T07:56:19,"NICMOS,3,F110W,DN",F110W,3.787247e-19,-21.1,11200.5,23.400003872471988
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ibp308020/ibp308020_drz.fits,2025-03-31,WFC3 IR F160W MJD#56148.6911,F160W,1.940646175e-20,-21.1,15369.176,25.938881178763012
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/ib5x0b020/ib5x0b020_drz.fits,2025-04-11,WFC3 IR F105W MJD#55411.9983,F105W,3.0519588e-20,-21.1,10551.047,26.26407554551635
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1a040/icoi1a040_drz.fits,2025-04-11,WFC3 IR F105W MJD#57328.4762,F105W,3.0712111e-20,-21.1,10551.047,26.25724804003881
Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/icoi1m030/icoi1m030_drz.fits,2025-04-07,WFC3 IR F105W MJD#57180.3851,F105W,3.0697235e-20,-21.1,10551.047,26.257774064598586
