u,g,r,i,z,ra,dec,flags_r
22.74257,22.38097,21.85732,21.16403,21.06558,189.131957902418,62.2677174096041,6755674587398160
23.24678,23.28893,21.72843,21.19019,21.43658,189.158212861084,62.2708619213194,4503874782134272
24.40458,22.75372,21.63895,20.52469,20.12035,189.129150675017,62.2576966946647,4503874916352000
