SNID,File_key,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2
2007af,ib1f42010_drz,115,215.5821966,-0.3904947,-9.54,1.051,0.711,-2.109,0.1165,6.975901,0.7483535,0.93498802,0.35113686,1.9497546,2025-04-11,HST,WFC3,F160W,6.18621627347198e-06,3.50837770179073e-05,3.50837770179073e-05,-6.1862162734719e-06
2007af,hst_15889_06_wfc3_ir_f125w_ie5406_drz,116,215.5858408,-0.3981206,18.88,1.565,0.51,-4.4272,0.1751,59.00502,9.514468,0.76834416,-2.1045413,3.4859724,2024-11-08,HST,WFC3,F125W,-3.5625000794728e-05,-1.4437563275970002e-22,-1.8446027616665001e-22,3.56250007947285e-05
2007af,hst_15889_06_wfc3_ir_f140w_ie5406_drz,117,215.5917416,-0.3967889,-79.03,0.946,0.474,-4.3824,0.1405,56.61621,7.325722,4.3227096,1.24211,1.237924,2024-11-08,HST,WFC3,F140W,-3.5625000794728e-05,2.1689116377024e-22,1.10922782674363e-22,3.56250007947285e-05
2007af,ie5406010_drz,118,215.5820545,-0.3949059,88.0,0.951,0.734,-4.0256,0.1561,40.76112,5.859231,1.8556471,-0.052387834,1.1058949,2025-03-31,HST,WFC3,F160W,-3.5603299050182e-05,1.24329335543006e-06,1.24329335543006e-06,3.56032990501829e-05
2007af,hst_skycell-p1376x13y01_wfc3_ir_f105w_coarse-all_drz,119,215.5969659,-0.3977205,86.59,0.788,0.498,-4.1039,0.1609,43.80799,6.488832,4.0240803,-0.28733626,1.62046,2024-11-21,HST,WFC3,F105W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,hst_skycell-p1376x13y01_wfc3_ir_f140w_all_drz,120,215.5948544,-0.3971421,3.61,1.384,0.469,-2.5244,0.1444,10.22723,1.36033,0.53837365,-0.50579363,4.5340919,2024-11-21,HST,WFC3,F140W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,hst_skycell-p1286x13y18_wfc3_ir_f105w_all_drz,121,215.5954359,-0.397834,-3.55,1.424,0.472,-2.4878,0.1581,9.887903,1.439615,0.50834578,0.4923768,4.4643431,2024-11-21,HST,WFC3,F105W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,hst_11570_42_wfc3_ir_f160w_drz,122,215.6136536,-0.4080147,50.22,1.311,0.884,99.0,99.0,-1.515663,0.2623479,0.99390608,-0.68561971,0.86746734,2017-08-19,HST,WFC3,F160W,-2.4999999999999e-05,9.4039548065783e-38,9.4039548065783e-38,2.49999999999999e-05
2007af,hst_11570_41_wfc3_ir_f160w_ib1f41_drz,123,215.6131573,-0.4078498,-17.71,0.901,0.881,-1.7206,0.1938,4.878159,0.8706952,1.2374666,0.032546867,1.2832354,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.2988460183715e-22,3.19552995410655e-22,3.56250007947285e-05
2007af,hst_skycell-p1286x13y18_wfc3_ir_f140w_coarse-all_drz,124,215.5961668,-0.3969561,70.07,0.769,0.425,-3.7432,0.2097,31.42582,6.068305,5.0949512,-2.4685972,2.1379375,2024-11-21,HST,WFC3,F140W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,hst_skycell-p1376x13y01_wfc3_ir_f140w_coarse-all_drz,125,215.5874834,-0.3968127,-54.46,1.196,0.291,-4.0187,0.1676,40.50211,6.251072,8.0525866,10.507042,4.4520483,2024-11-21,HST,WFC3,F140W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,hst_skycell-p1286x13y18_wfc3_ir_f160w_all_drz,126,215.6126702,-0.4083085,24.02,0.56,0.406,-0.6419,0.0258,1.806138,0.04293986,3.6634319,-2.1317563,5.5806794,2024-11-21,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,hst_skycell-p1376x13y01_wfc3_ir_f125w_all_drz,127,215.5974588,-0.3986284,16.4,0.756,0.447,-2.0559,0.3043,6.643056,1.861174,2.0103524,-1.7672124,4.7528543,2024-11-21,HST,WFC3,F125W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,hst_15889_06_wfc3_ir_f105w_ie5406_drz,128,215.5969749,-0.3977237,85.69,0.792,0.492,-4.1823,0.1599,47.08878,6.934941,4.1183944,-0.38029155,1.6083398,2024-11-08,HST,WFC3,F105W,-3.5625000794728e-05,-1.3869685804462e-22,-1.6029814274962e-22,3.56250007947285e-05
2007af,hst_skycell-p1286x13y18_wfc3_ir_f105w_coarse-all_drz,129,215.5969694,-0.3977176,86.17,0.785,0.495,-4.0573,0.2081,41.96687,8.040183,4.0639114,-0.32696086,1.6329187,2024-11-21,HST,WFC3,F105W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,hst_15889_06_wfc3_ir_f160w_ie5406_drz,130,215.5913189,-0.3956025,12.58,1.922,0.855,-4.1142,0.215,44.22548,8.754532,0.32283515,-0.46704045,1.3168497,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,1.39831449147533e-23,-1.7097815248413e-23,3.56250007947285e-05
2007af,hst_11570_42_wfc3_ir_f160w_ib1f42_drz,131,215.6131346,-0.4082206,-56.24,1.445,0.762,-6.1611,0.0033,291.3557,0.8886448,1.3367668,1.1467811,0.86218888,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.7771632572034e-22,-1.2167005786256e-22,3.56250007947285e-05
2007af,hst_skycell-p1376x13y01_wfc3_ir_f125w_coarse-all_drz,132,215.5837658,-0.3979959,28.11,0.948,0.809,-4.2398,0.258,49.6502,11.79354,1.204488,-0.34682402,1.4365126,2024-11-21,HST,WFC3,F125W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,ib1f41mrq_drz,133,215.5904688,-0.3885715,-15.97,49.814,13.827,-8.872,0.007,3538.4,22.84031,0.00076846773,0.002553981,0.0048648529,2025-04-07,HST,WFC3,F160W,6.18621627339017e-06,3.50837770179217e-05,3.50837770179217e-05,-6.1862162733901e-06
2007af,hst_skycell-p1376x13y01_wfc3_ir_f160w_all_drz,134,215.6120316,-0.4081814,28.87,1.425,0.728,-1.8586,0.0106,5.539054,0.05383766,0.81770587,-1.1788257,1.5620322,2024-11-21,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,hst_mos_1013227_wfc3_ir_f160w_drz,135,215.6141785,-0.4055234,-83.09,50.376,10.449,-5.2587,0.0102,126.903,1.190308,0.0090326006,0.0020947938,0.00052104722,2017-05-10,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,hst_skycell-p1286x13y18_wfc3_ir_f160w_coarse-all_drz,136,215.6127585,-0.4083031,16.86,0.707,0.396,-4.2523,0.0132,50.22506,0.6125677,2.3675272,-2.4232657,5.9989076,2024-11-21,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,hst_skycell-p1286x13y18_wfc3_ir_f125w_all_drz,137,215.5970097,-0.3985797,0.79,0.794,0.5,-2.3773,0.2376,8.931422,1.95395,1.5863099,-0.067112967,4.0051394,2024-11-21,HST,WFC3,F125W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,ib1f41010_drz,138,215.5904491,-0.3884947,-19.16,73.732,14.848,-9.0471,0.0066,4157.622,25.20905,0.00065284938,0.0026986792,0.0040668794,2025-04-03,HST,WFC3,F160W,6.1862162734706e-06,3.50837770179075e-05,3.50837770179075e-05,-6.1862162734706e-06
2007af,ie5406040_drz,139,215.5584184,-0.3950458,87.89,1.841,0.615,-4.8376,0.142,86.10952,11.26204,2.6418059,-0.17259397,0.29814479,2025-04-11,HST,WFC3,F140W,-3.560329905035e-05,1.24329335063327e-06,1.24329335063327e-06,3.56032990503504e-05
2005al,hst_17446_24_wfc3_ir_f110w_if7r24_drz,140,207.509062,-30.5901972,-74.19,4.953,4.744,-12.7382,0.0,124532.7,1.53174,0.044163115,0.0019291441,0.041030802,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,3.33891859752931e-22,1.8592443202245399e-22,3.56250007947286e-05
2005al,if7r24010_drz,141,207.506255,-30.5783963,66.33,63.245,38.569,-14.4066,0.0,578949.8,20.44215,0.0006041989,-0.00031048537,0.00031805152,2025-04-08,HST,WFC3,F110W,3.37009754828094e-05,1.15492370530298e-05,1.15492370530298e-05,-3.3700975482809e-05
2005al,hst_skycell-p0681x19y08_wfc3_ir_f110w_coarse-all_drz,142,207.4883959,-30.5993675,-89.73,2.196,0.933,-5.2513,0.004,126.0421,0.461971,1.148484,0.008839367,0.2073725,2024-11-19,HST,WFC3,F110W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2005al,hst_skycell-p0681x19y08_wfc3_ir_f110w_all_drz,143,207.4936352,-30.5946658,-27.98,33.606,12.644,-8.0869,0.0005,1716.975,0.7123753,0.0020671464,0.0044492139,0.0050734505,2024-11-19,HST,WFC3,F110W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2005al,hst_skycell-p0681x19y09_wfc3_ir_f110w_coarse-all_drz,144,207.5058692,-30.5773536,33.27,59.422,36.293,-13.5738,0.0,268865.2,9.746757,0.00042646463,-0.00043664972,0.00061593659,2024-11-20,HST,WFC3,F110W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2005al,hst_skycell-p0681x19y09_wfc3_ir_f110w_all_drz,145,207.5160967,-30.578677,-8.22,1.001,0.479,1.0715,0.1585,0.3727455,0.05440186,1.0667824,0.95347095,4.29743,2024-11-20,HST,WFC3,F110W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2005M,n90ze4030_mos,146,144.3869113,23.2032039,-88.83,31.276,16.438,-9.1036,0.0022,4379.792,8.888699,0.0036998335,0.00010925388,0.0010233801,2009-09-26T11:20:23,HST,NICMOS,F160W,-5.14292e-05,-2.31502e-05,-2.32104e-05,5.12958e-05
2005M,HST_10182_e4_NIC_NIC3_F160W_drz,147,144.3843469,23.2068683,18.77,84.966,31.047,-8.2949,0.0034,2079.51,6.531296,0.00023162541,-0.00054781616,0.00094433699,2009-12-02T14:38:13,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,HST_10182_e2_NIC_NIC3_F110W_drz,148,144.3874197,23.2055851,35.55,43.448,23.605,-7.9959,0.0101,1578.963,14.75725,0.0009572875,-0.0011967847,0.0013672147,2009-12-02T14:38:21,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,HST_10182_e1_NIC_NIC3_F110W_drz,149,144.3915696,23.2036353,-50.97,41.718,41.146,99.0,99.0,-715.3024,2.148139,0.00058428722,1.574399e-05,0.00058095559,2009-12-02T14:38:21,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,n90ze4020_mos,150,144.3852391,23.2032297,85.98,21.419,7.889,-7.8133,0.0075,1334.447,9.182834,0.015998505,-0.0019407427,0.0022479652,2009-09-26T11:18:20,HST,NICMOS,F110W,-5.14292e-05,-2.31502e-05,-2.32104e-05,5.12958e-05
2005M,n90ze2030_mos,151,144.3869511,23.2030915,28.06,18.924,16.595,-8.9507,0.0019,3804.491,6.7945,0.0029779603,-0.00069616351,0.0034455303,2009-09-26T09:33:57,HST,NICMOS,F160W,-5.49252e-05,1.28856e-05,1.29191e-05,5.47827e-05
2005M,HST_10182_e1_NIC_NIC3_F160W_drz,152,144.3733215,23.1989358,-89.94,33.34,5.631,-0.7473,0.0002,1.990304,0.0004232511,0.031542636,6.1108127e-05,0.00089966535,2009-12-02T14:38:11,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,HST_10182_e4_NIC_NIC3_F110W_drz,153,144.3842817,23.2069225,-24.89,34.629,24.136,-7.773,0.0106,1285.904,12.49555,0.00099029718,0.00067399861,0.001560158,2009-12-02T14:38:33,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,HST_10182_e2_NIC_NIC3_F160W_drz,154,144.3872534,23.2030749,71.7,33.007,27.112,-10.5851,0.0005,17141.12,7.867201,0.0013167553,-0.00026386502,0.00096150942,2009-12-02T14:38:32,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,n90ze2020_mos,155,144.386864,23.2033196,88.55,19.092,11.097,-8.4419,0.0042,2381.101,9.271227,0.0081165619,-0.00027169168,0.0027469981,2009-09-26T09:32:15,HST,NICMOS,F110W,-5.49252e-05,1.28856e-05,1.29191e-05,5.47827e-05
2005M,n90ze5030_mos,156,144.3850436,23.2033498,-73.49,16.15,6.467,-7.8664,0.0033,1401.382,4.216024,0.022288883,0.010939079,0.0054551484,2009-09-26T11:25:48,HST,NICMOS,F160W,-2.86459e-05,-4.84856e-05,-4.86117e-05,2.85716e-05
2005M,HST_10182_e5_NIC_NIC3_F110W_drz,157,144.3849586,23.2033471,55.71,27.902,13.458,-9.49,0.0026,6251.995,14.81616,0.0041761678,-0.0039439369,0.0026292556,2009-12-02T14:38:35,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,HST_10182_e3_NIC_NIC3_F160W_drz,158,144.3869834,23.203539,83.92,54.803,30.228,-10.7056,0.0007,19152.62,12.73952,0.0010858814,-0.00016046848,0.00034151183,2009-12-02T14:38:14,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,n90ze5020_mos,159,144.385049,23.2033444,-62.06,14.51,6.537,-7.7742,0.0074,1287.353,8.752021,0.019304201,0.015440309,0.0088446569,2009-09-26T11:24:06,HST,NICMOS,F110W,-2.86459e-05,-4.84856e-05,-4.86117e-05,2.85716e-05
2005M,n90ze1020_mos,160,144.3756493,23.1945799,-10.63,18.697,5.242,-6.3615,0.0145,350.4334,4.677315,0.0040024533,0.012162987,0.035250753,2010-11-23T23:40:40,HST,NICMOS,F110W,-5.10123e-05,2.40504e-05,2.4113e-05,5.08799e-05
2005M,n90ze3030_mos,161,144.3868387,23.2030749,89.73,24.999,15.668,-8.9901,0.0021,3945.007,7.658318,0.0040736478,-2.3460405e-05,0.0016001484,2009-09-26T10:17:49,HST,NICMOS,F160W,-5.58877e-05,-7.74174e-06,-7.76187e-06,5.57427e-05
2005M,n90ze3020_mos,162,144.3867874,23.2032926,-65.34,21.184,12.336,-8.5406,0.0043,2607.656,10.42988,0.0058154007,0.0032937198,0.0029843354,2009-09-26T10:16:05,HST,NICMOS,F110W,-5.58877e-05,-7.74174e-06,-7.76187e-06,5.57427e-05
2005M,n90ze1030_mos,163,144.3868051,23.2035406,53.29,26.42,14.912,-8.8508,0.0023,3469.993,7.386742,0.0034022229,-0.0029372051,0.00252769,2010-11-23T23:42:23,HST,NICMOS,F160W,-5.10123e-05,2.40504e-05,2.4113e-05,5.08799e-05
2005M,HST_10182_e5_NIC_NIC3_F160W_drz,164,144.3865086,23.2034168,79.67,33.892,17.989,-10.3973,0.0008,14417.88,10.42163,0.0030189033,-0.00078340399,0.00094200455,2009-12-02T14:38:44,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,HST_10182_e3_NIC_NIC3_F110W_drz,165,144.3854789,23.2034389,64.88,35.66,13.566,-9.2317,0.0028,4928.333,12.74063,0.004595635,-0.0035726849,0.0016240944,2009-12-02T14:38:39,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005ke,hst_skycell-p0726x07y16_wfc3_ir_f160w_coarse-all_drz,166,53.7493078,-24.9225763,66.04,5.428,3.177,-5.0969,0.0704,109.3389,7.08357,0.088347673,-0.048353706,0.044682045,2024-11-19,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2005ke,hst_skycell-p0726x07y15_wfc3_ir_f160w_coarse-all_drz,167,53.7555371,-24.9331569,22.84,76.645,37.647,-14.5144,0.0001,639358.2,46.82347,0.00025088145,-0.00038299657,0.00062490115,2024-11-13,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2005ke,hst_skycell-p0726x07y16_wfc3_ir_f160w_all_drz,168,53.7654824,-24.9241339,-19.05,0.749,0.451,1.2213,0.236,0.3246976,0.07055359,2.1173873,1.9402282,4.5921435,2024-11-19,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2005ke,idkv07030_drz,169,53.755639,-24.9333013,40.21,69.385,36.823,-14.5673,0.0001,671303.2,66.38624,0.00042851077,-0.00052239711,0.00051670719,2025-04-07,HST,WFC3,F160W,-3.2863567127873e-05,-1.3752332066095e-05,-1.3752332066095e-05,3.28635671278735e-05
2005ke,hst_15133_07_wfc3_ir_f160w_idkv07_drz,170,53.7557004,-24.9331952,20.01,70.93,36.591,-14.5922,0.0001,686875.2,51.10398,0.00026293972,-0.00035246831,0.00068271527,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-5.7025739012608e-22,1.00661541365897e-22,3.56250007947285e-05
2005ke,hst_skycell-p0726x07y15_wfc3_ir_f160w_all_drz,171,53.7477358,-24.9559408,-65.49,8.159,6.386,-4.2269,0.0184,49.06167,0.8308761,0.022883326,0.0071685249,0.016656702,2024-11-13,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2002fb,hst_17436_12_wfc3_ir_f110w_if7q12_drz,172,29.4597474,36.3430743,-58.88,48.305,44.15,-14.7283,0.0,778587.2,12.09022,0.00049047702,7.4734795e-05,0.00045112477,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,6.9476656822866e-22,-5.8194211604571e-22,3.56250007947286e-05
2002fb,if7q12010_drz,173,29.4597399,36.3430617,-30.73,45.595,42.913,-14.7269,0.0,777588.4,16.04633,0.00049721356,5.447122e-05,0.00052684301,2025-04-04,HST,WFC3,F110W,1.95061813533399e-05,2.98102249909425e-05,2.98102249909425e-05,-1.9506181353339e-05
2002fk,hst_skycell-p0978x05y05_wfc3_ir_f160w_all_drz,174,50.5341893,-15.4210352,76.15,14.995,9.707,-6.2623,0.0012,319.83,0.3468581,0.010259392,-0.0028661003,0.0048008962,2024-11-21,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2002fk,na4m03010_mos,175,50.5256048,-15.4084269,-2.86,1.933,1.278,-0.9764,0.0657,2.457984,0.1487032,0.26857078,0.034424573,0.61175358,2009-08-16T12:37:11,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05
2002fk,hst_15145_33_wfc3_ir_f160w_idgg33_drz,176,154.2230311,73.4007045,67.38,57.187,46.794,-15.0465,0.0001,1043774.0,48.96202,0.00043437787,-0.00010714927,0.00032809676,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,-1.3626919584088e-21,-9.430279044874201e-22,3.56250007947285e-05
2002fk,HST_10802_57_NIC_NIC2_F160W_drz,177,50.516525,-15.4006612,89.02,34.567,16.885,-7.9292,0.0016,1484.779,2.204442,0.0035067126,-9.1402821e-05,0.00083767378,2009-12-02T20:52:47,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05
2002fk,HST_10802_f5_NIC_NIC2_F160W_drz,178,50.5283586,-15.4048793,-42.12,60.499,36.892,-8.9606,0.0013,3839.278,4.69808,0.00048084845,0.00045919494,0.0005271078,2009-12-02T21:02:06,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05
2002fk,ib1f20030_drz,179,50.5194879,-15.3958642,-18.85,109.101,18.625,-10.3819,0.0011,14215.27,14.19037,0.0003761726,0.0017114979,0.0025905296,2025-03-31,HST,WFC3,F160W,1.5055824252222e-05,3.22871930912337e-05,3.22871930912337e-05,-1.5055824252222e-05
2002fk,idgg33020_drz,180,154.2227621,73.4005957,-85.88,56.264,44.655,-15.0686,0.0001,1065201.0,68.13321,0.00050052616,2.6619868e-05,0.00031684709,2025-04-11,HST,WFC3,F160W,3.11591675782652e-05,1.7269827950909e-05,1.7269827950909e-05,-3.1159167578265e-05
2002fk,hst_15145_39_wfc3_ir_f160w_idgg39_drz,181,154.223238,73.4006844,52.96,59.634,52.647,-15.126,0.0,1123088.0,50.10025,0.00033190238,-7.6542281e-05,0.00031008007,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.8217980134800003e-22,4.6761653443465903e-23,3.56250007947285e-05
2002fk,n9r757010_mos,182,50.5109568,-15.4007515,13.06,6.574,5.895,-2.9853,0.0257,15.63549,0.370067,0.023429837,-0.0024799556,0.028487347,2009-08-14T17:06:35,HST,NICMOS,F160W,-1.31128e-05,1.63974e-05,1.65264e-05,1.30104e-05
2002fk,HST_11329_03_NIC_NIC2_F160W_drz,183,50.5292329,-15.4075196,-46.86,50.03,11.461,99.0,99.0,-147.7133,0.0001220824,0.0042405925,0.0071988986,0.0037725449,2009-12-03T04:20:39,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05
2002fk,n9r755010_mos,184,50.5165294,-15.4006823,44.29,10.118,4.53,-5.7558,0.0021,200.593,0.3789566,0.028762955,-0.038945787,0.029732654,2009-08-15T09:27:33,HST,NICMOS,F160W,-1.31128e-05,1.63974e-05,1.65264e-05,1.30104e-05
2002fk,idgg31020_drz,185,154.2230451,73.4006644,-84.12,54.888,43.017,-15.0444,0.0001,1041753.0,70.45885,0.00053821516,4.2498126e-05,0.0003341171,2025-04-07,HST,WFC3,F160W,3.11591675773636e-05,1.72698279525356e-05,1.72698279525356e-05,-3.1159167577363e-05
2002fk,ib1f20020_drz,186,50.5194971,-15.3958854,-16.23,99.371,14.176,-10.2693,0.0011,12815.1,13.43286,0.00048201607,0.0026161114,0.0045951046,2025-04-11,HST,WFC3,F160W,1.50558157994287e-05,3.228719703285e-05,3.228719703285e-05,-1.5055815799428e-05
2002fk,hst_15145_37_wfc3_ir_f160w_idgg37_drz,187,154.2232237,73.400662,50.35,60.62,52.432,-15.1221,0.0,1119073.0,51.12999,0.00032643505,-9.0034504e-05,0.00030943356,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-4.998911756831901e-22,4.48130142837771e-22,3.56250007947285e-05
2002fk,HST_10802_f6_NIC_NIC2_F160W_drz,188,50.5283723,-15.4048951,-40.97,60.804,37.979,-9.0073,0.0013,4007.76,4.781088,0.00045225359,0.00041863567,0.00051151699,2009-12-02T21:02:21,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05
2002fk,na4m01010_mos,189,50.5288747,-15.4097811,-11.78,2.093,1.665,-1.5013,0.0769,3.985796,0.2821412,0.23376401,0.053012665,0.35531422,2009-08-16T11:22:14,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05
2002fk,hst_skycell-p2583x18y09_wfc3_ir_f160w_all_drz,190,154.1960113,73.376895,10.42,24.009,15.574,-6.9601,0.0113,608.2086,6.30422,0.0018130401,-0.00084993226,0.0040449025,2024-11-22,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2002fk,n9r7f7010_mos,191,50.5288469,-15.4097892,-21.27,2.976,2.05,-1.9434,0.0628,5.989195,0.3465642,0.12939623,0.084589116,0.221578,2009-08-16T12:15:47,HST,NICMOS,F160W,-1.81644e-05,1.06458e-05,1.07295e-05,1.80226e-05
2002fk,idgg35020_drz,192,154.2228057,73.4005929,-86.07,55.705,44.053,-15.0676,0.0001,1064206.0,68.30173,0.00051438913,2.6379921e-05,0.00032317467,2025-03-31,HST,WFC3,F160W,3.11591675782391e-05,1.72698279509561e-05,1.72698279509561e-05,-3.1159167578239e-05
2002fk,idgg39020_drz,193,154.2241786,73.4007297,29.04,61.014,42.709,-15.0329,0.0001,1030800.0,77.23727,0.00033450697,-0.00023733184,0.00048234491,2025-04-07,HST,WFC3,F160W,-3.1821232491577e-05,1.60171734192205e-05,1.60171734192205e-05,3.18212324915775e-05
2002fk,hst_15145_3b_wfc3_ir_f160w_idgg3b_drz,194,154.2232291,73.4006681,49.63,60.763,51.733,-15.1162,0.0,1112964.0,50.68431,0.00033052469,-0.00010146003,0.00031396886,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.3847131805542001e-21,-2.2384648175298e-21,3.56250007947285e-05
2002fk,hst_11570_20_wfc3_ir_f160w_drz,195,50.5348374,-15.422509,22.68,0.536,0.535,1.9535,0.1955,0.1654257,0.02978176,3.4826369,-0.0068450202,3.489398,2017-08-21,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05
2002fk,HST_11329_05_NIC_NIC2_F160W_drz,196,50.5283852,-15.4048715,-42.45,60.507,35.86,-8.9754,0.0013,3891.757,4.744763,0.00050296861,0.00050248799,0.00054780598,2009-12-03T07:53:24,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05
2002fk,na4m05010_mos,197,50.528846,-15.4097917,83.91,2.827,1.987,-1.897,0.0641,5.738557,0.3384941,0.25189397,-0.027033566,0.12655134,2009-08-16T12:40:28,HST,NICMOS,F160W,-1.81644e-05,1.06458e-05,1.07295e-05,1.80226e-05
2002fk,n9r7f5010_mos,198,50.5288734,-15.4097843,49.5,2.789,1.357,-1.9059,0.0626,5.786018,0.3336537,0.36827105,-0.409538,0.30342355,2009-08-16T10:21:24,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05
2002fk,idgg37020_drz,199,154.2241073,73.4005966,28.02,61.184,43.326,-15.0329,0.0001,1030776.0,73.47179,0.0003257544,-0.00022030022,0.00047411563,2025-04-03,HST,WFC3,F160W,-3.1821232492681e-05,1.60171734170277e-05,1.60171734170277e-05,3.18212324926812e-05
2002fk,ib1f20040_drz,200,50.5336125,-15.395903,-75.38,34.572,20.361,-10.3762,0.0007,14141.46,9.285502,0.0023118819,0.00076948659,0.00093699584,2025-04-03,HST,WFC3,F160W,1.50557211281307e-05,3.22872411787747e-05,3.22872411787747e-05,-1.505572112813e-05
2002fk,n9r756010_mos,201,50.5140188,-15.404465,18.82,4.106,1.874,-1.8343,0.0593,5.416372,0.2958321,0.082756579,-0.13762039,0.2612516,2009-08-14T16:00:53,HST,NICMOS,F160W,-1.31128e-05,1.63974e-05,1.65264e-05,1.30104e-05
2002fk,hst_15889_02_wfc3_ir_f160w_ie5402_drz,202,50.5421544,-15.3814877,-86.2,1.108,0.495,-3.4061,0.2779,23.03849,5.89487,4.0619869,0.43122005,0.8284601,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.913619870647e-23,-2.9449961029268e-23,3.56250007947285e-05
2002fk,hst_11570_20_wfc3_ir_f160w_ib1f20_drz,203,50.5357384,-15.4153018,-71.22,15.468,7.879,-7.1549,0.0032,727.7415,2.122601,0.014872381,0.0072708274,0.0054154084,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.0925396355208e-21,-1.0541844606317e-21,3.56250007947285e-05
2002fk,na4m02010_mos,204,50.5288718,-15.4097987,76.29,3.271,2.132,-1.995,0.0636,6.2803,0.3676302,0.21283001,-0.05822923,0.10058322,2009-08-16T12:35:18,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05
