SNID,filename,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2
2005mz,pantheon_data_folder/2005mz/mastDownload/HST/icoe02070/icoe02070_drz.fits,2025-04-07,HST,WFC3,F160W,-1.6598658240806e-05,-3.1521821429437e-05,-3.1521821429437e-05,1.65986582408061e-05
2005mz,pantheon_data_folder/2005mz/mastDownload/HST/hst_11207_06_acs_sbc_f140lp_ja2706/hst_11207_06_acs_sbc_f140lp_ja2706_drz.fits,2024-11-05,HST,ACS,F140LP;N/A,-6.9444444444444e-06,5.80945628709312e-24,-1.6336730098844e-23,6.94444444444444e-06
2005mz,pantheon_data_folder/2005mz/mastDownload/HST/icoe02030/icoe02030_drz.fits,2025-04-07,HST,WFC3,F160W,-1.6600798868875e-05,-3.1520694131626e-05,-3.1520694131626e-05,1.6600798868875e-05
2005mz,pantheon_data_folder/2005mz/mastDownload/HST/ja2707010/ja2707010_drz.fits,2025-05-12,HST,ACS,,3.32339478785574e-06,-6.097569657333e-06,-6.097569657333e-06,-3.3233947878557e-06
2005mz,pantheon_data_folder/2005mz/mastDownload/HST/hst_11207_08_acs_sbc_f140lp_ja2708/hst_11207_08_acs_sbc_f140lp_ja2708_drz.fits,2024-11-07,HST,ACS,F140LP;N/A,-6.9444444444444e-06,1.87620020146524e-23,9.0197372379948e-23,6.94444444444444e-06
2005mz,pantheon_data_folder/2005mz/mastDownload/HST/hst_11207_07_acs_sbc_total_ja2707/hst_11207_07_acs_sbc_total_ja2707_drz.fits,2024-11-01,HST,ACS,detection,-6.9444444444444e-06,3.72912441749889e-22,3.34226934929445e-22,6.94444444444444e-06
2005mz,pantheon_data_folder/2005mz/mastDownload/HST/hst_skycell-p2166x04y09_wfc3_ir_f160w_all/hst_skycell-p2166x04y09_wfc3_ir_f160w_all_drz.fits,2024-11-22,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2005mz,pantheon_data_folder/2005mz/mastDownload/HST/hst_11207_08_acs_sbc_total_ja2708/hst_11207_08_acs_sbc_total_ja2708_drz.fits,2024-11-07,HST,ACS,detection,-6.9444444444444e-06,-1.4380697628226e-22,1.28502708106497e-22,6.94444444444444e-06
2005mz,pantheon_data_folder/2005mz/mastDownload/HST/ja2706010/ja2706010_drz.fits,2025-05-12,HST,ACS,,3.31467629230675e-06,-6.1023134727081e-06,-6.1023134727081e-06,-3.3146762923067e-06
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_02_wfc3_ir_total_idxb02/hst_15640_02_wfc3_ir_total_idxb02_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,8.9208512017856e-22,1.61500727973461e-21,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_0b_wfc3_ir_total_idxb0b/hst_15640_0b_wfc3_ir_total_idxb0b_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-7.7253778491126e-22,-3.9425933749409e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_skycell-p1102x15y12_wfc3_ir_f160w_all/hst_skycell-p1102x15y12_wfc3_ir_f160w_all_drz.fits,2024-11-14,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_02_wfc3_ir_f160w_idxb02/hst_15640_02_wfc3_ir_f160w_idxb02_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,8.9208512017856e-22,1.61500727973461e-21,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_0b_wfc3_ir_f160w_idxb0b/hst_15640_0b_wfc3_ir_f160w_idxb0b_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-7.7253778491126e-22,-3.9425933749409e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_01_wfc3_ir_f160w_idxb01/hst_15640_01_wfc3_ir_f160w_idxb01_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-5.0964456157313e-23,7.48941933243129e-23,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_03_wfc3_ir_total_idxb03/hst_15640_03_wfc3_ir_total_idxb03_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-1.2431564859936e-21,-9.6000319463262e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_0a_wfc3_ir_f160w_idxb0a/hst_15640_0a_wfc3_ir_f160w_idxb0a_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.11197111678906e-21,1.23286729164715e-21,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb05030/idxb05030_drz.fits,2025-04-11,HST,WFC3,F160W,-3.4077844294034e-05,-1.0384662242748e-05,-1.0384662242748e-05,3.40778442940343e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb08j3q/idxb08j3q_drz.fits,2025-04-07,HST,WFC3,F160W,-3.4077844294014e-05,-1.0384662242812e-05,-1.0384662242812e-05,3.40778442940147e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb0b030/idxb0b030_drz.fits,2025-04-04,HST,WFC3,F160W,-3.4077844294007e-05,-1.0384662242835e-05,-1.0384662242835e-05,3.40778442940076e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb01030/idxb01030_drz.fits,2025-04-11,HST,WFC3,F160W,-3.4077844294031e-05,-1.0384662242757e-05,-1.0384662242757e-05,3.40778442940316e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_03_wfc3_ir_f160w_idxb03/hst_15640_03_wfc3_ir_f160w_idxb03_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.2431564859936e-21,-9.6000319463262e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_01_wfc3_ir_total_idxb01/hst_15640_01_wfc3_ir_total_idxb01_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-5.0964456157313e-23,7.48941933243129e-23,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_0a_wfc3_ir_total_idxb0a/hst_15640_0a_wfc3_ir_total_idxb0a_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,1.11197111678906e-21,1.23286729164715e-21,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb06o5q/idxb06o5q_drz.fits,2025-03-31,HST,WFC3,F160W,-3.4077844294009e-05,-1.0384662242829e-05,-1.0384662242829e-05,3.40778442940096e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb0anmq/idxb0anmq_drz.fits,2025-03-31,HST,WFC3,F160W,-3.4077844294016e-05,-1.0384662242806e-05,-1.0384662242806e-05,3.40778442940165e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_08_wfc3_ir_total_idxb08/hst_15640_08_wfc3_ir_total_idxb08_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,1.24882633836207e-21,9.62904945152605e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb02030/idxb02030_drz.fits,2025-03-31,HST,WFC3,F160W,-3.4077844294026e-05,-1.0384662242774e-05,-1.0384662242774e-05,3.40778442940263e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_05_wfc3_ir_f160w_idxb05/hst_15640_05_wfc3_ir_f160w_idxb05_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,8.05055164078527e-22,6.16579071447586e-24,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_07_wfc3_ir_total_idxb07/hst_15640_07_wfc3_ir_total_idxb07_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-8.0593941796649e-22,6.68473195156719e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb03030/idxb03030_drz.fits,2025-04-04,HST,WFC3,F160W,-3.4077844294029e-05,-1.0384662242765e-05,-1.0384662242765e-05,3.4077844294029e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_08_wfc3_ir_f160w_idxb08/hst_15640_08_wfc3_ir_f160w_idxb08_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.24882633836207e-21,9.62904945152605e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_07_wfc3_ir_f160w_idxb07/hst_15640_07_wfc3_ir_f160w_idxb07_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-8.0593941796649e-22,6.68473195156719e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_05_wfc3_ir_total_idxb05/hst_15640_05_wfc3_ir_total_idxb05_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,8.05055164078527e-22,6.16579071447586e-24,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb07030/idxb07030_drz.fits,2025-04-04,HST,WFC3,F160W,-3.4077844294011e-05,-1.0384662242822e-05,-1.0384662242822e-05,3.40778442940118e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_09_wfc3_ir_total_idxb09/hst_15640_09_wfc3_ir_total_idxb09_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,5.23146152692838e-22,-7.4017707855569e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_06_wfc3_ir_total_idxb06/hst_15640_06_wfc3_ir_total_idxb06_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,1.71560097863583e-21,1.60120763252178e-21,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_04_wfc3_ir_f160w_idxb04/hst_15640_04_wfc3_ir_f160w_idxb04_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,4.9183154726507e-22,2.25156212218202e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_09_wfc3_ir_f160w_idxb09/hst_15640_09_wfc3_ir_f160w_idxb09_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,5.23146152692838e-22,-7.4017707855569e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb04glq/idxb04glq_drz.fits,2025-04-07,HST,WFC3,F160W,-3.4077844294005e-05,-1.0384662242844e-05,-1.0384662242844e-05,3.4077844294005e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/idxb09030/idxb09030_drz.fits,2025-04-11,HST,WFC3,F160W,-3.4077844293997e-05,-1.038466224287e-05,-1.038466224287e-05,3.40778442939972e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_04_wfc3_ir_total_idxb04/hst_15640_04_wfc3_ir_total_idxb04_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,4.9183154726507e-22,2.25156212218202e-22,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_15640_06_wfc3_ir_f160w_idxb06/hst_15640_06_wfc3_ir_f160w_idxb06_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.71560097863583e-21,1.60120763252178e-21,3.56250007947285e-05
2006D,pantheon_data_folder/2006D/mastDownload/HST/hst_skycell-p1102x15y12_wfc3_ir_f160w_coarse-all/hst_skycell-p1102x15y12_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-14,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007au,pantheon_data_folder/2007au/mastDownload/HST/hst_17436_89_wfc3_ir_total_if7q89/hst_17436_89_wfc3_ir_total_if7q89_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,8.67646755234035e-22,1.06313676870167e-21,3.56250007947285e-05
2007au,pantheon_data_folder/2007au/mastDownload/HST/if7q89010/if7q89010_drz.fits,2025-04-04,HST,WFC3,F110W,3.20361288308552e-05,1.55829096940476e-05,1.55829096940476e-05,-3.2036128830855e-05
2007au,pantheon_data_folder/2007au/mastDownload/HST/hst_17436_89_wfc3_ir_f110w_if7q89/hst_17436_89_wfc3_ir_f110w_if7q89_drz.fits,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,8.67646755234035e-22,1.06313676870167e-21,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HLA/hst_11570_42_wfc3_ir_f160w/hst_11570_42_wfc3_ir_f160w_drz.fits,2017-08-19,HST,WFC3,F160W,-2.4999999999999e-05,9.4039548065783e-38,9.4039548065783e-38,2.49999999999999e-05
2007af,pantheon_data_folder/2007af/mastDownload/HLA/hst_11570_41_wfc3_ir_f160w/hst_11570_41_wfc3_ir_f160w_drz.fits,2017-08-19,HST,WFC3,F160W,-2.4999999999999e-05,9.4039548065783e-38,9.4039548065783e-38,2.49999999999999e-05
2007af,pantheon_data_folder/2007af/mastDownload/HLA/hst_mos_1013227_wfc3_ir_f160w/hst_mos_1013227_wfc3_ir_f160w_drz.fits,2017-05-10,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1376x13y01_wfc3_ir_f105w_all/hst_skycell-p1376x13y01_wfc3_ir_f105w_all_drz.fits,2024-11-21,HST,WFC3,F105W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_11570_41_wfc3_ir_f160w_ib1f41/hst_11570_41_wfc3_ir_f160w_ib1f41_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.2988460183715e-22,3.19552995410655e-22,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1286x13y18_wfc3_ir_f160w_coarse-all/hst_skycell-p1286x13y18_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1286x13y18_wfc3_ir_f105w_coarse-all/hst_skycell-p1286x13y18_wfc3_ir_f105w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F105W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_15889_06_wfc3_ir_f140w_ie5406/hst_15889_06_wfc3_ir_f140w_ie5406_drz.fits,2024-11-08,HST,WFC3,F140W,-3.5625000794728e-05,2.1689116377024e-22,1.10922782674363e-22,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1376x13y01_wfc3_ir_f125w_all/hst_skycell-p1376x13y01_wfc3_ir_f125w_all_drz.fits,2024-11-21,HST,WFC3,F125W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/ib1f42010/ib1f42010_drz.fits,2025-04-11,HST,WFC3,F160W,6.18621627347198e-06,3.50837770179073e-05,3.50837770179073e-05,-6.1862162734719e-06
2007af,pantheon_data_folder/2007af/mastDownload/HST/ie5406060/ie5406060_drz.fits,2025-04-04,HST,WFC3,F105W,-3.5603299050434e-05,1.24329334823488e-06,1.24329334823488e-06,3.56032990504341e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/ib1f41mrq/ib1f41mrq_drz.fits,2025-04-07,HST,WFC3,F160W,6.18621627339017e-06,3.50837770179217e-05,3.50837770179217e-05,-6.1862162733901e-06
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_15889_06_wfc3_ir_f105w_ie5406/hst_15889_06_wfc3_ir_f105w_ie5406_drz.fits,2024-11-08,HST,WFC3,F105W,-3.5625000794728e-05,-1.3869685804462e-22,-1.6029814274962e-22,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_11570_41_wfc3_ir_total_ib1f41/hst_11570_41_wfc3_ir_total_ib1f41_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-1.2988460183715e-22,3.19552995410655e-22,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/ie5406010/ie5406010_drz.fits,2025-03-31,HST,WFC3,F160W,-3.5603299050182e-05,1.24329335543006e-06,1.24329335543006e-06,3.56032990501829e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1286x13y18_wfc3_ir_f105w_all/hst_skycell-p1286x13y18_wfc3_ir_f105w_all_drz.fits,2024-11-21,HST,WFC3,F105W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_11570_42_wfc3_ir_total_ib1f42/hst_11570_42_wfc3_ir_total_ib1f42_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-3.7771632572034e-22,-1.2167005786256e-22,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1376x13y01_wfc3_ir_f125w_coarse-all/hst_skycell-p1376x13y01_wfc3_ir_f125w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F125W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/ib1f42t6q/ib1f42t6q_drz.fits,2025-03-31,HST,WFC3,F160W,6.18621627339739e-06,3.50837770179204e-05,3.50837770179204e-05,-6.1862162733973e-06
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1376x13y01_wfc3_ir_f140w_coarse-all/hst_skycell-p1376x13y01_wfc3_ir_f140w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F140W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1286x13y18_wfc3_ir_f125w_all/hst_skycell-p1286x13y18_wfc3_ir_f125w_all_drz.fits,2024-11-21,HST,WFC3,F125W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_11570_42_wfc3_ir_f160w_ib1f42/hst_11570_42_wfc3_ir_f160w_ib1f42_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.7771632572034e-22,-1.2167005786256e-22,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1376x13y01_wfc3_ir_f160w_all/hst_skycell-p1376x13y01_wfc3_ir_f160w_all_drz.fits,2024-11-21,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_15889_06_wfc3_ir_f125w_ie5406/hst_15889_06_wfc3_ir_f125w_ie5406_drz.fits,2024-11-08,HST,WFC3,F125W,-3.5625000794728e-05,-1.443756327597e-22,-1.8446027616665e-22,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_15889_06_wfc3_ir_total_ie5406/hst_15889_06_wfc3_ir_total_ie5406_drz.fits,2024-11-08,HST,WFC3,detection,-3.5625000794728e-05,-1.3869685804462e-22,-1.6029814274962e-22,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1376x13y01_wfc3_ir_f140w_all/hst_skycell-p1376x13y01_wfc3_ir_f140w_all_drz.fits,2024-11-21,HST,WFC3,F140W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_15889_06_wfc3_ir_f160w_ie5406/hst_15889_06_wfc3_ir_f160w_ie5406_drz.fits,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,1.39831449147533e-23,-1.7097815248413e-23,3.56250007947285e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1376x13y01_wfc3_ir_f105w_coarse-all/hst_skycell-p1376x13y01_wfc3_ir_f105w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F105W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1376x13y01_wfc3_ir_f160w_coarse-all/hst_skycell-p1376x13y01_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/ib1f41010/ib1f41010_drz.fits,2025-04-03,HST,WFC3,F160W,6.1862162734706e-06,3.50837770179075e-05,3.50837770179075e-05,-6.1862162734706e-06
2007af,pantheon_data_folder/2007af/mastDownload/HST/ie5406040/ie5406040_drz.fits,2025-04-11,HST,WFC3,F140W,-3.560329905035e-05,1.24329335063327e-06,1.24329335063327e-06,3.56032990503504e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1286x13y18_wfc3_ir_f160w_all/hst_skycell-p1286x13y18_wfc3_ir_f160w_all_drz.fits,2024-11-21,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1286x13y18_wfc3_ir_f140w_all/hst_skycell-p1286x13y18_wfc3_ir_f140w_all_drz.fits,2024-11-21,HST,WFC3,F140W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/ie5406070/ie5406070_drz.fits,2025-04-07,HST,WFC3,F125W,-3.5603299050517e-05,1.24329334583649e-06,1.24329334583649e-06,3.56032990505179e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1286x13y18_wfc3_ir_f140w_coarse-all/hst_skycell-p1286x13y18_wfc3_ir_f140w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F140W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,pantheon_data_folder/2007af/mastDownload/HST/hst_skycell-p1286x13y18_wfc3_ir_f125w_coarse-all/hst_skycell-p1286x13y18_wfc3_ir_f125w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F125W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2005al,pantheon_data_folder/2005al/mastDownload/HST/hst_17446_24_wfc3_ir_f110w_if7r24/hst_17446_24_wfc3_ir_f110w_if7r24_drz.fits,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,3.33891859752931e-22,1.85924432022454e-22,3.56250007947286e-05
2005al,pantheon_data_folder/2005al/mastDownload/HST/hst_skycell-p0681x19y09_wfc3_ir_f110w_coarse-all/hst_skycell-p0681x19y09_wfc3_ir_f110w_coarse-all_drz.fits,2024-11-20,HST,WFC3,F110W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2005al,pantheon_data_folder/2005al/mastDownload/HST/if7r24010/if7r24010_drz.fits,2025-04-08,HST,WFC3,F110W,3.37009754828094e-05,1.15492370530298e-05,1.15492370530298e-05,-3.3700975482809e-05
2005al,pantheon_data_folder/2005al/mastDownload/HST/hst_skycell-p0681x19y08_wfc3_ir_f110w_coarse-all/hst_skycell-p0681x19y08_wfc3_ir_f110w_coarse-all_drz.fits,2024-11-19,HST,WFC3,F110W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2005al,pantheon_data_folder/2005al/mastDownload/HST/hst_skycell-p0681x19y09_wfc3_ir_f110w_all/hst_skycell-p0681x19y09_wfc3_ir_f110w_all_drz.fits,2024-11-20,HST,WFC3,F110W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2005al,pantheon_data_folder/2005al/mastDownload/HST/hst_17446_24_wfc3_ir_total_if7r24/hst_17446_24_wfc3_ir_total_if7r24_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,3.33891859752931e-22,1.85924432022454e-22,3.56250007947286e-05
2005al,pantheon_data_folder/2005al/mastDownload/HST/hst_skycell-p0681x19y08_wfc3_ir_f110w_all/hst_skycell-p0681x19y08_wfc3_ir_f110w_all_drz.fits,2024-11-19,HST,WFC3,F110W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e2_NIC_NIC3_F110W/HST_10182_e2_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:21,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e5_NIC_NIC3_F110W/HST_10182_e5_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:35,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e1_NIC_NIC3_F160W/HST_10182_e1_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:11,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e4_NIC_NIC3_F110W/HST_10182_e4_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:33,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e3_NIC_NIC3_F110W/HST_10182_e3_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:39,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e5_NIC_NIC3_F160W/HST_10182_e5_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:44,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e1_NIC_NIC3_F110W/HST_10182_e1_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:21,HST,NICMOS,F110W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e2_NIC_NIC3_F160W/HST_10182_e2_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:32,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e3_NIC_NIC3_F160W/HST_10182_e3_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:14,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e4_NIC_NIC3_F160W/HST_10182_e4_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:13,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05
2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze3030/n90ze3030_mos.fits,2009-09-26T10:17:49,HST,NICMOS,F160W,-5.58877e-05,-7.74174e-06,-7.76187e-06,5.57427e-05
2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze4020/n90ze4020_mos.fits,2009-09-26T11:18:20,HST,NICMOS,F110W,-5.14292e-05,-2.31502e-05,-2.32104e-05,5.12958e-05
2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze1020/n90ze1020_mos.fits,2010-11-23T23:40:40,HST,NICMOS,F110W,-5.10123e-05,2.40504e-05,2.4113e-05,5.08799e-05
