SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
2011iv,2011iv,NGC 1404,54.71396,-35.59222,54.71633,-35.59439,0.006248,0.005943,0.00015,0.00668,0.00085,-219,250,,,,,,,0,1,0
2012fr,2012fr,NGC 1365,53.39996,-36.12714,53.40154,-36.14039,0.005551,0.005229,0.00015,0.00587,0.00085,-191,250,53.196283,-35.47056,0.004928,0.004598,0.00524,-68,1,1,0
2012hr,2012hr,ESO 121- G 026,95.41025,-59.71406,95.41146,-59.73992,0.007566,0.007885,1.80E-05,0.00814,0.00084,-76,250,,,,,,,0,1,0
2012ij,2012ij,CGCG 097-050,175.066,17.45617,175.06704,17.45722,0.010451,0.011577,7.00E-06,0.01171,0.00084,-39,250,,,,,,,0,1,0
2012V,2012V,NGC 6829,296.793,59.91664,296.7815,59.90708,0.010978,0.010456,2.60E-05,0.01147,0.00084,-301,250,,,,,,,0,1,0
2012Z,2012Z,NGC 1309,50.52229,-15.38767,50.52733,-15.40006,0.007185,0.00668,0.00015,0.00719,0.00085,-153,250,,,,,,,0,1,0
2013aa,2013aa,NGC 5643,218.14117,-44.22439,218.16975,-44.17442,0.004113,0.004781,0.00015,0.0033,0.00085,441,250,,,,,,,0,1,0
2013ag,2013ag,WISEA J125135.41+263744.3,192.89592,26.62928,192.89758,26.62892,0.021295,0.022239,3.60E-05,0.02066,0.00085,463,250,,,,,,,0,1,0
2013cg,2013cg,NGC 2891,141.73654,-24.78322,141.73596,-24.78303,0.007745,0.008815,0.00015,0.00853,0.00085,85,250,,,,,,,0,1,0
2013cs,2013cs,ESO 576- G 017,198.81171,-17.96544,198.803927,-17.966603,0.00924,0.010295,2.40E-05,0.00935,0.00084,281,250,,,,,,,0,1,0
2013dh,2013dh,NGC 5936,232.50454,12.98692,232.50346,12.98933,0.013298,0.013781,1.00E-05,0.0136,0.00085,54,250,,,,,,,0,1,0
2013E,2013E,IC 2532,150.023,-34.23369,150.0225,-34.22828,0.009467,0.010526,8.30E-05,0.01027,0.00085,77,250,150.202271,-34.180534,0.009363,0.010423,0.01016,77,1,1,0
2013eh,2013eh,WISEA J161609.54+383244.6,244.03829,38.54806,244.03958,38.54586,0.034947,0.035086,1.00E-05,0.03655,0.00086,-423,250,,,,,,,0,1,0
2013eu,2013eu,UGC 05609,156.09296,78.60653,156.09279,78.60919,0.009266,0.009356,6.00E-05,0.01015,0.00084,-235,250,,,,,,,0,1,0
2013fn,2013fn,IC 1342,315.099,-14.49783,315.106371,-14.495677,0.026975,0.02599,5.30E-05,0.02539,0.00086,176,250,315.603881,-13.966516,0.028239,0.027243,0.02664,-18,1,1,0
2013fy,2013fy,ESO 287- G 040,324.363,-47.03189,324.36742,-47.03583,0.030248,0.029573,0.00015,0.02904,0.00087,156,250,324.343736,-47.118206,0.031669,0.030994,0.03046,71,1,1,0
2013gs,2013gs,UGC 05066,142.78696,46.38483,142.78279,46.38428,0.016812,0.01748,1.50E-05,0.01776,0.00085,-83,250,,,,,,,0,1,0
2013hh,2013hh,UGC 06483,172.26821,17.23597,172.25967,17.23186,0.013128,0.014265,2.60E-05,0.01415,0.00085,34,250,,,,,,,0,1,0
2013hn,2013hn,IC 4329,207.24654,-30.29069,207.27212,-30.29586,0.015067,0.015973,0.000103,0.01547,0.00085,149,250,206.993876,-30.503318,0.01538,0.016288,0.01578,149,1,1,0
2013Q,2013Q,NGC 7753,356.78279,29.48653,356.77012,29.48344,0.017197,0.016052,8.00E-06,0.0165,0.00085,-132,250,356.894745,29.550443,0.017266,0.016122,0.01657,-132,1,1,0
2014at,2014at,NGC 7119,326.56175,-46.52253,326.56458,-46.51806,0.032116,0.031418,0.000127,0.03114,0.00087,80,250,,,,,,,0,1,0
2014bv,2014bv,NGC 4386,186.12908,75.53572,186.11812,75.52892,0.005634,0.00578,0.000137,0.00664,0.00085,-255,250,185.009071,75.357531,0.005324,0.005476,0.00633,-256,1,1,0
2014cd,2014cd,NGC 1578,65.94662,-51.60081,65.94438,-51.59944,0.020608,0.020568,8.70E-05,0.02051,0.00086,18,250,,,,,,,0,1,0
2014dg,2014dg,UGC 02855,57.08242,70.13181,57.08638,70.13289,0.003913,0.003623,9.20E-05,0.00453,0.00084,-271,250,,,,,,,0,1,0
2014dt,2014dt,MESSIER 061,185.48987,4.47181,185.47875,4.47364,0.005228,0.006386,1.70E-05,0.00633,0.00084,16,250,,,,,,,0,1,0
2014eg,2014eg,ESO 154- G 010,41.28862,-55.73803,41.28629,-55.74058,0.018803,0.018511,0.00015,0.01835,0.00086,47,250,,,,,,,0,1,0
2014ek,2014ek,UGC 12850,359.02729,29.37842,359.02567,29.37792,0.023113,0.021968,7.00E-06,0.02274,0.00085,-228,250,,,,,,,0,1,0
2014I,2014I,ESO 487- G 036,85.5825,-25.54442,85.58696,-25.54103,0.030061,0.030282,0.00015,0.02938,0.00087,262,250,,,,,,,0,1,0
2014R,2014R,UGC 05055,142.55125,55.85375,142.54896,55.85242,0.025137,0.025647,8.00E-06,0.02595,0.00086,-89,250,,,,,,,0,1,0
2015bp,2015bp,NGC 5839,226.37529,1.634,226.36454,1.63481,0.004069,0.004706,1.70E-05,0.00419,0.00084,153,250,226.268916,1.766444,0.005393,0.006032,0.00552,34,1,1,0
2015F,2015F,NGC 2442,114.06567,-69.50639,114.09933,-69.53083,0.00489,0.005286,1.80E-05,0.00502,0.00084,81,250,113.568393,-69.403055,0.004758,0.005152,0.00488,81,1,1,0
2008J,2008J,MCG -02-07-033,38.60083,-10.84403,38.60212,-10.84372,0.015954,0.01521,0.00015,0.01551,0.00086,-90,250,,,,,,,0,1,0
2008ha,2008ha,UGC 12682,353.71954,18.2265,353.72292,18.22722,0.004623,0.003414,2.00E-06,0.00448,0.00084,-319,250,,,,,,,0,1,0
2009J,2009J,IC 2160,88.83804,-76.92244,88.869,-76.92025,0.015874,0.016076,0.00015,0.01591,0.00086,50,250,,,,,,,0,1,0
2010ae,2010ae,ESO 162- G 017,108.97771,-57.34358,108.97721,-57.3435,0.003759,0.004229,0.00015,0.00359,0.00085,190,250,,,,,,,0,1,0
2012ht,2012ht,NGC 3447A,163.34479,16.77636,163.34992,16.77244,0.003516,0.004646,2.10E-05,0.00465,0.00084,0,250,,,,,,,0,1,0
2001bg,2001bg,NGC 2608,128.82858,28.46828,128.82221,28.47342,0.007192,0.007963,9.00E-06,0.00855,0.00084,-174,250,,,,,,,0,1,0
2019np,2019np,NGC 3254,157.34158,29.51064,157.33308,29.49183,0.004523,0.005502,5.00E-06,0.00621,0.00084,-210,250,,,,,,,0,1,0
1999bh,1999bh,NGC 3435,163.695687,61.288886,163.7014,61.28987,0.017281,0.017744,8.00E-06,0.01831,0.00085,-165,250,,,,,,,0,1,0
1999dg,1999dg,UGC 09758,227.86837,13.48492,227.867011,13.483608,0.022059,0.022631,0.000143,0.02197,0.00086,194,250,,,,,,,0,1,0
2000cp,2000cp,ABELL 2151:[MGT95] 103,241.36508,17.83022,241.364798,17.830359,0.033946,0.034239,0.000282,0.03293,0.00091,379,250,,,,,,,0,1,0
2000cu,2000cu,ESO 525- G 004,291.08729,-25.98456,291.083338,-25.984945,0.019567,0.019019,0.00015,0.01866,0.00086,106,250,,,,,,,0,1,0
2000cw,2000cw,CGCG 498-012,356.85458,28.38772,356.85179,28.39353,0.030131,0.028962,9.00E-06,0.02949,0.00086,-154,250,,,,,,,0,1,0
2000dg,2000dg,CGCG 408-029,1.55754,8.88819,1.559376,8.887724,0.03849,0.037246,1.90E-05,0.03697,0.00086,80,250,,,,,,,0,1,0
2000dm,2000dm,UGC 11198,274.74571,16.24817,274.746553,16.24953,0.015107,0.014717,9.00E-06,0.01484,0.00085,-35,250,,,,,,,0,1,0
2000dn,2000dn,IC 1468,346.27442,-3.20028,346.281511,-3.20443,0.032066,0.030814,0.000217,0.03148,0.00089,-193,250,,,,,,,0,1,0
2000dr,2000dr,IC 1610,15.4335,-15.56919,15.427368,-15.567724,0.018673,0.01765,0.00015,0.0179,0.00086,-73,250,,,,,,,0,1,0
2001bp,2001bp,WISEA J160208.91+364313.9,240.53854,36.71889,240.537146,36.720499,0.094829,0.09505,9.00E-06,0.09519,0.00091,-38,250,,,,,,,0,1,0
2001br,2001br,UGC 11260,277.60646,34.10361,277.605951,34.102882,0.020901,0.020465,0.000203,0.0209,0.00088,-128,250,,,,,,,0,1,0
2001cj,2001cj,UGC 08399,200.43687,31.24683,200.43938,31.23724,0.024088,0.024912,1.70E-05,0.02494,0.00085,-9,250,,,,,,,0,1,0
2001ck,2001ck,UGC 09425 NED01,219.45867,30.48394,219.46026,30.48322,0.034837,0.035436,0.000357,0.03616,0.00094,-210,250,,,,,,,0,1,0
2001dl,2001dl,UGC 11725,320.25721,9.18067,320.257446,9.17755,0.020948,0.01983,7.00E-06,0.02049,0.00085,-195,250,,,,,,,0,1,0
2001E,2001E,NGC 3905,177.27083,-9.73636,177.27046,-9.72983,0.01909,0.02033,0.00015,0.02019,0.00086,40,250,,,,,,,0,1,0
2001ex,2001ex,UGC 03595,103.99954,55.40083,104.001871,55.400764,0.026378,0.026566,8.70E-05,0.02731,0.00086,-216,250,,,,,,,0,1,0
2002aw,2002aw,2MFGC 13321,249.37108,40.88064,249.37194,40.88011,0.026385,0.026424,1.10E-05,0.02493,0.00085,437,250,,,,,,,0,1,0
2002cf,2002cf,NGC 4786,193.63042,-6.85689,193.63508,-6.85942,0.015098,0.016228,4.80E-05,0.01594,0.00085,86,250,,,,,,,0,1,0
2002cs,2002cs,NGC 6702,281.74983,45.70547,281.73992,45.70567,0.015838,0.015377,3.00E-05,0.0159,0.00085,-155,250,,,,,,,0,1,0
2002cu,2002cu,NGC 6575,272.71,31.10897,272.73954,31.11619,0.022528,0.022173,4.40E-05,0.02236,0.00085,-56,250,,,,,,,0,1,0
2002dl,2002dl,UGC 11994,335.22483,33.29269,335.22133,33.29533,0.016268,0.01517,7.00E-06,0.01532,0.00085,-45,250,,,,,,,0,1,0
2002eb,2002eb,CGCG 473-011,334.77183,24.59439,334.77625,24.5982,0.027509,0.026331,0.000297,0.0273,0.00091,-284,250,,,,,,,0,1,0
2002ef,2002ef,NGC 7761,357.87308,-13.37956,357.87039,-13.38159,0.023406,0.022242,0.00015,0.02273,0.00087,-142,250,,,,,,,0,1,0
2002el,2002el,NGC 6986,314.12538,-18.55953,314.12775,-18.56654,0.028727,0.027783,0.00015,0.02849,0.00087,-207,250,,,,,,,0,1,0
2002jg,2002jg,NGC 7253B,334.87,29.38458,334.87608,29.38802,0.01501,0.01388,7.00E-06,0.01415,0.00085,-80,250,,,,,,,0,1,0
2003gn,2003gn,CGCG 452-024,338.46533,20.80236,338.46033,20.80531,0.034384,0.033161,1.70E-05,0.03375,0.00086,-171,250,,,,,,,0,1,0
2003gq,2003gq,NGC 7407,343.33617,32.13267,343.33807,32.1294,0.021435,0.020298,1.70E-05,0.02079,0.00085,-144,250,,,,,,,0,1,0
2003gs,2003gs,NGC 0936,36.90983,-1.15983,36.905833,-1.155833,0.004783,0.003981,1.40E-05,0.00452,0.00084,-161,250,,,,,,,0,1,0
2003gt,2003gt,NGC 6930,308.24633,9.87203,308.244863,9.874609,0.015191,0.014221,1.70E-05,0.01462,0.00085,-117,250,,,,,,,0,1,0
2003he,2003he,MCG -01-01-010,359.73771,-2.24808,359.73846,-2.24958,0.025264,0.024043,0.00015,0.02491,0.00087,-253,250,,,,,,,0,1,0
2003hv,2003hv,NGC 1201,46.03883,-26.08542,46.03325,-26.06964,0.0055,0.004984,0.00015,0.00557,0.00085,-174,250,,,,,,,0,1,0
2003Y,2003Y,IC 0522,133.64417,57.17217,133.64547,57.16671,0.016892,0.017322,1.20E-05,0.01775,0.00085,-125,250,,,,,,,0,1,0
2004at,2004at,ARK 271,164.68825,59.48667,164.69537,59.4868,0.022366,0.022869,1.00E-05,0.02321,0.00085,-99,250,,,,,,,0,1,0
2004bd,2004bd,NGC 3786,174.92575,31.90883,174.92714,31.909432,0.009123,0.010084,1.70E-05,0.01063,0.00084,-161,250,,,,,,,0,1,0
2004bk,2004bk,NGC 5246,204.36967,4.10314,204.372383,4.104493,0.023058,0.024051,1.10E-05,0.02352,0.00085,156,250,,,,,,,0,1,0
2004br,2004br,NGC 4493,187.7825,0.61322,187.78488,0.61369,0.023083,0.024259,9.00E-06,0.02464,0.00085,-110,250,,,,,,,0,1,0
2004bv,2004bv,NGC 6907,306.27642,-24.81492,306.27762,-24.80917,0.010691,0.009914,0.00015,0.01022,0.00086,-91,250,,,,,,,0,1,0
2004bw,2004bw,CGCG 020-052,225.94479,-3.30456,225.93875,-3.30258,0.021401,0.022069,0.00015,0.02116,0.00086,267,250,,,,,,,0,1,0
2004E,2004E,KUG 1314+318B,199.21417,31.58661,199.21317,31.58122,0.029834,0.03067,6.70E-05,0.03155,0.00086,-257,250,,,,,,,0,1,0
2004fz,2004fz,NGC 0783,30.27671,31.87894,30.27754,31.88247,0.01732,0.016459,1.50E-05,0.01743,0.00085,-287,250,,,,,,,0,1,0
2004S,2004S,ESO 427- G 006,101.43125,-31.23125,101.44414,-31.230698,0.009298,0.0098,2.00E-05,0.01042,0.00084,-184,250,,,,,,,0,1,0
2005bc,2005bc,NGC 5698,219.31271,38.45642,219.31123,38.45427,0.012106,0.012616,9.00E-06,0.01292,0.00084,-91,250,,,,,,,0,1,0
2005cc,2005cc,NGC 5383,209.27021,41.84494,209.27072,41.84626,0.00726,0.007848,5.00E-05,0.00844,0.00084,-175,250,,,,,,,0,1,0
2005de,2005de,UGC 11097,270.59733,26.05214,270.60295,26.04289,0.01526,0.014946,6.00E-05,0.01519,0.00085,-72,250,,,,,,,0,1,0
2005dm,2005dm,IC 0219,34.66354,-6.903,34.66179,-6.90333,0.01684,0.016013,0.00013,0.01628,0.00086,-79,250,,,,,,,0,1,0
2008cl,2008cl,UGC 10261,242.76812,52.45222,242.76697,52.45033,0.06333,0.063409,1.30E-05,0.06355,0.00089,-40,250,,,,,,,0,1,0
2008ei,2008ei,UGC 11977,334.38854,33.25592,334.38929,33.25611,0.037659,0.036541,0.000497,0.03702,0.001,-139,250,,,,,,,0,1,0
SNF20071021-000,,2MASX J00150006+1619596,3.749292,16.335,3.750292,16.333242,0.0276,0.026396,0.00015,0.02714,0.00087,-216,250,,,,,,,0,1,0
SNF20080514-002,,UGC 08472,202.30342,11.27239,202.30684,11.27582,0.021938,0.02292,1.10E-05,0.02219,0.00085,213,250,,,,,,,0,1,0
SNF20080909-030,,GALEXASC J220149.54+130320.0,330.454458,13.055306,330.456,13.055194,0.03134,0.030132,5.00E-05,0.0311,0.00086,-282,250,,,,,,,0,1,0
2017gup,2017gup,WISEA J032934.19+105825.5,52.39271,10.97311,52.39249,10.97377,0.02316,0.022603,9.00E-05,0.02275,0.00086,-43,250,,,,,,,0,1,0
2017hoq,2017hoq,WISEA J051920.10-173647.6,79.83454,-17.61159,79.833782,-17.612951,0.02341,0.023498,9.00E-05,0.02303,0.00086,137,250,,,,,,,0,1,0
2018enc,2018enc,WISEA J151928.86-095256.6,229.86929,-9.88056,229.87028,-9.8824,0.02389,0.024495,9.00E-05,0.02354,0.00086,281,250,,,,,,,0,1,0
2018fop,2018fop,WISEA J011517.81-065130.5,18.82546,-6.85904,18.82483,-6.85854,0.02121,0.020165,9.00E-05,0.02151,0.00086,-396,250,,,,,,,0,1,0
2018jjd,2018jjd,GALEXASC J042420.17-315913.5,66.083542,-31.987439,66.08377,-31.9866,0.0256,0.025465,9.00E-05,0.02521,0.00086,75,250,,,,,,,0,1,0
ASASSN-16bn,2016adn,WISEA J031031.63+041618.0,47.64375,4.26967,47.63174,4.27161,0.023166,0.022527,7.70E-05,0.02241,0.00086,36,250,,,,,,,0,1,0
ASASSN-16es,2016cbx,SDSS J115054.45+021828.1,177.72738,2.30688,177.726232,2.307243,0.0285,0.029734,9.00E-05,0.03047,0.00086,-215,250,,,,,,,0,1,0
ASASSN-16hh,2016daj,MCG +03-06-031,31.15587,21.58606,31.151964,21.592157,0.03026,0.02935,9.00E-05,0.02979,0.00086,-127,250,,,,,,,0,1,0
ASASSN-16lc,2016gtr,WISEA J192901.71-515812.6,292.25213,-51.97104,292.25615,-51.97043,0.02033,0.020015,9.00E-05,0.02096,0.00086,-278,250,,,,,,,0,1,0
ASASSN-18da,2018vw,WISEA J032916.56-235839.3,52.31937,-23.97864,52.319033,-23.977722,0.022,0.02157,9.00E-05,0.0217,0.00086,-39,250,,,,,,,0,1,0
ASASSN-18iu,2018aye,WISEA J175740.54+500200.6,269.41747,50.03859,269.418903,50.033576,0.0223,0.022021,9.00E-05,0.02207,0.00086,-16,250,,,,,,,0,1,0
2019ein,2019ein,NGC 5353,208.37129,40.27537,208.36122,40.28303,0.007755,0.008373,1.00E-05,0.00883,0.00084,-135,250,,,,,,,0,1,0
2021pit,2021pit,NGC 1448,56.125875,-44.632569,56.133,-44.64483,0.003876,0.003659,1.30E-05,0.00384,0.00084,-55,250,,,,,,,0,1,0
2021hpr,2021hpr,NGC 3147,154.160917,73.4005,154.22354,73.40075,0.00938,0.009578,1.90E-05,0.01044,0.00084,-256,250,,,,,,,0,1,0
2015bo,2015bo,NGC 5490,212.47967,17.53208,212.48871,17.54556,0.016137,0.016935,4.80E-05,0.01624,0.00085,205,250,,,,,,,0,1,0
1032,2005ez,WISEA J030711.02+010711.8,46.795696,1.119552,46.795914,1.119978,0.129755,0.129039,3.40E-05,0.12921,0.00094,-46,250,,,,,,,0,1,0
2030,2005fl,WISEA J204722.04-011511.7,311.841583,-1.253282,311.842072,-1.253302,0.2336,0.232383,0.0005,0.23245,0.00114,-16,250,,,,,,,0,1,0
2031,2005fm,SDSS J204810.43-011016.8,312.04319,-1.171422,312.043488,-1.171349,0.153,0.151859,0.0005,0.15195,0.00108,-23,250,,,,,,,0,1,0
2102,2005fn,SDSS J204853.04+001129.8,312.220947,0.191135,312.221008,0.191625,0.0951,0.09401,0.0005,0.09414,0.00104,-37,250,,,,,,,0,1,0
2246,2005fy,WISEA J032021.70-005305.7,50.09042,-0.885593,50.090488,-0.884806,0.1949,0.194222,0.0005,0.19434,0.00111,-29,250,,,,,,,0,1,0
2561,2005fv,WISEA J030522.63+005135.2,46.343418,0.858359,46.344315,0.859733,0.118129,0.117412,2.10E-05,0.1176,0.00093,-50,250,,,,,,,0,1,0
2635,2005fw,WISEA J033048.95-011415.2,52.704308,-1.238076,52.704029,-1.237617,0.1437,0.14311,0.0005,0.14325,0.00108,-36,250,,,,,,,0,1,0
2916,2005fz,WISEA J210341.29+003410.0,315.921719,0.569566,315.922272,0.569533,0.1242,0.12303,0.0005,0.12316,0.00106,-34,250,,,,,,,0,1,0
2992,2005gp,WISEA J034159.34-004658.2,55.49704,-0.782655,55.49728,-0.782922,0.126604,0.126083,1.70E-05,0.12623,0.00094,-38,250,,,,,,,0,1,0
3377,2005gr,SDSS J033637.48+010443.7,54.156151,1.079169,54.156178,1.07883,0.2451,0.244485,0.0005,0.24459,0.00115,-25,250,,,,,,,0,1,0
5183,2005gq,SDSS J033348.86+004233.4,53.454021,0.709351,53.453655,0.709379,0.3898,0.389096,0.0005,0.38917,0.00126,-17,250,,,,,,,0,1,0
5350,2005hp,WISEA J202852.64-004647.5,307.219166,-0.779229,307.21936,-0.77983,0.1754,0.17431,0.0005,0.17438,0.0011,-18,250,,,,,,,0,1,0
5391,2005hs,SDSS J032922.15-010542.8,52.341984,-1.094704,52.342346,-1.095253,0.3009,0.300219,0.0005,0.3003,0.00119,-20,250,,,,,,,0,1,0
5395,2005hr,SDSS J031833.79+000723.9,49.640949,0.123341,49.640862,0.123345,0.117,0.116354,0.0005,0.11653,0.00106,-47,250,,,,,,,0,1,0
5533,2005hu,SDSS J215440.78+002446.9,328.669954,0.41343,328.669983,0.412789,0.220282,0.21887,1.80E-05,0.21898,0.00102,-27,250,,,,,,,0,1,0
5994,2005ht,,312.602551,-0.167889,,,0.1892,0.188012,0.005,0.18809,0.0051,-21,250,,,,,,,0,0,1
6057,2005if,WISEA J033012.86-005827.9,52.553604,-0.974586,52.553692,-0.974474,0.067072,0.066517,9.00E-06,0.06654,0.00089,-6,250,,,,,,,0,1,0
6137,2005iv,SDSS J203144.52+001441.8,307.936123,0.244757,307.935573,0.244977,0.3001,0.298878,0.0005,0.29893,0.00119,-13,250,,,,,,,0,1,0
6315,2005ix,SDSS J204155.81+010530.8,310.482822,1.091998,310.482605,1.091877,0.267,0.265764,0.0005,0.26583,0.00117,-16,250,,,,,,,0,1,0
6406,2005ij,WISEA J030421.26-010347.1,46.088615,-1.06296,46.088573,-1.063104,0.124488,0.123767,1.30E-05,0.12393,0.00094,-44,250,,,,,,,0,1,0
6649,2005jd,,34.27586,0.534831,,,0.3162,0.315088,0.005,0.3152,0.00512,-25,250,,,,,,,0,0,1
6773,2005iu,WISEA J202015.62+001302.5,305.06501,0.217341,305.065155,0.217361,0.0903,0.08932,0.0005,0.08943,0.00104,-30,250,,,,,,,0,1,0
6777,2005iy,,321.216438,0.385616,,,0.4043,0.402762,0.0005,0.40283,0.00127,-14,250,,,,,,,0,0,0
6924,2005ja,,358.969331,0.876966,,,0.3302,0.3286,0.005,0.32871,0.00512,-26,250,,,,,,,0,0,1
6933,2005jc,,11.351705,1.075577,,,0.2152,0.213833,0.005,0.21399,0.0051,-38,250,,,,,,,0,0,1
6936,2005jl,WISEA J213256.12-004159.5,323.23381,-0.699781,323.233887,-0.700057,0.180212,0.178901,2.70E-05,0.17901,0.00098,-27,250,,,,,,,0,1,0
7017,,SDSS J020527.67-002953.6,31.365337,-0.497911,31.365355,-0.498297,0.269,0.267876,0.0005,0.26799,0.00117,-28,250,,,,,,,0,1,0
7475,2005jn,,4.753476,-0.281488,,,0.3242,0.322651,0.005,0.32276,0.00512,-25,250,,,,,,,0,0,1
7512,2005jo,SDSS J032821.60-001936.4,52.090313,-0.326094,52.09,-0.326806,0.2212,0.220552,0.005,0.22066,0.0051,-26,250,,,,,,,0,1,1
7779,2005jw,WISEA J204019.14-000023.0,310.080215,-0.007178,310.079803,-0.006351,0.3812,0.379863,0.0005,0.37991,0.00125,-11,250,,,,,,,0,1,0
8719,2005kp,SDSS J003053.26-004307.0,7.721481,-0.718848,7.72192,-0.718631,0.117566,0.116282,7.00E-06,0.1165,0.00093,-58,250,,,,,,,0,1,0
12779,2006fd,2MASX J20375343+0113100,309.471874,1.221122,309.472656,1.219433,0.079948,0.078908,2.90E-05,0.07906,0.0009,-41,250,,,,,,,0,1,0
12855,2006fk,WISEA J220101.25+004257.8,330.255531,0.716239,330.255169,0.715879,0.1707,0.169332,0.0005,0.16947,0.0011,-34,250,,,,,,,0,1,0
12883,2006fr,WISEA J205030.24+002354.6,312.625893,0.398666,312.625885,0.398518,0.3065,0.305192,0.0005,0.30526,0.0012,-15,250,,,,,,,0,1,0
12928,2006ew,WISEA J202002.10-005828.7,305.009029,-0.975694,305.008698,-0.974649,0.1397,0.13868,0.0005,0.13875,0.00107,-20,250,,,,,,,0,1,0
12930,2006ex,WISEA J203843.85-002834.6,309.682777,-0.474529,309.682678,-0.476396,0.147168,0.146065,1.50E-05,0.14615,0.00096,-23,250,,,,,,,0,1,0
12977,2006gh,SDSS J005446.95-001503.6,13.695609,-0.250863,13.695654,-0.251007,0.247804,0.246431,1.50E-05,0.24656,0.00104,-32,250,,,,,,,0,1,0
13038,2006gn,,347.826783,0.504606,,,0.1062,0.104845,0.005,0.10507,0.00509,-60,250,,,,,,,0,0,1
13411,,SDSS J210045.52+001130.3,315.189953,0.191662,315.189728,0.191726,0.163,0.161801,0.0005,0.1619,0.00109,-26,250,,,,,,,0,1,0
13518,2006mn,,16.951632,-0.109842,,,0.3012,0.29981,0.01,0.29993,0.01006,-27,250,,,,,,,0,0,1
13830,2006hm,SDSS J232614.65-002254.4,351.561718,-0.382281,351.561096,-0.381832,0.33147,0.329846,3.70E-05,0.32995,0.00111,-24,250,,,,,,,0,1,0
14108,2006hu,SDSS J033422.73-010722.8,53.594646,-1.12321,53.594707,-1.123026,0.1352,0.134633,0.005,0.13477,0.00509,-37,250,,,,,,,0,1,1
14157,2006kj,WISEA J032432.87+010121.5,51.136692,1.022365,51.136978,1.022628,0.2115,0.210831,0.0005,0.21095,0.00113,-29,250,,,,,,,0,1,0
14261,2006jk,SDSS J215257.69+001513.2,328.240402,0.253794,328.240387,0.25368,0.285847,0.284364,2.20E-05,0.28445,0.00107,-21,250,,,,,,,0,1,0
14284,2006ib,SDSS J031611.84-003603.5,49.049294,-0.600944,49.049347,-0.600983,0.181066,0.180372,4.80E-05,0.1805,0.00099,-32,250,,,,,,,0,1,0
14298,2006jj,SDSS J205934.81+011323.7,314.89505,1.223257,314.895125,1.223278,0.2701,0.268792,0.0005,0.26887,0.00117,-18,250,,,,,,,0,1,0
14451,2006ji,WISEA J203246.81+005535.9,308.194954,0.927069,308.194885,0.926974,0.1784,0.177286,0.0005,0.17737,0.0011,-21,250,,,,,,,0,1,0
14782,2006jp,SDSS J205656.18-001645.0,314.234249,-0.279044,314.2341,-0.279172,0.1604,0.159218,0.0005,0.15931,0.00109,-25,250,,,,,,,0,1,0
14871,2006jq,SDSS J033706.46+000033.3,54.2771,0.00936,54.276947,0.009258,0.1276,0.127049,0.0005,0.1272,0.00106,-40,250,,,,,,,0,1,0
14979,2006jr,SDSS J033947.17+005931.5,54.946434,0.992816,54.946545,0.992111,0.1771,0.176537,0.0005,0.17666,0.0011,-32,250,,,,,,,0,1,0
14984,2006js,WISEA J205520.05-000536.2,313.833565,-0.09279,313.833496,-0.093473,0.1967,0.195486,0.0005,0.19557,0.00112,-21,250,,,,,,,0,1,0
15170,2006jx,,58.058578,0.292069,,,0.3955,0.394921,0.0005,0.39499,0.00127,-15,250,,,,,,,0,0,0
15171,2006kb,SDSS J201910.14-010351.5,304.792538,-1.064489,304.792267,-1.064313,0.1392,0.138184,0.0005,0.13826,0.00107,-19,250,,,,,,,0,1,0
15213,2006lk,WISEA J033204.62-000600.7,53.019138,-0.100142,53.01923,-0.100246,0.3112,0.310527,0.0005,0.31061,0.0012,-20,250,,,,,,,0,1,0
15425,2006kx,WISEA J034214.67+002842.0,55.561081,0.478286,55.561077,0.478356,0.159892,0.159353,3.50E-05,0.15948,0.00097,-34,250,,,,,,,0,1,0
15443,2006lb,WISEA J031928.18-001904.1,49.867435,-0.31803,49.867439,-0.31801,0.181908,0.181231,1.50E-05,0.18136,0.00099,-32,250,,,,,,,0,1,0
15648,2006ni,WISEA J205452.50-001144.8,313.718384,-0.194823,313.718811,-0.195819,0.175017,0.173827,4.10E-05,0.17392,0.00098,-23,250,,,,,,,0,1,0
15674,2006nu,,340.829157,0.262909,,,0.197,0.195545,0.0005,0.19568,0.00112,-34,250,,,,,,,0,0,0
15901,2006od,WISEA J020754.39-003207.3,31.976303,-0.535389,31.976305,-0.535346,0.20474,0.203684,0.000178,0.20382,0.00102,-35,250,,,,,,,0,1,0
16032,2006nk,,44.069218,-0.410771,,,0.204,0.203183,0.0005,0.20331,0.00112,-31,250,,,,,,,0,0,0
16108,2006og,,303.017765,0.570609,,,0.1882,0.187166,0.0005,0.18723,0.00111,-16,250,,,,,,,0,0,0
16165,2006nw,,30.733135,-0.533872,,,0.1751,0.174048,0.0005,0.1742,0.0011,-40,250,,,,,,,0,0,0
16287,2006np,WISEA J030639.57+000343.1,46.664509,0.064026,46.664898,0.061984,0.107356,0.106655,1.30E-05,0.10685,0.00092,-52,250,,,,,,,0,1,0
16357,2006pi,,330.819176,-0.606841,,,0.3738,0.372195,0.0005,0.37227,0.00125,-17,250,,,,,,,0,0,0
