index,filename,On_Image,SNID,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad,ultra_extended
1666,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_54_wfc3_ir_f140w/hst_12498_54_wfc3_ir_f140w_drz.fits,True,Aphrodite,hst_12498_54_wfc3_ir_f140w_drz,2017-08-21,HST,WFC3,F140W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1667,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_22_wfc3_ir_f105w/hst_12498_22_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_22_wfc3_ir_f105w_drz,2017-10-19,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1668,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12061_7j_wfc3_ir_f125w/hst_12061_7j_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_12061_7j_wfc3_ir_f125w_drz,2017-08-28,HST,WFC3,F125W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1669,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_61_wfc3_ir_f140w/hst_12498_61_wfc3_ir_f140w_drz.fits,True,Aphrodite,hst_12498_61_wfc3_ir_f140w_drz,2017-09-11,HST,WFC3,F140W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1670,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_08_wfc3_ir_f105w/hst_11563_08_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_11563_08_wfc3_ir_f105w_drz,2017-09-10,HST,WFC3,F105W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1671,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12061_gu_wfc3_ir_f125w/hst_12061_gu_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_12061_gu_wfc3_ir_f125w_drz,2017-08-26,HST,WFC3,F125W,-2.5e-05,-4.7e-38,-4.7e-38,2.5e-05,,i/na,
1672,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_2b_wfc3_ir_f160w/hst_11563_2b_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_2b_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1673,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12062_em_wfc3_ir_f160w/hst_12062_em_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12062_em_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.5e-05,-6.09e-35,3.7600000000000004e-37,2.5e-05,,i/na,
1674,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12099_p7_wfc3_ir_f160w/hst_12099_p7_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12099_p7_wfc3_ir_f160w_drz,2017-08-12,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1675,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_10_wfc3_ir_f160w/hst_12498_10_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12498_10_wfc3_ir_f160w_drz,2017-08-12,HST,WFC3,F160W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1676,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_3g_wfc3_ir_f160w/hst_11563_3g_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_3g_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1677,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_07_wfc3_ir_f105w/hst_11563_07_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_11563_07_wfc3_ir_f105w_drz,2017-08-25,HST,WFC3,F105W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1678,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12061_7j_wfc3_ir_f160w/hst_12061_7j_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12061_7j_wfc3_ir_f160w_drz,2017-08-28,HST,WFC3,F160W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1679,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_14_wfc3_ir_f125w/hst_11563_14_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_11563_14_wfc3_ir_f125w_drz,2017-08-13,HST,WFC3,F125W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1682,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_09_wfc3_ir_f105w/hst_11563_09_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_11563_09_wfc3_ir_f105w_drz,2017-08-13,HST,WFC3,F105W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1683,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_1f_wfc3_ir_f160w/hst_11563_1f_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_1f_wfc3_ir_f160w_drz,2017-08-16,HST,WFC3,F160W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1685,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12062_8x_wfc3_ir_f160w/hst_12062_8x_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12062_8x_wfc3_ir_f160w_drz,2017-08-25,HST,WFC3,F160W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1686,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_24_wfc3_ir_f160w/hst_11563_24_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_24_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1687,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12099_p5_wfc3_ir_f125w/hst_12099_p5_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_12099_p5_wfc3_ir_f125w_drz,2017-09-09,HST,WFC3,F125W,-2.5e-05,6.09e-35,-3.7600000000000004e-37,2.5e-05,,i/na,
1688,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_63_wfc3_ir_f140w/hst_12498_63_wfc3_ir_f140w_drz.fits,True,Aphrodite,hst_12498_63_wfc3_ir_f140w_drz,2017-08-14,HST,WFC3,F140W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1689,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_1c_wfc3_ir_f125w/hst_11563_1c_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_11563_1c_wfc3_ir_f125w_drz,2017-09-13,HST,WFC3,F125W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1691,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_36_wfc3_ir_f105w/hst_12498_36_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_36_wfc3_ir_f105w_drz,2017-09-09,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1693,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12062_8x_wfc3_ir_f125w/hst_12062_8x_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_12062_8x_wfc3_ir_f125w_drz,2017-08-25,HST,WFC3,F125W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1694,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12099_p5_wfc3_ir_f160w/hst_12099_p5_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12099_p5_wfc3_ir_f160w_drz,2017-09-09,HST,WFC3,F160W,-2.5e-05,6.09e-35,-3.7600000000000004e-37,2.5e-05,,i/na,
1695,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12062_8l_wfc3_ir_f160w/hst_12062_8l_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12062_8l_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1696,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_15_wfc3_ir_f105w/hst_11563_15_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_11563_15_wfc3_ir_f105w_drz,2017-09-11,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1697,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_2c_wfc3_ir_f160w/hst_11563_2c_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_2c_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1698,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_2f_wfc3_ir_f160w/hst_11563_2f_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_2f_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1699,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_19_wfc3_ir_f125w/hst_11563_19_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_11563_19_wfc3_ir_f125w_drz,2017-08-15,HST,WFC3,F125W,-2.5e-05,-3.7600000000000004e-37,-3.7600000000000004e-37,2.5e-05,,i/na,
1700,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_03_wfc3_ir_f105w/hst_11563_03_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_11563_03_wfc3_ir_f105w_drz,2017-08-22,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1701,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12062_em_wfc3_ir_f125w/hst_12062_em_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_12062_em_wfc3_ir_f125w_drz,2017-08-18,HST,WFC3,F125W,-2.5e-05,-6.09e-35,3.7600000000000004e-37,2.5e-05,,i/na,
1702,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12062_ej_wfc3_ir_f125w/hst_12062_ej_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_12062_ej_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1705,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_26_wfc3_ir_f105w/hst_12498_26_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_26_wfc3_ir_f105w_drz,2017-09-09,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1706,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_04_wfc3_ir_f105w/hst_11563_04_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_11563_04_wfc3_ir_f105w_drz,2017-08-25,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1707,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_2e_wfc3_ir_f160w/hst_11563_2e_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_2e_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1708,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_0a_wfc3_ir_f105w/hst_11563_0a_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_11563_0a_wfc3_ir_f105w_drz,2017-08-18,HST,WFC3,F105W,-2.5e-05,3.7600000000000004e-37,3.7600000000000004e-37,2.5e-05,,i/na,
1709,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_0f_wfc3_ir_f125w/hst_11563_0f_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_11563_0f_wfc3_ir_f125w_drz,2017-08-15,HST,WFC3,F125W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1710,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_45_wfc3_ir_f105w/hst_12498_45_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_45_wfc3_ir_f105w_drz,2017-08-17,HST,WFC3,F105W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1711,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_16_wfc3_ir_f105w/hst_12498_16_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_16_wfc3_ir_f105w_drz,2017-08-28,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1713,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12061_cm_wfc3_ir_f160w/hst_12061_cm_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12061_cm_wfc3_ir_f160w_drz,2017-08-25,HST,WFC3,F160W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1714,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_32_wfc3_ir_f105w/hst_12498_32_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_32_wfc3_ir_f105w_drz,2017-10-19,HST,WFC3,F105W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1715,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_33_wfc3_ir_f105w/hst_12498_33_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_33_wfc3_ir_f105w_drz,2017-08-13,HST,WFC3,F105W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1716,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_17_wfc3_ir_f105w/hst_12498_17_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_17_wfc3_ir_f105w_drz,2017-08-19,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1717,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_21_wfc3_ir_f160w/hst_11563_21_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_21_wfc3_ir_f160w_drz,2017-08-21,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1718,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_13_wfc3_ir_f125w/hst_11563_13_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_11563_13_wfc3_ir_f125w_drz,2017-08-11,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1719,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_51_wfc3_ir_f140w/hst_12498_51_wfc3_ir_f140w_drz.fits,True,Aphrodite,hst_12498_51_wfc3_ir_f140w_drz,2017-08-14,HST,WFC3,F140W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1720,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_60_wfc3_ir_f140w/hst_12498_60_wfc3_ir_f140w_drz.fits,True,Aphrodite,hst_12498_60_wfc3_ir_f140w_drz,2017-09-02,HST,WFC3,F140W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1721,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_44_wfc3_ir_f105w/hst_12498_44_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_44_wfc3_ir_f105w_drz,2017-10-23,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1722,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_29_wfc3_ir_f160w/hst_11563_29_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_29_wfc3_ir_f160w_drz,2017-08-26,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1723,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_34_wfc3_ir_f105w/hst_12498_34_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_34_wfc3_ir_f105w_drz,2017-09-10,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1724,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_27_wfc3_ir_f105w/hst_12498_27_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_27_wfc3_ir_f105w_drz,2017-08-20,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1725,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_01_wfc3_ir_f160w/hst_12498_01_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12498_01_wfc3_ir_f160w_drz,2017-08-14,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1726,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_39_wfc3_ir_f105w/hst_12498_39_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_39_wfc3_ir_f105w_drz,2017-08-12,HST,WFC3,F105W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1727,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_42_wfc3_ir_f105w/hst_12498_42_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_42_wfc3_ir_f105w_drz,2017-09-11,HST,WFC3,F105W,-2.5e-05,-3.7600000000000004e-37,-3.7600000000000004e-37,2.5e-05,,i/na,
1729,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_43_wfc3_ir_f160w/hst_11563_43_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_43_wfc3_ir_f160w_drz,2017-08-12,HST,WFC3,F160W,-2.5e-05,3.7600000000000004e-37,3.7600000000000004e-37,2.5e-05,,i/na,
1730,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_33_wfc3_ir_f160w/hst_11563_33_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_33_wfc3_ir_f160w_drz,2017-08-27,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1731,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_4j_wfc3_ir_f160w/hst_11563_4j_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_4j_wfc3_ir_f160w_drz,2017-08-27,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1732,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_1b_wfc3_ir_f125w/hst_11563_1b_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_11563_1b_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1733,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12062_ej_wfc3_ir_f160w/hst_12062_ej_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12062_ej_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1734,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_1e_wfc3_ir_f160w/hst_11563_1e_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_1e_wfc3_ir_f160w_drz,2017-08-17,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1735,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_0b_wfc3_ir_f105w/hst_11563_0b_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_11563_0b_wfc3_ir_f105w_drz,2017-09-09,HST,WFC3,F105W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1737,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_40_wfc3_ir_f105w/hst_12498_40_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_40_wfc3_ir_f105w_drz,2017-10-19,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1738,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_41_wfc3_ir_f105w/hst_12498_41_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_41_wfc3_ir_f105w_drz,2017-10-23,HST,WFC3,F105W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1739,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_11_wfc3_ir_f160w/hst_12498_11_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12498_11_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1740,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_58_wfc3_ir_f140w/hst_12498_58_wfc3_ir_f140w_drz.fits,True,Aphrodite,hst_12498_58_wfc3_ir_f140w_drz,2017-08-24,HST,WFC3,F140W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1741,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_26_wfc3_ir_f160w/hst_11563_26_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_26_wfc3_ir_f160w_drz,2017-08-27,HST,WFC3,F160W,-2.5e-05,1.8800000000000002e-37,1.8800000000000002e-37,2.5e-05,,i/na,
1742,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12062_e3_wfc3_ir_f125w/hst_12062_e3_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_12062_e3_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1743,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_2d_wfc3_ir_f160w/hst_11563_2d_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_2d_wfc3_ir_f160w_drz,2017-08-29,HST,WFC3,F160W,-2.5e-05,-6.09e-35,3.7600000000000004e-37,2.5e-05,,i/na,
1744,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_37_wfc3_ir_f105w/hst_12498_37_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_37_wfc3_ir_f105w_drz,2017-10-19,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1745,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12062_e3_wfc3_ir_f160w/hst_12062_e3_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12062_e3_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1746,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_05_wfc3_ir_f105w/hst_11563_05_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_11563_05_wfc3_ir_f105w_drz,2017-08-15,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1747,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12099_np_wfc3_ir_f125w/hst_12099_np_wfc3_ir_f125w_drz.fits,True,Aphrodite,hst_12099_np_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1749,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_24_wfc3_ir_f105w/hst_12498_24_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12498_24_wfc3_ir_f105w_drz,2017-08-24,HST,WFC3,F105W,-2.5e-05,-1.8800000000000002e-37,-1.8800000000000002e-37,2.5e-05,,i/na,
1750,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_11563_2g_wfc3_ir_f160w/hst_11563_2g_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_11563_2g_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1751,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12060_3j_wfc3_ir_f105w/hst_12060_3j_wfc3_ir_f105w_drz.fits,True,Aphrodite,hst_12060_3j_wfc3_ir_f105w_drz,2017-08-23,HST,WFC3,F105W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1752,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12498_57_wfc3_ir_f140w/hst_12498_57_wfc3_ir_f140w_drz.fits,True,Aphrodite,hst_12498_57_wfc3_ir_f140w_drz,2017-08-28,HST,WFC3,F140W,-2.5e-05,0.0,0.0,2.5e-05,,i/na,
1754,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HLA/hst_12061_gu_wfc3_ir_f160w/hst_12061_gu_wfc3_ir_f160w_drz.fits,True,Aphrodite,hst_12061_gu_wfc3_ir_f160w_drz,2017-08-26,HST,WFC3,F160W,-2.5e-05,-4.7e-38,-4.7e-38,2.5e-05,,i/na,
