index,filename,On_Image,SNID,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad,ultra_extended
0,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HST/hst_17194_13_wfc3_uvis_f625w_iey913/hst_17194_13_wfc3_uvis_f625w_iey913_drc.fits,True,1981D,hst_17194_13_wfc3_uvis_f625w_iey913_drc,2024-11-09,HST,WFC3,F625W,-1.1e-05,3.19e-23,-1.22e-22,1.1e-05,B,F,
9,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_11570_20_wfc3_ir_f160w_ib1f20/hst_11570_20_wfc3_ir_f160w_ib1f20_drz.fits,True,2012Z,hst_11570_20_wfc3_ir_f160w_ib1f20_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-2.0900000000000002e-21,-1.05e-21,3.56e-05,B,F,
11,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_12913_01_wfc3_uvis_f625w_ibzy01/hst_12913_01_wfc3_uvis_f625w_ibzy01_drc.fits,True,2012Z,hst_12913_01_wfc3_uvis_f625w_ibzy01_drc,2024-11-09,HST,WFC3,F625W,-1.1e-05,-2.2700000000000003e-22,-1.9300000000000001e-22,1.1e-05,B,F,
13,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_13360_01_wfc3_uvis_f625w_icb401/hst_13360_01_wfc3_uvis_f625w_icb401_drc.fits,True,2012Z,hst_13360_01_wfc3_uvis_f625w_icb401_drc,2024-11-09,HST,WFC3,F625W,-1.1e-05,-1.44e-22,-1.42e-22,1.1e-05,B,F,
15,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HLA/hst_12913_01_wfc3_uvis_f625w/hst_12913_01_wfc3_uvis_f625w_drz.fits,True,2012Z,hst_12913_01_wfc3_uvis_f625w_drz,2017-08-16,HST,WFC3,F625W,-1.1e-05,5.76e-36,-2.35e-38,1.1e-05,B,F,
16,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HLA/hst_11570_20_wfc3_ir_f160w/hst_11570_20_wfc3_ir_f160w_drz.fits,True,2012Z,hst_11570_20_wfc3_ir_f160w_drz,2017-08-21,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,B,F,
17,/astro/armin/bhoomika/pantheon_data_folder/ASASSN-16ip/mastDownload/HST/hst_17446_06_wfc3_ir_f110w_if7r06/hst_17446_06_wfc3_ir_f110w_if7r06_drz.fits,True,ASASSN-16ip,hst_17446_06_wfc3_ir_f110w_if7r06_drz,2024-11-09,HST,WFC3,F110W,-3.56e-05,9.7e-22,2.0200000000000003e-21,3.56e-05,B,F,
18,/astro/armin/bhoomika/pantheon_data_folder/ASASSN-16ip/mastDownload/HST/hst_17446_30_wfc3_ir_f110w_if7r30/hst_17446_30_wfc3_ir_f110w_if7r30_drz.fits,True,ASASSN-16ip,hst_17446_30_wfc3_ir_f110w_if7r30_drz,2024-11-09,HST,WFC3,F110W,-3.56e-05,2.3400000000000003e-21,3.9200000000000006e-21,3.56e-05,B,T,
19,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c2_wfc3_ir_f160w_ibwjc2/hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz.fits,True,carter,hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,2.1599999999999998e-23,-9.639999999999999e-24,3.56e-05,P,T,F
20,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_54_wfc3_ir_f125w_iboa54/hst_12440_54_wfc3_ir_f125w_iboa54_drz.fits,True,carter,hst_12440_54_wfc3_ir_f125w_iboa54_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-5.0099999999999997e-23,2.28e-22,3.56e-05,P,T,F
21,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d3_wfc3_ir_f160w_ibwjd3/hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz.fits,True,carter,hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-1.9600000000000003e-21,-2.2700000000000004e-21,3.56e-05,P,T,F
22,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_10_wfc3_ir_f125w_iboa10/hst_12440_10_wfc3_ir_f125w_iboa10_drz.fits,True,carter,hst_12440_10_wfc3_ir_f125w_iboa10_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-2.48e-22,2.14e-22,3.56e-05,P,T,F
23,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c1_wfc3_ir_f160w_ibwjc1/hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz.fits,True,carter,hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,7.42e-23,1.1499999999999999e-23,3.56e-05,P,F,F
24,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_54_wfc3_ir_f160w_iboa54/hst_12440_54_wfc3_ir_f160w_iboa54_drz.fits,True,carter,hst_12440_54_wfc3_ir_f160w_iboa54_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-2.52e-22,-2.8799999999999995e-23,3.56e-05,P,T,F
25,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c6_wfc3_ir_f125w_ibwjc6/hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz.fits,True,carter,hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz,2024-11-08,HST,WFC3,F125W,-3.56e-05,-1.7e-22,2.5299999999999997e-23,3.56e-05,P,T,F
26,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c3_wfc3_ir_f160w_ibwjc3/hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz.fits,True,carter,hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,9.62e-22,1.54e-21,3.56e-05,P,T,F
27,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d3_wfc3_ir_f125w_ibwjd3/hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz.fits,True,carter,hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,1.4700000000000001e-21,-1.07e-21,3.56e-05,P,T,F
28,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d1_wfc3_ir_f125w_ibwjd1/hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz.fits,True,carter,hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,8.38e-22,-5.9e-22,3.56e-05,P,T,F
30,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d2_wfc3_ir_f160w_ibwjd2/hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz.fits,True,carter,hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-6.25e-22,-1.4200000000000002e-21,3.56e-05,P,T,F
31,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c5_wfc3_ir_f125w_ibwjc5/hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz.fits,True,carter,hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.7e-22,2.5299999999999997e-23,3.56e-05,P,F,F
32,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d1_wfc3_ir_f160w_ibwjd1/hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz.fits,True,carter,hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-1.0000000000000001e-21,-1.72e-21,3.56e-05,P,T,F
33,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_10_wfc3_ir_f160w_iboa10/hst_12440_10_wfc3_ir_f160w_iboa10_drz.fits,True,carter,hst_12440_10_wfc3_ir_f160w_iboa10_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-1.7e-22,-2.21e-22,3.56e-05,P,T,F
34,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d4_wfc3_ir_f125w_ibwjd4/hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz.fits,True,carter,hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.9600000000000003e-21,-1.85e-21,3.56e-05,P,T,F
35,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d2_wfc3_ir_f125w_ibwjd2/hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz.fits,True,carter,hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,2.0000000000000002e-21,2.0500000000000003e-21,3.56e-05,P,T,F
36,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c8_wfc3_ir_f105w_ibwjc8/hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz.fits,True,carter,hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-1.7e-22,2.5299999999999997e-23,3.56e-05,P,F,F
37,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c4_wfc3_ir_f125w_ibwjc4/hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz.fits,True,carter,hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,9.62e-22,1.54e-21,3.56e-05,P,T,F
39,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d4_wfc3_ir_f160w_ibwjd4/hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz.fits,True,carter,hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-2.02e-22,1.73e-22,3.56e-05,P,T,F
40,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c7_wfc3_ir_f105w_ibwjc7/hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz.fits,True,carter,hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-1.7e-22,2.5299999999999997e-23,3.56e-05,P,F,F
41,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_10_wfc3_ir_f125w/hst_12440_10_wfc3_ir_f125w_drz.fits,True,carter,hst_12440_10_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.5e-05,-4.7e-38,-4.7e-38,2.5e-05,P,,F
42,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d2_wfc3_ir_f125w/hst_12461_d2_wfc3_ir_f125w_drz.fits,True,carter,hst_12461_d2_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.5e-05,P,,F
43,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d3_wfc3_ir_f160w/hst_12461_d3_wfc3_ir_f160w_drz.fits,True,carter,hst_12461_d3_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.5e-05,6.09e-35,-3.7600000000000004e-37,2.5e-05,P,,F
44,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d2_wfc3_ir_f160w/hst_12461_d2_wfc3_ir_f160w_drz.fits,True,carter,hst_12461_d2_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,P,,F
45,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d3_wfc3_ir_f125w/hst_12461_d3_wfc3_ir_f125w_drz.fits,True,carter,hst_12461_d3_wfc3_ir_f125w_drz,2017-08-18,HST,WFC3,F125W,-2.5e-05,6.09e-35,-3.7600000000000004e-37,2.5e-05,P,,F
46,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_10_wfc3_ir_f160w/hst_12440_10_wfc3_ir_f160w_drz.fits,True,carter,hst_12440_10_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.5e-05,-4.7e-38,-4.7e-38,2.5e-05,P,,F
47,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_54_wfc3_ir_f160w/hst_12440_54_wfc3_ir_f160w_drz.fits,True,carter,hst_12440_54_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.5e-05,-1.5200000000000002e-35,9.4e-38,2.5e-05,P,,F
48,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d1_wfc3_ir_f160w/hst_12461_d1_wfc3_ir_f160w_drz.fits,True,carter,hst_12461_d1_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,-6.09e-35,3.7600000000000004e-37,2.5e-05,P,,F
49,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d4_wfc3_ir_f160w/hst_12461_d4_wfc3_ir_f160w_drz.fits,True,carter,hst_12461_d4_wfc3_ir_f160w_drz,2017-09-09,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,P,,F
50,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_54_wfc3_ir_f125w/hst_12440_54_wfc3_ir_f125w_drz.fits,True,carter,hst_12440_54_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.5e-05,-1.5200000000000002e-35,9.4e-38,2.5e-05,P,,F
51,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d1_wfc3_ir_f125w/hst_12461_d1_wfc3_ir_f125w_drz.fits,True,carter,hst_12461_d1_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.5e-05,-6.09e-35,3.7600000000000004e-37,2.5e-05,P,,F
52,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d4_wfc3_ir_f125w/hst_12461_d4_wfc3_ir_f125w_drz.fits,True,carter,hst_12461_d4_wfc3_ir_f125w_drz,2017-09-09,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.5e-05,P,,F
53,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o8_acs_wfc_f775w_j9epo8/hst_10496_o8_acs_wfc_f775w_j9epo8_drc.fits,True,SCP05D6,hst_10496_o8_acs_wfc_f775w_j9epo8_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-3.11e-23,-1.39e-22,1.39e-05,P,F,
54,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o7_acs_wfc_f775w_j9epo7/hst_10496_o7_acs_wfc_f775w_j9epo7_drc.fits,True,SCP05D6,hst_10496_o7_acs_wfc_f775w_j9epo7_drc,2024-11-05,HST,ACS,F775W,-1.39e-05,9.319999999999999e-23,-1.56e-22,1.39e-05,P,F,
55,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o6_acs_wfc_f775w_j9epo6/hst_10496_o6_acs_wfc_f775w_j9epo6_drc.fits,True,SCP05D6,hst_10496_o6_acs_wfc_f775w_j9epo6_drc,2024-11-05,HST,ACS,F775W,-1.39e-05,9.93e-23,-1.01e-22,1.39e-05,P,F,
56,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o5_acs_wfc_f775w_j9epo5/hst_10496_o5_acs_wfc_f775w_j9epo5_drc.fits,True,SCP05D6,hst_10496_o5_acs_wfc_f775w_j9epo5_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,-2.42e-22,2.48e-22,1.39e-05,P,F,
57,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o4_acs_wfc_f775w_j9epo4/hst_10496_o4_acs_wfc_f775w_j9epo4_drc.fits,True,SCP05D6,hst_10496_o4_acs_wfc_f775w_j9epo4_drc,2024-11-02,HST,ACS,F775W,-1.39e-05,-5.28e-23,5.11e-24,1.39e-05,P,F,
58,/astro/armin/bhoomika/pantheon_data_folder/2010ae/mastDownload/HST/hst_12999_03_acs_wfc_f625w_jc2l03/hst_12999_03_acs_wfc_f625w_jc2l03_drc.fits,True,2010ae,hst_12999_03_acs_wfc_f625w_jc2l03_drc,2024-11-05,HST,ACS,F625W,-1.39e-05,1.17e-22,-2.19e-22,1.39e-05,P,T,
80,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_15115_17_wfc3_ir_f140w_idnl17/hst_15115_17_wfc3_ir_f140w_idnl17_drz.fits,True,04D2fp,hst_15115_17_wfc3_ir_f140w_idnl17_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,1.08e-21,1.3900000000000001e-21,3.56e-05,P,T,F
98,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f140w_if1za4/hst_17128_a4_wfc3_ir_f140w_if1za4_drz.fits,True,2002jg,hst_17128_a4_wfc3_ir_f140w_if1za4_drz,2024-11-08,HST,WFC3,F140W,-3.56e-05,-2.7e-22,4.59e-22,3.56e-05,B,F,
99,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f160w_ifa3a4/hst_17410_a4_wfc3_ir_f160w_ifa3a4_drz.fits,True,2002jg,hst_17410_a4_wfc3_ir_f160w_ifa3a4_drz,2025-06-28,HST,WFC3,F160W,-3.56e-05,8.47e-22,8.47e-22,3.56e-05,B,T,
100,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f160w_if1za4/hst_17128_a4_wfc3_ir_f160w_if1za4_drz.fits,True,2002jg,hst_17128_a4_wfc3_ir_f160w_if1za4_drz,2024-11-08,HST,WFC3,F160W,-3.56e-05,1.42e-23,2.32e-22,3.56e-05,B,T,
101,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f125w_ifa3a4/hst_17410_a4_wfc3_ir_f125w_ifa3a4_drz.fits,True,2002jg,hst_17410_a4_wfc3_ir_f125w_ifa3a4_drz,2025-06-28,HST,WFC3,F125W,-3.56e-05,-8.47e-22,-8.47e-22,3.56e-05,B,T,
102,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f105w_ifa3a4/hst_17410_a4_wfc3_ir_f105w_ifa3a4_drz.fits,True,2002jg,hst_17410_a4_wfc3_ir_f105w_ifa3a4_drz,2025-06-28,HST,WFC3,F105W,-3.56e-05,0.0,0.0,3.56e-05,B,F,
103,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f140w_ifa3a4/hst_17410_a4_wfc3_ir_f140w_ifa3a4_drz.fits,True,2002jg,hst_17410_a4_wfc3_ir_f140w_ifa3a4_drz,2025-06-28,HST,WFC3,F140W,-3.56e-05,0.0,0.0,3.56e-05,B,F,
104,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f125w_if1za4/hst_17128_a4_wfc3_ir_f125w_if1za4_drz.fits,True,2002jg,hst_17128_a4_wfc3_ir_f125w_if1za4_drz,2024-11-08,HST,WFC3,F125W,-3.56e-05,5.63e-22,2.14e-22,3.56e-05,B,T,
105,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f105w_if1za4/hst_17128_a4_wfc3_ir_f105w_if1za4_drz.fits,True,2002jg,hst_17128_a4_wfc3_ir_f105w_if1za4_drz,2024-11-08,HST,WFC3,F105W,-3.56e-05,5.27e-22,4.85e-22,3.56e-05,B,F,
106,/astro/armin/bhoomika/pantheon_data_folder/2635/mastDownload/HST/hst_11670_67_acs_wfc_f625w_jb5167/hst_11670_67_acs_wfc_f625w_jb5167_drz.fits,True,2635,hst_11670_67_acs_wfc_f625w_jb5167_drz,2024-11-04,HST,ACS,F625W,-1.39e-05,-2.7799999999999996e-23,2.93e-23,1.39e-05,P,T,F
107,/astro/armin/bhoomika/pantheon_data_folder/1998bu/mastDownload/HST/hst_15133_14_wfc3_ir_f160w_idkv14/hst_15133_14_wfc3_ir_f160w_idkv14_drz.fits,True,1998bu,hst_15133_14_wfc3_ir_f160w_idkv14_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,8.32e-22,-5.18e-22,3.56e-05,B,T,
108,/astro/armin/bhoomika/pantheon_data_folder/1998bu/mastDownload/HST/hst_9299_05_acs_hrc_f625w_j8e805/hst_9299_05_acs_hrc_f625w_j8e805_drz.fits,True,1998bu,hst_9299_05_acs_hrc_f625w_j8e805_drz,2024-11-05,HST,ACS,F625W,-6.94e-06,1.82e-22,1.57e-22,6.94e-06,B,F,
110,/astro/armin/bhoomika/pantheon_data_folder/2011M/mastDownload/HST/hst_17194_22_wfc3_uvis_f625w_iey922/hst_17194_22_wfc3_uvis_f625w_iey922_drc.fits,True,2011M,hst_17194_22_wfc3_uvis_f625w_iey922_drc,2024-11-09,HST,WFC3,F625W,-1.1e-05,3.2e-22,-2.35e-22,1.1e-05,P,F,
134,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_i3_wfc3_ir_f160w_ibeui3/hst_12061_i3_wfc3_ir_f160w_ibeui3_drz.fits,True,washington,hst_12061_i3_wfc3_ir_f160w_ibeui3_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-7.720000000000001e-22,1.04e-22,3.56e-05,P,T,
136,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_8e_wfc3_ir_f125w_ibev8e/hst_12062_8e_wfc3_ir_f125w_ibev8e_drz.fits,True,washington,hst_12062_8e_wfc3_ir_f125w_ibev8e_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.6400000000000002e-21,-8.59e-22,3.56e-05,P,T,
141,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12177_19_wfc3_ir_f140w_ibhj19/hst_12177_19_wfc3_ir_f140w_ibhj19_drz.fits,True,washington,hst_12177_19_wfc3_ir_f140w_ibhj19_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,1.78e-22,-4.01e-23,3.56e-05,P,F,
148,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12099_g5_wfc3_ir_f125w_ibfug5/hst_12099_g5_wfc3_ir_f125w_ibfug5_drz.fits,True,washington,hst_12099_g5_wfc3_ir_f125w_ibfug5_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,3.42e-22,-8.579999999999999e-23,3.56e-05,P,T,
150,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_10340_l8_acs_wfc_f775w_j92ql8/hst_10340_l8_acs_wfc_f775w_j92ql8_drc.fits,True,washington,hst_10340_l8_acs_wfc_f775w_j92ql8_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,-2.64e-22,-3.5700000000000003e-22,1.39e-05,P,F,
159,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_j2_wfc3_ir_f125w_ibeuj2/hst_12061_j2_wfc3_ir_f125w_ibeuj2_drz.fits,True,washington,hst_12061_j2_wfc3_ir_f125w_ibeuj2_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.8000000000000003e-21,-1.5900000000000002e-21,3.56e-05,P,T,
173,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_7c_wfc3_ir_f160w_ibeu7c/hst_12061_7c_wfc3_ir_f160w_ibeu7c_drz.fits,True,washington,hst_12061_7c_wfc3_ir_f160w_ibeu7c_drz,2024-11-08,HST,WFC3,F160W,-3.56e-05,-4.04e-22,1.6e-22,3.56e-05,P,T,
177,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_i3_wfc3_ir_f125w_ibeui3/hst_12061_i3_wfc3_ir_f125w_ibeui3_drz.fits,True,washington,hst_12061_i3_wfc3_ir_f125w_ibeui3_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-6.15e-22,5.36e-22,3.56e-05,P,T,
187,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_9425_70_acs_wfc_f775w_j8e670/hst_9425_70_acs_wfc_f775w_j8e670_drc.fits,True,washington,hst_9425_70_acs_wfc_f775w_j8e670_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-4.63e-22,-4.9e-22,1.39e-05,P,F,
192,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12099_g3_wfc3_ir_f125w_ibfug3/hst_12099_g3_wfc3_ir_f125w_ibfug3_drz.fits,True,washington,hst_12099_g3_wfc3_ir_f125w_ibfug3_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.2200000000000001e-21,-2.01e-21,3.56e-05,P,T,
209,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_e1_wfc3_ir_f125w_ibeve1/hst_12062_e1_wfc3_ir_f125w_ibeve1_drz.fits,True,washington,hst_12062_e1_wfc3_ir_f125w_ibeve1_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-6.3e-22,3.36e-22,3.56e-05,P,T,
211,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_h9_wfc3_ir_f160w_ibeuh9/hst_12061_h9_wfc3_ir_f160w_ibeuh9_drz.fits,True,washington,hst_12061_h9_wfc3_ir_f160w_ibeuh9_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,1.26e-23,-6.46e-22,3.56e-05,P,T,
235,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12099_g1_wfc3_ir_f160w_ibfug1/hst_12099_g1_wfc3_ir_f160w_ibfug1_drz.fits,True,washington,hst_12099_g1_wfc3_ir_f160w_ibfug1_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-3.23e-21,-2.7500000000000003e-21,3.56e-05,P,T,
240,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12099_g5_wfc3_ir_f160w_ibfug5/hst_12099_g5_wfc3_ir_f160w_ibfug5_drz.fits,True,washington,hst_12099_g5_wfc3_ir_f160w_ibfug5_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,2e-22,-1.5899999999999998e-23,3.56e-05,P,T,
246,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_gr_wfc3_ir_f160w_ibeugr/hst_12061_gr_wfc3_ir_f160w_ibeugr_drz.fits,True,washington,hst_12061_gr_wfc3_ir_f160w_ibeugr_drz,2024-11-08,HST,WFC3,F160W,-3.56e-05,-8.569999999999999e-23,2.51e-22,3.56e-05,P,T,
