,index,SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad,On_Image
0,0,1981D,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HST/hst_17194_13_wfc3_uvis_f625w_iey913/hst_17194_13_wfc3_uvis_f625w_iey913_drc.fits,hst_17194_13_wfc3_uvis_f625w_iey913_drc,2024-11-09,HST,WFC3,F625W,-1.1e-05,3.19e-23,-1.22e-22,1.1e-05,B,F,True
1,9,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_11570_20_wfc3_ir_f160w_ib1f20/hst_11570_20_wfc3_ir_f160w_ib1f20_drz.fits,hst_11570_20_wfc3_ir_f160w_ib1f20_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-2.0900000000000002e-21,-1.05e-21,3.56e-05,B,F,True
2,11,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_12913_01_wfc3_uvis_f625w_ibzy01/hst_12913_01_wfc3_uvis_f625w_ibzy01_drc.fits,hst_12913_01_wfc3_uvis_f625w_ibzy01_drc,2024-11-09,HST,WFC3,F625W,-1.1e-05,-2.2700000000000003e-22,-1.9300000000000001e-22,1.1e-05,B,F,True
3,13,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_13360_01_wfc3_uvis_f625w_icb401/hst_13360_01_wfc3_uvis_f625w_icb401_drc.fits,hst_13360_01_wfc3_uvis_f625w_icb401_drc,2024-11-09,HST,WFC3,F625W,-1.1e-05,-1.44e-22,-1.42e-22,1.1e-05,B,F,True
4,15,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HLA/hst_12913_01_wfc3_uvis_f625w/hst_12913_01_wfc3_uvis_f625w_drz.fits,hst_12913_01_wfc3_uvis_f625w_drz,2017-08-16,HST,WFC3,F625W,-1.1e-05,5.76e-36,-2.35e-38,1.1e-05,B,F,True
5,16,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HLA/hst_11570_20_wfc3_ir_f160w/hst_11570_20_wfc3_ir_f160w_drz.fits,hst_11570_20_wfc3_ir_f160w_drz,2017-08-21,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,B,F,True
6,17,ASASSN-16ip,/astro/armin/bhoomika/pantheon_data_folder/ASASSN-16ip/mastDownload/HST/hst_17446_06_wfc3_ir_f110w_if7r06/hst_17446_06_wfc3_ir_f110w_if7r06_drz.fits,hst_17446_06_wfc3_ir_f110w_if7r06_drz,2024-11-09,HST,WFC3,F110W,-3.56e-05,9.7e-22,2.0200000000000003e-21,3.56e-05,B,F,True
7,18,ASASSN-16ip,/astro/armin/bhoomika/pantheon_data_folder/ASASSN-16ip/mastDownload/HST/hst_17446_30_wfc3_ir_f110w_if7r30/hst_17446_30_wfc3_ir_f110w_if7r30_drz.fits,hst_17446_30_wfc3_ir_f110w_if7r30_drz,2024-11-09,HST,WFC3,F110W,-3.56e-05,2.3400000000000003e-21,3.9200000000000006e-21,3.56e-05,B,T,True
8,19,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c2_wfc3_ir_f160w_ibwjc2/hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz.fits,hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,2.1599999999999998e-23,-9.639999999999999e-24,3.56e-05,P,T,True
9,20,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_54_wfc3_ir_f125w_iboa54/hst_12440_54_wfc3_ir_f125w_iboa54_drz.fits,hst_12440_54_wfc3_ir_f125w_iboa54_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-5.0099999999999997e-23,2.28e-22,3.56e-05,P,T,True
10,21,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d3_wfc3_ir_f160w_ibwjd3/hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz.fits,hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-1.9600000000000003e-21,-2.2700000000000004e-21,3.56e-05,P,T,True
11,22,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_10_wfc3_ir_f125w_iboa10/hst_12440_10_wfc3_ir_f125w_iboa10_drz.fits,hst_12440_10_wfc3_ir_f125w_iboa10_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-2.48e-22,2.14e-22,3.56e-05,P,T,True
12,23,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c1_wfc3_ir_f160w_ibwjc1/hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz.fits,hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,7.42e-23,1.1499999999999999e-23,3.56e-05,P,F,True
13,24,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_54_wfc3_ir_f160w_iboa54/hst_12440_54_wfc3_ir_f160w_iboa54_drz.fits,hst_12440_54_wfc3_ir_f160w_iboa54_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-2.52e-22,-2.8799999999999995e-23,3.56e-05,P,T,True
14,25,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c6_wfc3_ir_f125w_ibwjc6/hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz.fits,hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz,2024-11-08,HST,WFC3,F125W,-3.56e-05,-1.7e-22,2.5299999999999997e-23,3.56e-05,P,T,True
15,26,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c3_wfc3_ir_f160w_ibwjc3/hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz.fits,hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,9.62e-22,1.54e-21,3.56e-05,P,T,True
16,27,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d3_wfc3_ir_f125w_ibwjd3/hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz.fits,hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,1.4700000000000001e-21,-1.07e-21,3.56e-05,P,T,True
17,28,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d1_wfc3_ir_f125w_ibwjd1/hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz.fits,hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,8.38e-22,-5.9e-22,3.56e-05,P,T,True
18,30,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d2_wfc3_ir_f160w_ibwjd2/hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz.fits,hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-6.25e-22,-1.4200000000000002e-21,3.56e-05,P,T,True
19,31,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c5_wfc3_ir_f125w_ibwjc5/hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz.fits,hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.7e-22,2.5299999999999997e-23,3.56e-05,P,F,True
20,32,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d1_wfc3_ir_f160w_ibwjd1/hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz.fits,hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-1.0000000000000001e-21,-1.72e-21,3.56e-05,P,T,True
21,33,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_10_wfc3_ir_f160w_iboa10/hst_12440_10_wfc3_ir_f160w_iboa10_drz.fits,hst_12440_10_wfc3_ir_f160w_iboa10_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-1.7e-22,-2.21e-22,3.56e-05,P,T,True
22,34,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d4_wfc3_ir_f125w_ibwjd4/hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz.fits,hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.9600000000000003e-21,-1.85e-21,3.56e-05,P,T,True
23,35,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d2_wfc3_ir_f125w_ibwjd2/hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz.fits,hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,2.0000000000000002e-21,2.0500000000000003e-21,3.56e-05,P,T,True
24,36,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c8_wfc3_ir_f105w_ibwjc8/hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz.fits,hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-1.7e-22,2.5299999999999997e-23,3.56e-05,P,F,True
25,37,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c4_wfc3_ir_f125w_ibwjc4/hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz.fits,hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,9.62e-22,1.54e-21,3.56e-05,P,T,True
26,39,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d4_wfc3_ir_f160w_ibwjd4/hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz.fits,hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-2.02e-22,1.73e-22,3.56e-05,P,T,True
27,40,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c7_wfc3_ir_f105w_ibwjc7/hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz.fits,hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-1.7e-22,2.5299999999999997e-23,3.56e-05,P,F,True
28,41,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_10_wfc3_ir_f125w/hst_12440_10_wfc3_ir_f125w_drz.fits,hst_12440_10_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.5e-05,-4.7e-38,-4.7e-38,2.5e-05,P,,True
29,42,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d2_wfc3_ir_f125w/hst_12461_d2_wfc3_ir_f125w_drz.fits,hst_12461_d2_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.5e-05,P,,True
30,43,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d3_wfc3_ir_f160w/hst_12461_d3_wfc3_ir_f160w_drz.fits,hst_12461_d3_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.5e-05,6.09e-35,-3.7600000000000004e-37,2.5e-05,P,,True
31,44,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d2_wfc3_ir_f160w/hst_12461_d2_wfc3_ir_f160w_drz.fits,hst_12461_d2_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,P,,True
32,45,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d3_wfc3_ir_f125w/hst_12461_d3_wfc3_ir_f125w_drz.fits,hst_12461_d3_wfc3_ir_f125w_drz,2017-08-18,HST,WFC3,F125W,-2.5e-05,6.09e-35,-3.7600000000000004e-37,2.5e-05,P,,True
33,46,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_10_wfc3_ir_f160w/hst_12440_10_wfc3_ir_f160w_drz.fits,hst_12440_10_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.5e-05,-4.7e-38,-4.7e-38,2.5e-05,P,,True
34,47,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_54_wfc3_ir_f160w/hst_12440_54_wfc3_ir_f160w_drz.fits,hst_12440_54_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.5e-05,-1.5200000000000002e-35,9.4e-38,2.5e-05,P,,True
35,48,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d1_wfc3_ir_f160w/hst_12461_d1_wfc3_ir_f160w_drz.fits,hst_12461_d1_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,-6.09e-35,3.7600000000000004e-37,2.5e-05,P,,True
36,49,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d4_wfc3_ir_f160w/hst_12461_d4_wfc3_ir_f160w_drz.fits,hst_12461_d4_wfc3_ir_f160w_drz,2017-09-09,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.5e-05,P,,True
37,50,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_54_wfc3_ir_f125w/hst_12440_54_wfc3_ir_f125w_drz.fits,hst_12440_54_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.5e-05,-1.5200000000000002e-35,9.4e-38,2.5e-05,P,,True
38,51,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d1_wfc3_ir_f125w/hst_12461_d1_wfc3_ir_f125w_drz.fits,hst_12461_d1_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.5e-05,-6.09e-35,3.7600000000000004e-37,2.5e-05,P,,True
39,52,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d4_wfc3_ir_f125w/hst_12461_d4_wfc3_ir_f125w_drz.fits,hst_12461_d4_wfc3_ir_f125w_drz,2017-09-09,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.5e-05,P,,True
40,53,SCP05D6,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o8_acs_wfc_f775w_j9epo8/hst_10496_o8_acs_wfc_f775w_j9epo8_drc.fits,hst_10496_o8_acs_wfc_f775w_j9epo8_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-3.11e-23,-1.39e-22,1.39e-05,P,F,True
41,54,SCP05D6,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o7_acs_wfc_f775w_j9epo7/hst_10496_o7_acs_wfc_f775w_j9epo7_drc.fits,hst_10496_o7_acs_wfc_f775w_j9epo7_drc,2024-11-05,HST,ACS,F775W,-1.39e-05,9.319999999999999e-23,-1.56e-22,1.39e-05,P,F,True
42,55,SCP05D6,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o6_acs_wfc_f775w_j9epo6/hst_10496_o6_acs_wfc_f775w_j9epo6_drc.fits,hst_10496_o6_acs_wfc_f775w_j9epo6_drc,2024-11-05,HST,ACS,F775W,-1.39e-05,9.93e-23,-1.01e-22,1.39e-05,P,F,True
43,56,SCP05D6,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o5_acs_wfc_f775w_j9epo5/hst_10496_o5_acs_wfc_f775w_j9epo5_drc.fits,hst_10496_o5_acs_wfc_f775w_j9epo5_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,-2.42e-22,2.48e-22,1.39e-05,P,F,True
44,57,SCP05D6,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o4_acs_wfc_f775w_j9epo4/hst_10496_o4_acs_wfc_f775w_j9epo4_drc.fits,hst_10496_o4_acs_wfc_f775w_j9epo4_drc,2024-11-02,HST,ACS,F775W,-1.39e-05,-5.28e-23,5.11e-24,1.39e-05,P,F,True
45,58,2010ae,/astro/armin/bhoomika/pantheon_data_folder/2010ae/mastDownload/HST/hst_12999_03_acs_wfc_f625w_jc2l03/hst_12999_03_acs_wfc_f625w_jc2l03_drc.fits,hst_12999_03_acs_wfc_f625w_jc2l03_drc,2024-11-05,HST,ACS,F625W,-1.39e-05,1.17e-22,-2.19e-22,1.39e-05,P,T,True
46,80,04D2fp,/astro/armin/bhoomika/pantheon_data_folder/04D2fp/mastDownload/HST/hst_15115_17_wfc3_ir_f140w_idnl17/hst_15115_17_wfc3_ir_f140w_idnl17_drz.fits,hst_15115_17_wfc3_ir_f140w_idnl17_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,1.08e-21,1.3900000000000001e-21,3.56e-05,P,T,True
47,98,2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f140w_if1za4/hst_17128_a4_wfc3_ir_f140w_if1za4_drz.fits,hst_17128_a4_wfc3_ir_f140w_if1za4_drz,2024-11-08,HST,WFC3,F140W,-3.56e-05,-2.7e-22,4.59e-22,3.56e-05,B,F,True
48,99,2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f160w_ifa3a4/hst_17410_a4_wfc3_ir_f160w_ifa3a4_drz.fits,hst_17410_a4_wfc3_ir_f160w_ifa3a4_drz,2025-06-28,HST,WFC3,F160W,-3.56e-05,8.47e-22,8.47e-22,3.56e-05,B,T,True
49,100,2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f160w_if1za4/hst_17128_a4_wfc3_ir_f160w_if1za4_drz.fits,hst_17128_a4_wfc3_ir_f160w_if1za4_drz,2024-11-08,HST,WFC3,F160W,-3.56e-05,1.42e-23,2.32e-22,3.56e-05,B,T,True
50,101,2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f125w_ifa3a4/hst_17410_a4_wfc3_ir_f125w_ifa3a4_drz.fits,hst_17410_a4_wfc3_ir_f125w_ifa3a4_drz,2025-06-28,HST,WFC3,F125W,-3.56e-05,-8.47e-22,-8.47e-22,3.56e-05,B,T,True
51,102,2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f105w_ifa3a4/hst_17410_a4_wfc3_ir_f105w_ifa3a4_drz.fits,hst_17410_a4_wfc3_ir_f105w_ifa3a4_drz,2025-06-28,HST,WFC3,F105W,-3.56e-05,0.0,0.0,3.56e-05,B,F,True
52,103,2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17410_a4_wfc3_ir_f140w_ifa3a4/hst_17410_a4_wfc3_ir_f140w_ifa3a4_drz.fits,hst_17410_a4_wfc3_ir_f140w_ifa3a4_drz,2025-06-28,HST,WFC3,F140W,-3.56e-05,0.0,0.0,3.56e-05,B,F,True
53,104,2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f125w_if1za4/hst_17128_a4_wfc3_ir_f125w_if1za4_drz.fits,hst_17128_a4_wfc3_ir_f125w_if1za4_drz,2024-11-08,HST,WFC3,F125W,-3.56e-05,5.63e-22,2.14e-22,3.56e-05,B,T,True
54,105,2002jg,/astro/armin/bhoomika/pantheon_data_folder/2002jg/mastDownload/HST/hst_17128_a4_wfc3_ir_f105w_if1za4/hst_17128_a4_wfc3_ir_f105w_if1za4_drz.fits,hst_17128_a4_wfc3_ir_f105w_if1za4_drz,2024-11-08,HST,WFC3,F105W,-3.56e-05,5.27e-22,4.85e-22,3.56e-05,B,F,True
55,106,2635,/astro/armin/bhoomika/pantheon_data_folder/2635/mastDownload/HST/hst_11670_67_acs_wfc_f625w_jb5167/hst_11670_67_acs_wfc_f625w_jb5167_drz.fits,hst_11670_67_acs_wfc_f625w_jb5167_drz,2024-11-04,HST,ACS,F625W,-1.39e-05,-2.7799999999999996e-23,2.93e-23,1.39e-05,P,T,True
56,107,1998bu,/astro/armin/bhoomika/pantheon_data_folder/1998bu/mastDownload/HST/hst_15133_14_wfc3_ir_f160w_idkv14/hst_15133_14_wfc3_ir_f160w_idkv14_drz.fits,hst_15133_14_wfc3_ir_f160w_idkv14_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,8.32e-22,-5.18e-22,3.56e-05,B,T,True
57,108,1998bu,/astro/armin/bhoomika/pantheon_data_folder/1998bu/mastDownload/HST/hst_9299_05_acs_hrc_f625w_j8e805/hst_9299_05_acs_hrc_f625w_j8e805_drz.fits,hst_9299_05_acs_hrc_f625w_j8e805_drz,2024-11-05,HST,ACS,F625W,-6.94e-06,1.82e-22,1.57e-22,6.94e-06,B,F,True
58,110,2011M,/astro/armin/bhoomika/pantheon_data_folder/2011M/mastDownload/HST/hst_17194_22_wfc3_uvis_f625w_iey922/hst_17194_22_wfc3_uvis_f625w_iey922_drc.fits,hst_17194_22_wfc3_uvis_f625w_iey922_drc,2024-11-09,HST,WFC3,F625W,-1.1e-05,3.2e-22,-2.35e-22,1.1e-05,P,F,True
59,134,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_i3_wfc3_ir_f160w_ibeui3/hst_12061_i3_wfc3_ir_f160w_ibeui3_drz.fits,hst_12061_i3_wfc3_ir_f160w_ibeui3_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-7.720000000000001e-22,1.04e-22,3.56e-05,P,T,True
60,136,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_8e_wfc3_ir_f125w_ibev8e/hst_12062_8e_wfc3_ir_f125w_ibev8e_drz.fits,hst_12062_8e_wfc3_ir_f125w_ibev8e_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.6400000000000002e-21,-8.59e-22,3.56e-05,P,T,True
61,141,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12177_19_wfc3_ir_f140w_ibhj19/hst_12177_19_wfc3_ir_f140w_ibhj19_drz.fits,hst_12177_19_wfc3_ir_f140w_ibhj19_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,1.78e-22,-4.01e-23,3.56e-05,P,F,True
62,148,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12099_g5_wfc3_ir_f125w_ibfug5/hst_12099_g5_wfc3_ir_f125w_ibfug5_drz.fits,hst_12099_g5_wfc3_ir_f125w_ibfug5_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,3.42e-22,-8.579999999999999e-23,3.56e-05,P,T,True
63,150,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_10340_l8_acs_wfc_f775w_j92ql8/hst_10340_l8_acs_wfc_f775w_j92ql8_drc.fits,hst_10340_l8_acs_wfc_f775w_j92ql8_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,-2.64e-22,-3.5700000000000003e-22,1.39e-05,P,F,True
64,159,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_j2_wfc3_ir_f125w_ibeuj2/hst_12061_j2_wfc3_ir_f125w_ibeuj2_drz.fits,hst_12061_j2_wfc3_ir_f125w_ibeuj2_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.8000000000000003e-21,-1.5900000000000002e-21,3.56e-05,P,T,True
65,173,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_7c_wfc3_ir_f160w_ibeu7c/hst_12061_7c_wfc3_ir_f160w_ibeu7c_drz.fits,hst_12061_7c_wfc3_ir_f160w_ibeu7c_drz,2024-11-08,HST,WFC3,F160W,-3.56e-05,-4.04e-22,1.6e-22,3.56e-05,P,T,True
66,177,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_i3_wfc3_ir_f125w_ibeui3/hst_12061_i3_wfc3_ir_f125w_ibeui3_drz.fits,hst_12061_i3_wfc3_ir_f125w_ibeui3_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-6.15e-22,5.36e-22,3.56e-05,P,T,True
67,187,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_9425_70_acs_wfc_f775w_j8e670/hst_9425_70_acs_wfc_f775w_j8e670_drc.fits,hst_9425_70_acs_wfc_f775w_j8e670_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-4.63e-22,-4.9e-22,1.39e-05,P,F,True
68,192,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12099_g3_wfc3_ir_f125w_ibfug3/hst_12099_g3_wfc3_ir_f125w_ibfug3_drz.fits,hst_12099_g3_wfc3_ir_f125w_ibfug3_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-1.2200000000000001e-21,-2.01e-21,3.56e-05,P,T,True
69,209,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12062_e1_wfc3_ir_f125w_ibeve1/hst_12062_e1_wfc3_ir_f125w_ibeve1_drz.fits,hst_12062_e1_wfc3_ir_f125w_ibeve1_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-6.3e-22,3.36e-22,3.56e-05,P,T,True
70,211,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_h9_wfc3_ir_f160w_ibeuh9/hst_12061_h9_wfc3_ir_f160w_ibeuh9_drz.fits,hst_12061_h9_wfc3_ir_f160w_ibeuh9_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,1.26e-23,-6.46e-22,3.56e-05,P,T,True
71,235,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12099_g1_wfc3_ir_f160w_ibfug1/hst_12099_g1_wfc3_ir_f160w_ibfug1_drz.fits,hst_12099_g1_wfc3_ir_f160w_ibfug1_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-3.23e-21,-2.7500000000000003e-21,3.56e-05,P,T,True
72,240,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12099_g5_wfc3_ir_f160w_ibfug5/hst_12099_g5_wfc3_ir_f160w_ibfug5_drz.fits,hst_12099_g5_wfc3_ir_f160w_ibfug5_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,2e-22,-1.5899999999999998e-23,3.56e-05,P,T,True
73,246,washington,/astro/armin/bhoomika/pantheon_data_folder/washington/mastDownload/HST/hst_12061_gr_wfc3_ir_f160w_ibeugr/hst_12061_gr_wfc3_ir_f160w_ibeugr_drz.fits,hst_12061_gr_wfc3_ir_f160w_ibeugr_drz,2024-11-08,HST,WFC3,F160W,-3.56e-05,-8.569999999999999e-23,2.51e-22,3.56e-05,P,T,True
