,index,SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad,On_Image
760,1416,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_64_acs_wfc_f775w_j8m864/hst_9978_64_acs_wfc_f775w_j8m864_drc.fits,hst_9978_64_acs_wfc_f775w_j8m864_drc,2024-11-02,HST,ACS,F775W,-1.39e-05,3.3e-22,1.79e-23,1.39e-05,,,True
761,1417,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_49_wfc3_ir_f105w_ibp349/hst_12498_49_wfc3_ir_f105w_ibp349_drz.fits,hst_12498_49_wfc3_ir_f105w_ibp349_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-1.4400000000000001e-21,-5.54e-22,3.56e-05,,,True
762,1418,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_b0_acs_wfc_f775w_j8m8b0/hst_9978_b0_acs_wfc_f775w_j8m8b0_drc.fits,hst_9978_b0_acs_wfc_f775w_j8m8b0_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,1.0300000000000001e-21,8.2100000000000005e-22,1.39e-05,,,True
763,1419,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_c5_acs_wfc_f775w_j8m8c5/hst_9978_c5_acs_wfc_f775w_j8m8c5_drc.fits,hst_9978_c5_acs_wfc_f775w_j8m8c5_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,-1.1100000000000001e-21,-5.22e-22,1.39e-05,,,True
764,1420,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_10340_l9_acs_wfc_f775w_j92ql9/hst_10340_l9_acs_wfc_f775w_j92ql9_drc.fits,hst_10340_l9_acs_wfc_f775w_j92ql9_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-2.29e-22,2.9e-22,1.39e-05,,,True
765,1421,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_69_acs_wfc_f775w_j8m869/hst_9978_69_acs_wfc_f775w_j8m869_drc.fits,hst_9978_69_acs_wfc_f775w_j8m869_drc,2024-11-02,HST,ACS,F775W,-1.39e-05,-9.86e-22,-6.77e-22,1.39e-05,,,True
766,1422,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_0b_acs_wfc_f775w_j8m80b/hst_9978_0b_acs_wfc_f775w_j8m80b_drc.fits,hst_9978_0b_acs_wfc_f775w_j8m80b_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,5.83e-22,9.89e-22,1.39e-05,,,True
767,1426,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_17073_12_wfc3_ir_f140w_iey612/hst_17073_12_wfc3_ir_f140w_iey612_drz.fits,hst_17073_12_wfc3_ir_f140w_iey612_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,-2.18e-22,-3.8600000000000003e-22,3.56e-05,,,True
768,1427,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_47_acs_wfc_f775w_j8m847/hst_9978_47_acs_wfc_f775w_j8m847_drc.fits,hst_9978_47_acs_wfc_f775w_j8m847_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,3.0500000000000003e-22,1.44e-22,1.39e-05,,,True
769,1430,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_55_wfc3_ir_f140w_ibp355/hst_12498_55_wfc3_ir_f140w_ibp355_drz.fits,hst_12498_55_wfc3_ir_f140w_ibp355_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,6.46e-22,-8.1500000000000005e-22,3.56e-05,,,True
770,1431,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_1e_wfc3_ir_f160w_ib5x1e/hst_11563_1e_wfc3_ir_f160w_ib5x1e_drz.fits,hst_11563_1e_wfc3_ir_f160w_ib5x1e_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,1.86e-21,2.4700000000000002e-21,3.56e-05,,,True
771,1434,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_05_wfc3_ir_f160w_ibp305/hst_12498_05_wfc3_ir_f160w_ibp305_drz.fits,hst_12498_05_wfc3_ir_f160w_ibp305_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,4.73e-22,-1.59e-22,3.56e-05,,,True
772,1435,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_7b_acs_wfc_f775w_j8m87b/hst_9978_7b_acs_wfc_f775w_j8m87b_drc.fits,hst_9978_7b_acs_wfc_f775w_j8m87b_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-5.71e-22,-7.61e-22,1.39e-05,,,True
773,1436,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12099_p5_wfc3_ir_f160w_ibfup5/hst_12099_p5_wfc3_ir_f160w_ibfup5_drz.fits,hst_12099_p5_wfc3_ir_f160w_ibfup5_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,1.2500000000000001e-22,2.68e-22,3.56e-05,,,True
774,1437,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_31_wfc3_ir_f105w_ibp331/hst_12498_31_wfc3_ir_f105w_ibp331_drz.fits,hst_12498_31_wfc3_ir_f105w_ibp331_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-7.54e-22,-1.02e-21,3.56e-05,,,True
775,1438,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_10_acs_wfc_f775w_j8m810/hst_9978_10_acs_wfc_f775w_j8m810_drc.fits,hst_9978_10_acs_wfc_f775w_j8m810_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-7.88e-22,-5.48e-22,1.39e-05,,,True
776,1439,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_19_wfc3_ir_f125w_ib5x19/hst_11563_19_wfc3_ir_f125w_ib5x19_drz.fits,hst_11563_19_wfc3_ir_f125w_ib5x19_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,2.0500000000000003e-21,2.5000000000000002e-21,3.56e-05,,,True
777,1442,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_22_wfc3_ir_f105w_ibp322/hst_12498_22_wfc3_ir_f105w_ibp322_drz.fits,hst_12498_22_wfc3_ir_f105w_ibp322_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-1.4000000000000002e-21,1.0000000000000001e-21,3.56e-05,,,True
778,1443,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_22_wfc3_ir_f160w_ib5x22/hst_11563_22_wfc3_ir_f160w_ib5x22_drz.fits,hst_11563_22_wfc3_ir_f160w_ib5x22_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-5.88e-22,4.1800000000000003e-22,3.56e-05,,,True
779,1444,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_a6_acs_wfc_f775w_j8m8a6/hst_9978_a6_acs_wfc_f775w_j8m8a6_drc.fits,hst_9978_a6_acs_wfc_f775w_j8m8a6_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,8.04e-22,5.87e-22,1.39e-05,,,True
780,1445,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_29_wfc3_ir_f160w_ib5x29/hst_11563_29_wfc3_ir_f160w_ib5x29_drz.fits,hst_11563_29_wfc3_ir_f160w_ib5x29_drz,2024-11-08,HST,WFC3,F160W,-3.56e-05,-7.47e-22,1.65e-21,3.56e-05,,,True
781,1447,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_10403_11_acs_sbc_f150lp_j96011/hst_10403_11_acs_sbc_f150lp_j96011_drz.fits,hst_10403_11_acs_sbc_f150lp_j96011_drz,2024-11-07,HST,ACS,F150LP;N/A,-6.94e-06,-2.2899999999999998e-23,-1.86e-23,6.94e-06,,,True
782,1448,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9575_em_acs_wfc_f775w_j8fnem/hst_9575_em_acs_wfc_f775w_j8fnem_drc.fits,hst_9575_em_acs_wfc_f775w_j8fnem_drc,2024-11-02,HST,ACS,F775W,-1.39e-05,-3.5700000000000003e-22,-3.61e-22,1.39e-05,,,True
783,1451,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_6d_acs_wfc_f775w_j8m86d/hst_9978_6d_acs_wfc_f775w_j8m86d_drc.fits,hst_9978_6d_acs_wfc_f775w_j8m86d_drc,2024-11-05,HST,ACS,F775W,-1.39e-05,5.89e-22,7.92e-22,1.39e-05,,,True
784,1452,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_10_wfc3_ir_f160w_ibp310/hst_12498_10_wfc3_ir_f160w_ibp310_drz.fits,hst_12498_10_wfc3_ir_f160w_ibp310_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-6.61e-22,5.2599999999999997e-23,3.56e-05,,,True
785,1453,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_59_acs_wfc_f775w_j8m859/hst_9978_59_acs_wfc_f775w_j8m859_drc.fits,hst_9978_59_acs_wfc_f775w_j8m859_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,9.55e-22,1.0300000000000001e-21,1.39e-05,,,True
786,1454,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12099_pc_wfc3_ir_f125w_ibfupc/hst_12099_pc_wfc3_ir_f125w_ibfupc_drz.fits,hst_12099_pc_wfc3_ir_f125w_ibfupc_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,1.76e-21,1.82e-21,3.56e-05,,,True
787,1455,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_31_acs_wfc_f775w_jb5x31/hst_11563_31_acs_wfc_f775w_jb5x31_drc.fits,hst_11563_31_acs_wfc_f775w_jb5x31_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,2.8099999999999998e-24,-4.7099999999999995e-23,1.39e-05,,,True
788,1456,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_32_wfc3_ir_f105w_ibp332/hst_12498_32_wfc3_ir_f105w_ibp332_drz.fits,hst_12498_32_wfc3_ir_f105w_ibp332_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-1.24e-21,1.6200000000000002e-21,3.56e-05,,,True
789,1457,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_59_wfc3_ir_f140w_ibp359/hst_12498_59_wfc3_ir_f140w_ibp359_drz.fits,hst_12498_59_wfc3_ir_f140w_ibp359_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,9.61e-22,-4.53e-22,3.56e-05,,,True
790,1459,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_33_wfc3_ir_f160w_ib5x33/hst_11563_33_wfc3_ir_f160w_ib5x33_drz.fits,hst_11563_33_wfc3_ir_f160w_ib5x33_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,2.0000000000000002e-21,2.5600000000000003e-21,3.56e-05,,,True
791,1460,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_08_wfc3_ir_f105w_ib5x08/hst_11563_08_wfc3_ir_f105w_ib5x08_drz.fits,hst_11563_08_wfc3_ir_f105w_ib5x08_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,6.55e-22,2.64e-22,3.56e-05,,,True
792,1461,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_26_wfc3_ir_f160w_ib5x26/hst_11563_26_wfc3_ir_f160w_ib5x26_drz.fits,hst_11563_26_wfc3_ir_f160w_ib5x26_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,2.5900000000000003e-21,3.08e-21,3.56e-05,,,True
793,1462,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_13779_1a_wfc3_ir_f105w_icoi1a/hst_13779_1a_wfc3_ir_f105w_icoi1a_drz.fits,hst_13779_1a_wfc3_ir_f105w_icoi1a_drz,2024-11-08,HST,WFC3,F105W,-3.56e-05,-8.11e-22,1.5e-22,3.56e-05,,,True
794,1463,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_25_wfc3_ir_f105w_ibp325/hst_12498_25_wfc3_ir_f105w_ibp325_drz.fits,hst_12498_25_wfc3_ir_f105w_ibp325_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,4.25e-23,-1.54e-21,3.56e-05,,,True
795,1464,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_72_acs_wfc_f775w_j8m872/hst_9978_72_acs_wfc_f775w_j8m872_drc.fits,hst_9978_72_acs_wfc_f775w_j8m872_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-3.82e-22,-1.42e-22,1.39e-05,,,True
796,1465,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12062_em_wfc3_ir_f125w_ibevem/hst_12062_em_wfc3_ir_f125w_ibevem_drz.fits,hst_12062_em_wfc3_ir_f125w_ibevem_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,-4.3e-22,5.14e-22,3.56e-05,,,True
797,1466,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_21_wfc3_ir_f105w_ibp321/hst_12498_21_wfc3_ir_f105w_ibp321_drz.fits,hst_12498_21_wfc3_ir_f105w_ibp321_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,6.21e-22,5.29e-22,3.56e-05,,,True
798,1467,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_18_wfc3_ir_f105w_ibp318/hst_12498_18_wfc3_ir_f105w_ibp318_drz.fits,hst_12498_18_wfc3_ir_f105w_ibp318_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-1.6600000000000001e-21,1.2300000000000002e-21,3.56e-05,,,True
799,1468,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_08_wfc3_ir_f160w_ibp308/hst_12498_08_wfc3_ir_f160w_ibp308_drz.fits,hst_12498_08_wfc3_ir_f160w_ibp308_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,1.43e-21,-1.2300000000000002e-21,3.56e-05,,,True
800,1469,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_14227_25_wfc3_ir_f105w_icxt25/hst_14227_25_wfc3_ir_f105w_icxt25_drz.fits,hst_14227_25_wfc3_ir_f105w_icxt25_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-9.140000000000001e-22,-1.7100000000000003e-21,3.56e-05,,,True
801,1470,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_10340_k3_acs_wfc_f775w_j92qk3/hst_10340_k3_acs_wfc_f775w_j92qk3_drc.fits,hst_10340_k3_acs_wfc_f775w_j92qk3_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,2.88e-22,-1.35e-23,1.39e-05,,,True
802,1471,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_13779_1m_wfc3_ir_f105w_icoi1m/hst_13779_1m_wfc3_ir_f105w_icoi1m_drz.fits,hst_13779_1m_wfc3_ir_f105w_icoi1m_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,7.64e-22,5.46e-22,3.56e-05,,,True
803,1472,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_57_acs_wfc_f775w_jb5x57/hst_11563_57_acs_wfc_f775w_jb5x57_drc.fits,hst_11563_57_acs_wfc_f775w_jb5x57_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,7.989999999999999e-23,-5.819999999999999e-23,1.39e-05,,,True
804,1475,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_2f_wfc3_ir_f160w_ib5x2f/hst_11563_2f_wfc3_ir_f160w_ib5x2f_drz.fits,hst_11563_2f_wfc3_ir_f160w_ib5x2f_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-6.72e-22,-1.5500000000000001e-21,3.56e-05,,,True
805,1476,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_36_wfc3_ir_f105w_ibp336/hst_12498_36_wfc3_ir_f105w_ibp336_drz.fits,hst_12498_36_wfc3_ir_f105w_ibp336_drz,2024-11-08,HST,WFC3,F105W,-3.56e-05,-9.47e-22,9.04e-22,3.56e-05,,,True
806,1477,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_43_wfc3_ir_f105w_ibp343/hst_12498_43_wfc3_ir_f105w_ibp343_drz.fits,hst_12498_43_wfc3_ir_f105w_ibp343_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,2.76e-21,2.1500000000000003e-21,3.56e-05,,,True
807,1478,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_1d_acs_wfc_f775w_j8m81d/hst_9978_1d_acs_wfc_f775w_j8m81d_drc.fits,hst_9978_1d_acs_wfc_f775w_j8m81d_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,2.16e-22,-2.61e-22,1.39e-05,,,True
808,1479,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_07_acs_wfc_f775w_j8m807/hst_9978_07_acs_wfc_f775w_j8m807_drc.fits,hst_9978_07_acs_wfc_f775w_j8m807_drc,2024-11-05,HST,ACS,F775W,-1.39e-05,-9.469999999999999e-23,-1.5100000000000001e-22,1.39e-05,,,True
809,1480,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_12_wfc3_ir_f160w_ibp312/hst_12498_12_wfc3_ir_f160w_ibp312_drz.fits,hst_12498_12_wfc3_ir_f160w_ibp312_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-1.49e-21,2.85e-22,3.56e-05,,,True
810,1481,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_62_wfc3_ir_f140w_ibp362/hst_12498_62_wfc3_ir_f140w_ibp362_drz.fits,hst_12498_62_wfc3_ir_f140w_ibp362_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,-1.76e-21,-3.2400000000000004e-21,3.56e-05,,,True
811,1482,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_10340_j9_acs_wfc_f775w_j92qj9/hst_10340_j9_acs_wfc_f775w_j92qj9_drc.fits,hst_10340_j9_acs_wfc_f775w_j92qj9_drc,2024-11-02,HST,ACS,F775W,-1.39e-05,-5.91e-22,-5.34e-22,1.39e-05,,,True
812,1483,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_1d_wfc3_ir_f125w_ib5x1d/hst_11563_1d_wfc3_ir_f125w_ib5x1d_drz.fits,hst_11563_1d_wfc3_ir_f125w_ib5x1d_drz,2024-11-09,HST,WFC3,F125W,-3.56e-05,1.4100000000000001e-22,-1.43e-21,3.56e-05,,,True
813,1484,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_13779_1c_wfc3_ir_f105w_icoi1c/hst_13779_1c_wfc3_ir_f105w_icoi1c_drz.fits,hst_13779_1c_wfc3_ir_f105w_icoi1c_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-3.13e-22,1.2200000000000001e-21,3.56e-05,,,True
814,1485,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_0d_acs_wfc_f775w_j8m80d/hst_9978_0d_acs_wfc_f775w_j8m80d_drc.fits,hst_9978_0d_acs_wfc_f775w_j8m80d_drc,2024-11-01,HST,ACS,F775W,-1.39e-05,3.69e-22,1.43e-22,1.39e-05,,,True
815,1486,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_34_wfc3_ir_f105w_ibp334/hst_12498_34_wfc3_ir_f105w_ibp334_drz.fits,hst_12498_34_wfc3_ir_f105w_ibp334_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,6.190000000000001e-22,-3.5e-22,3.56e-05,,,True
816,1487,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_05_wfc3_ir_f105w_ib5x05/hst_11563_05_wfc3_ir_f105w_ib5x05_drz.fits,hst_11563_05_wfc3_ir_f105w_ib5x05_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,1.3900000000000001e-21,-6.32e-22,3.56e-05,,,True
817,1488,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12061_gu_wfc3_ir_f160w_ibeugu/hst_12061_gu_wfc3_ir_f160w_ibeugu_drz.fits,hst_12061_gu_wfc3_ir_f160w_ibeugu_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,-1.1200000000000001e-22,1.39e-22,3.56e-05,,,True
818,1489,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_17073_15_wfc3_ir_f140w_iey615/hst_17073_15_wfc3_ir_f140w_iey615_drz.fits,hst_17073_15_wfc3_ir_f140w_iey615_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,1.73e-21,2.1200000000000003e-21,3.56e-05,,,True
819,1490,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_27_wfc3_ir_f160w_ib5x27/hst_11563_27_wfc3_ir_f160w_ib5x27_drz.fits,hst_11563_27_wfc3_ir_f160w_ib5x27_drz,2024-11-09,HST,WFC3,F160W,-3.56e-05,2.13e-21,1.94e-21,3.56e-05,,,True
820,1491,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_35_acs_wfc_f775w_j8m835/hst_9978_35_acs_wfc_f775w_j8m835_drc.fits,hst_9978_35_acs_wfc_f775w_j8m835_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,1.32e-21,1.3e-21,1.39e-05,,,True
821,1492,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9425_71_acs_wfc_f775w_j8e671/hst_9425_71_acs_wfc_f775w_j8e671_drc.fits,hst_9425_71_acs_wfc_f775w_j8e671_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-5.120000000000001e-22,-5.05e-22,1.39e-05,,,True
822,1494,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_1f_acs_wfc_f775w_j8m81f/hst_9978_1f_acs_wfc_f775w_j8m81f_drc.fits,hst_9978_1f_acs_wfc_f775w_j8m81f_drc,2024-11-05,HST,ACS,F775W,-1.39e-05,-2.0600000000000001e-22,3.6799999999999996e-23,1.39e-05,,,True
823,1495,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_25_acs_wfc_f775w_j8m825/hst_9978_25_acs_wfc_f775w_j8m825_drc.fits,hst_9978_25_acs_wfc_f775w_j8m825_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,2.35e-22,-1.9599999999999997e-23,1.39e-05,,,True
824,1496,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12177_36_wfc3_ir_f140w_ibhj36/hst_12177_36_wfc3_ir_f140w_ibhj36_drz.fits,hst_12177_36_wfc3_ir_f140w_ibhj36_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,-1.1200000000000002e-21,1.04e-21,3.56e-05,,,True
825,1497,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_52_acs_wfc_f775w_j8m852/hst_9978_52_acs_wfc_f775w_j8m852_drc.fits,hst_9978_52_acs_wfc_f775w_j8m852_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,-6.73e-22,-4.59e-22,1.39e-05,,,True
826,1498,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_29_wfc3_ir_f105w_ibp329/hst_12498_29_wfc3_ir_f105w_ibp329_drz.fits,hst_12498_29_wfc3_ir_f105w_ibp329_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,-7.67e-22,-1.73e-22,3.56e-05,,,True
827,1499,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9978_a0_acs_wfc_f775w_j8m8a0/hst_9978_a0_acs_wfc_f775w_j8m8a0_drc.fits,hst_9978_a0_acs_wfc_f775w_j8m8a0_drc,2024-11-04,HST,ACS,F775W,-1.39e-05,-4.7e-22,-5.17e-22,1.39e-05,,,True
828,1501,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_11563_11_wfc3_ir_f125w_ib5x11/hst_11563_11_wfc3_ir_f125w_ib5x11_drz.fits,hst_11563_11_wfc3_ir_f125w_ib5x11_drz,2024-11-08,HST,WFC3,F125W,-3.56e-05,3.47e-21,1.8700000000000002e-21,3.56e-05,,,True
829,1502,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_17073_07_wfc3_ir_f140w_iey607/hst_17073_07_wfc3_ir_f140w_iey607_drz.fits,hst_17073_07_wfc3_ir_f140w_iey607_drz,2024-11-09,HST,WFC3,F140W,-3.56e-05,2.48e-22,-6.42e-22,3.56e-05,,,True
830,1503,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_9575_eh_acs_wfc_f775w_j8fneh/hst_9575_eh_acs_wfc_f775w_j8fneh_drc.fits,hst_9575_eh_acs_wfc_f775w_j8fneh_drc,2024-11-07,HST,ACS,F775W,-1.39e-05,2.94e-22,3.0200000000000002e-22,1.39e-05,,,True
831,1504,Aphrodite,/astro/armin/bhoomika/pantheon_data_folder/Aphrodite/mastDownload/HST/hst_12498_46_wfc3_ir_f105w_ibp346/hst_12498_46_wfc3_ir_f105w_ibp346_drz.fits,hst_12498_46_wfc3_ir_f105w_ibp346_drz,2024-11-09,HST,WFC3,F105W,-3.56e-05,4.75e-22,5.16e-22,3.56e-05,,,True
