SNID,File_key,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Kron_Radius,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY
SCP05D6,hst_10496_o5_acs_wfc_f775w_j9epo5_drc,144,35.4402116,-3.4015495,74.84,4.081,0.926,3.5,-4.1381,0.0038,45.20858,0.1580059,1.0917307,-0.55895329,0.13576712
SCP05D6,j9epo4esq_drz,145,35.4597439,-3.3358879,0.35,0.872,0.376,5.27,-0.1919,0.0627,1.193365,0.06892775,1.3142072,-0.071083426,7.0555291
2010ae,hst_skycell-p0205x09y14_acs_wfc_f625w_all_drc,146,108.9568521,-57.3705262,25.2,1.077,0.976,3.5,-3.2781,0.0025,20.4756,0.04739681,0.89658397,-0.14494658,1.0164682
2010ae,jc2l03040_drz,147,108.8790453,-57.3332437,0.19,0.78,0.476,3.5,-0.5704,0.0166,1.691059,0.02578375,1.6457162,-0.018500345,4.4217515
2010ae,hst_12999_03_acs_wfc_f625w_jc2l03_drc,148,108.9574996,-57.3710469,-37.69,1.02,0.884,3.5,-1.7721,0.0111,5.114762,0.0521827,1.0795616,0.30745322,1.1598105
2010ae,jc2l03040_drc,149,108.9533292,-57.301138,-16.21,512.094,7.14,5.46,-7.0132,0.0063,638.6489,3.70803,0.0015318389,0.010512613,0.018085157
04D2fp,hst_14721_05_wfc3_ir_f160w_id6p05_drz,150,149.8802123,2.324442,10.24,5.785,5.561,3.5,-12.728,0.0,123364.7,0.6396882,0.029956255,-0.0008615157,0.032262452
04D2fp,hst_12578_10_wfc3_ir_f160w_ibra10_drz,151,149.7956911,2.2431005,66.37,12.747,8.435,3.93,-5.868,0.0069,222.4422,1.415382,0.012784986,-0.0058033783,0.0074238027
04D2fp,hst_15115_17_wfc3_ir_f140w_idnl17_drz,152,149.8645696,2.302119,-45.68,3.09,2.843,3.5,-6.0223,0.0028,256.4073,0.6656164,0.1144611,0.019047728,0.11401114
04D2fp,hst_skycell-p1359x03y12_wfc3_ir_f140w_all_drz,153,149.8359652,2.1206608,-5.3,7.277,7.13,3.5,-9.1446,0.0001,4548.295,0.2612478,0.018888831,0.00014475464,0.0196619
04D2fp,hst_16684_16_wfc3_ir_f160w_ienn16_drz,154,149.9779078,2.2044242,-71.26,0.876,0.558,5.53,-5.6124,0.0019,175.7724,0.3078846,3.0156217,1.1622243,1.4993744
04D2fp,hst_skycell-p1359x03y12_wfc3_ir_f160w_coarse-all_drz,155,149.9562938,2.1179023,-19.32,0.744,0.454,5.24,0.6553,0.1939,0.5468696,0.09762437,2.1366823,1.8963071,4.5086045
04D2fp,hst_16259_9s_wfc3_ir_f160w_iedw9s_drz,156,149.8811923,2.3129359,-28.46,1.371,0.82,9.67,-4.9126,0.0134,92.26279,1.136943,0.7488994,0.79962015,1.26981
04D2fp,hst_13793_01_wfc3_ir_f140w_iclo01_drz,157,149.8149329,2.1031756,58.42,4.287,3.586,3.5,-5.9006,0.0021,229.2067,0.4374249,0.071355604,-0.020849321,0.060809236
04D2fp,hst_16684_17_wfc3_ir_f160w_ienn17_drz,158,149.9439016,2.189841,-34.91,2.28,1.097,3.5,0.2788,0.6134,0.7735224,0.4369116,0.40162763,0.59984016,0.62199152
04D2fp,hst_13657_19_wfc3_ir_f160w_icor19_drz,159,150.0133155,2.3180999,61.99,3.753,1.727,3.5,-3.007,0.0171,15.95137,0.2512259,0.27701068,-0.21911757,0.12928149
04D2fp,hst_12167_03_wfc3_ir_f160w_ibhg03_drz,160,149.8736458,2.3244362,28.55,2.554,2.478,3.5,-7.66,0.0003,1158.79,0.3524967,0.15550166,-0.0079996493,0.16067578
04D2fp,hst_16684_13_wfc3_ir_f160w_ienn13_drz,161,150.0189092,2.224766,-66.88,8.684,1.64,7.13,-4.4273,0.0402,59.00654,2.184056,0.31639963,0.25888672,0.068534069
04D2fp,hst_12190_13_wfc3_ir_f140w_ibl013_drz,162,149.8681184,2.34008,72.28,5.15,2.586,3.5,-10.103,0.0002,10994.96,2.321232,0.13919835,-0.064854458,0.048066754
04D2fp,hst_16684_66_wfc3_ir_f160w_ienn66_drz,163,149.9783641,2.2047678,-71.95,1.969,1.027,3.5,-0.0085,0.5678,1.007883,0.5269563,0.88139504,0.40647155,0.32405505
04D2fp,ibhg03010_drz,164,149.8639747,2.354271,53.57,3.679,2.702,3.5,-5.0006,0.0046,100.0546,0.4223196,0.11473338,-0.060319107,0.096120574
04D2fp,hst_16684_09_wfc3_ir_f160w_ienn09_drz,165,149.9948229,2.0805333,-69.97,4.619,2.382,6.96,-5.3523,0.014,138.3369,1.778535,0.16103755,0.083252348,0.06204256
04D2fp,hst_13641_07_wfc3_ir_f160w_icow07_drz,166,149.8726283,2.1100881,-82.19,3.953,3.687,3.5,-5.4362,0.0035,149.4386,0.4752709,0.073389448,0.002573777,0.064187787
04D2fp,hst_16259_9t_wfc3_ir_f160w_iedw9t_drz,167,149.8835901,2.2453524,-53.44,8.991,6.057,3.5,-7.1444,0.0044,720.7419,2.932019,0.021975664,0.014247347,0.017651713
04D2fp,hst_13641_01_wfc3_ir_f160w_icow01_drz,168,149.9834053,2.0971528,59.57,1.654,0.608,4.95,-4.3523,0.0029,55.07153,0.1452821,2.1081197,-2.0469596,0.96674931
04D2fp,hst_16684_15_wfc3_ir_f160w_ienn15_drz,169,149.9551618,2.2325381,-66.57,12.413,4.326,3.5,-4.9501,0.0232,95.51105,2.038325,0.046013698,0.034257982,0.01391339
04D2fp,hst_13641_09_wfc3_ir_f160w_icow09_drz,170,149.9562868,2.3539278,34.7,1.727,0.793,7.99,-5.7546,0.0023,200.3812,0.4332708,0.74267524,-1.1765721,1.1847595
04D2fp,hst_skycell-p1359x03y13_wfc3_ir_f160w_coarse-all_drz,171,149.890843,2.3594959,-83.95,5.717,4.619,3.5,-6.0492,0.0028,262.837,0.6869751,0.046699241,0.0034155317,0.030775925
04D2fp,hst_16259_9v_wfc3_ir_f160w_iedw9v_drz,172,149.8806307,2.105243,-21.49,2.321,1.407,3.5,2.4179,7.3101,0.1078563,0.7260085,0.22862323,0.21805565,0.46255836
04D2fp,hst_16684_08_wfc3_ir_f160w_ienn08_drz,173,149.9494486,2.0919498,-28.32,5.18,1.723,3.72,-4.0617,0.0214,42.13765,0.8298016,0.10463625,0.25004521,0.26928326
04D2fp,hst_16684_05_wfc3_ir_f160w_ienn05_drz,174,149.9814808,2.1449266,-32.53,20.812,2.716,4.52,-10.1504,0.0003,11485.78,2.663266,0.040857486,0.12086911,0.097054757
04D2fp,hst_skycell-p1359x03y12_wfc3_ir_f160w_all_drz,175,149.9579492,2.1178708,5.8,1.555,0.457,8.06,1.092,0.1203,0.3657697,0.0405312,0.45809275,-0.87827444,4.7347736
04D2fp,hst_13657_09_wfc3_ir_f160w_icor09_drz,176,149.8892816,2.2838799,58.99,8.803,7.056,3.5,-6.3759,0.0023,355.1172,0.7461355,0.018181266,-0.0063439133,0.014810129
04D2fp,hst_12190_15_wfc3_ir_f140w_ibl015_drz,177,149.863157,2.3431167,50.54,2.003,1.221,5.77,-7.918,0.0013,1469.568,1.714186,0.50064087,-0.41410315,0.41959617
04D2fp,hst_13868_21_wfc3_ir_f160w_icp921_drz,178,149.9054503,2.309558,89.94,8.108,3.678,3.5,-8.3293,0.0003,2146.426,0.566533,0.073903397,-0.00011625027,0.015210733
04D2fp,hst_12167_03_wfc3_ir_f160w_drz,179,149.8697013,2.325408,-87.5,27.885,14.328,0.0,99.0,99.0,-9.429839,1.459368,0.0048641344,0.00031189818,0.0012928752
04D2fp,hst_16259_9u_wfc3_ir_f160w_iedw9u_drz,180,149.8819791,2.1809157,-59.8,16.347,4.79,3.5,-7.6427,0.0033,1140.506,3.463127,0.033501584,0.03463928,0.013822169
04D2fp,idnl17010_drz,181,149.8811247,2.3403137,64.73,5.665,2.991,3.5,-4.8868,0.0065,90.10314,0.5357383,0.097091615,-0.062242769,0.045844357
04D2fp,hst_skycell-p1359x03y13_wfc3_ir_f160w_all_drz,182,149.957557,2.3559688,-0.12,0.966,0.451,3.5,1.4114,0.0544,0.2725438,0.01364128,1.0709975,0.015970211,4.9215918
04D2fp,hst_14721_04_wfc3_ir_f160w_id6p04_drz,183,149.7808905,2.3275593,81.6,2.784,1.302,6.05,-5.7702,0.0019,203.2703,0.3615127,0.58002579,-0.13324066,0.1388977
04D2fp,hst_16684_06_wfc3_ir_f160w_ienn06_drz,184,149.9322107,2.1227401,-32.71,6.356,5.173,3.5,-6.1458,0.0057,287.3008,1.514505,0.028434722,0.011467529,0.033680148
04D2fp,hst_skycell-p1359x03y12_wfc3_ir_f140w_coarse-all_drz,185,149.8212845,2.1240939,11.68,4.362,3.367,3.5,-10.1606,0.0001,11594.29,0.8924367,0.054026987,-0.014138678,0.086750776
04D2fp,hst_13868_24_wfc3_ir_f160w_icp924_drz,186,149.9376121,2.2683045,1.02,7.811,5.582,3.5,-12.569,0.0,106565.2,0.9294838,0.016394893,-0.00055825477,0.032091502
04D2fp,hst_14114_46_wfc3_ir_f160w_icxe46_drz,187,149.8129404,2.2058755,83.59,8.074,3.798,3.5,-7.0733,0.0031,675.0065,1.956251,0.06866888,-0.0119865,0.016014965
04D2fp,hst_16259_9w_wfc3_ir_f160w_iedw9w_drz,188,149.8815026,2.0362648,-67.84,4.044,1.961,3.5,-3.8674,0.0361,35.23398,1.171736,0.23177287,0.13899045,0.089447036
04D2fp,hst_12578_08_wfc3_ir_f160w_ibra08_drz,189,149.9766892,2.0860123,-29.23,4.49,1.434,4.84,-10.0493,0.0001,10464.87,0.6893119,0.15362367,0.37187153,0.3819311
04D2fp,hst_16684_14_wfc3_ir_f160w_ienn14_drz,190,149.9806071,2.2411364,-11.06,1.37,1.146,5.25,-4.7524,0.007,79.60957,0.5112048,0.54146045,0.085870795,0.75271523
04D2fp,hst_16684_63_wfc3_ir_f160w_ienn63_drz,191,150.0119679,2.2188968,-13.04,2.001,0.867,6.29,-6.0758,0.004,269.3584,1.000887,0.30478182,0.47555247,1.2763087
04D2fp,hst_15229_02_wfc3_ir_f160w_idk102_drz,192,149.8950754,2.3514572,-86.23,4.343,4.116,3.5,-11.826,0.0,53752.52,0.7197052,0.058994163,0.00078645407,0.053044818
04D2fp,hst_16684_65_wfc3_ir_f160w_ienn65_drz,193,149.9456358,2.2278782,-30.59,4.375,2.713,3.5,-5.7299,0.0072,195.8743,1.289992,0.073885605,0.073238336,0.11416864
04D2fp,hst_13868_22_wfc3_ir_f160w_icp922_drz,194,149.9400822,2.3654257,-10.29,9.032,6.351,5.34,-4.3233,0.0248,53.62139,1.22221,0.012658684,0.0044072275,0.02439356
04D2fp,hst_16684_07_wfc3_ir_f160w_ienn07_drz,195,149.9830618,2.1096298,-22.61,2.021,0.484,3.5,-5.5457,0.0019,165.2978,0.2864482,0.83992261,2.8565691,3.6736498
04D2fp,hst_17226_08_wfc3_ir_f160w_iey008_drz,196,149.9186343,2.1016034,62.06,2.077,0.921,7.17,-7.8175,0.0002,1339.652,0.3054021,0.97006911,-0.78326428,0.43953454
04D2fp,icxe46010_drz,197,149.8171003,2.2129085,46.18,3.754,3.286,3.5,-11.514,0.0,40325.83,1.219032,0.082242265,-0.021649977,0.0813464
2002jg,if1za4050_drz,198,334.8759818,29.3879852,45.03,90.747,38.705,3.5,-12.6426,0.0007,114039.1,78.47631,0.00039474538,-0.00054610334,0.00039422358
2002jg,hst_17410_a4_wfc3_ir_f105w_ifa3a4_drz,199,334.8644413,29.3963755,23.52,102.065,21.84,3.5,-12.8316,0.0005,135724.2,61.3233,0.00041446387,-0.001463795,0.0017780202
2002jg,HST_11080_79_NIC_NIC3_F190N_drz,200,334.8731031,29.3977083,32.4,77.576,30.814,0.0,99.0,99.0,-119.6715,8.418798e-05,0.0004208193,-0.00080258824,0.00079855404
2002jg,hst_skycell-p2003x03y08_wfc3_ir_f105w_all_drz,201,334.878146,29.3717244,-55.17,26.015,20.693,3.5,-7.982,0.0034,1558.859,4.88835,0.0020554825,0.00080420077,0.0017573237
2002jg,hst_skycell-p2003x03y09_wfc3_ir_f125w_all_drz,202,334.8961233,29.3856993,0.28,0.791,0.5,5.1,0.2406,0.2038,0.8012365,0.1503296,1.5984446,-0.023297705,4.0012655
2002jg,hst_17410_a4_wfc3_ir_f140w_ifa3a4_drz,203,334.8657061,29.3957315,24.18,91.905,20.184,3.5,-13.7207,0.0001,307814.9,36.81525,0.00051044079,-0.0017460779,0.0020625272
2002jg,hst_skycell-p2003x03y08_wfc3_ir_f160w_all_drz,204,334.878178,29.3717682,-59.58,26.723,22.474,3.5,-8.0308,0.002,1630.45,3.005908,0.0018313569,0.00050609454,0.0015488955
2002jg,ifa3a4020_drz,205,334.8655146,29.3958313,-76.97,94.977,19.152,3.5,-13.7545,0.0001,317529.1,34.98439,0.0025935085,0.0011486516,0.00024371853
2002jg,hst_skycell-p2003x03y08_wfc3_ir_f105w_coarse-all_drz,206,334.8919813,29.3645271,-16.67,0.699,0.567,6.22,-7.7548,0.0012,1264.538,1.439227,2.1321979,0.58843935,3.02666
2002jg,hst_skycell-p2003x03y09_wfc3_ir_f160w_all_drz,207,334.8891959,29.3858239,-12.52,1.083,0.412,7.9,0.1029,0.1737,0.9095931,0.1455087,1.0890136,2.1280503,5.6461329
2002jg,hst_skycell-p2003x03y08_wfc3_ir_f125w_all_drz,208,334.878147,29.3717106,-60.81,25.361,20.866,3.5,-8.1107,0.0028,1754.967,4.51028,0.0021202171,0.00063185452,0.0017312758
2002jg,ifa3a4050_drz,209,334.8758539,29.3879184,47.33,86.238,49.536,3.5,-12.7667,0.0007,127847.0,85.92018,0.00028209304,-0.00027216127,0.00025990041
2002jg,hst_17128_a4_wfc3_ir_f105w_if1za4_drz,210,334.8655626,29.3954265,31.57,206.702,20.871,3.5,-11.9506,0.0014,60289.64,79.75239,0.00064621057,-0.0020271875,0.0016729926
2002jg,n9wu79020_mos,211,334.8656789,29.3957979,-14.08,50.335,9.668,3.5,-7.583,0.0019,1079.479,1.839356,0.001004389,0.0048623281,0.010088871
2002jg,ifa3a4060_drz,212,334.8759431,29.3879872,47.93,88.275,46.916,3.5,-12.5045,0.0009,100412.2,83.46989,0.00030796279,-0.00032427409,0.00027467255
2002jg,hst_skycell-p2003x03y08_wfc3_ir_f140w_all_drz,213,334.878183,29.3717714,-51.51,29.011,23.459,3.5,-8.4934,0.0015,2496.752,3.406644,0.0015735364,0.00061276829,0.0014317397
2002jg,n9wu79010_mos,214,334.8658105,29.3957215,-8.73,39.818,8.486,3.6,-7.1873,0.0039,749.7565,2.672013,0.00093581458,0.0039752377,0.013580131
2002jg,hst_17128_a4_wfc3_ir_f125w_if1za4_drz,215,334.875778,29.3878925,-32.14,81.69,42.746,3.5,-12.6996,0.0007,120181.1,78.81774,0.00026229635,0.00035801515,0.00043482817
2002jg,hst_skycell-p2003x03y08_wfc3_ir_f160w_coarse-all_drz,216,334.8919595,29.3645575,33.87,1.401,0.909,4.85,-5.433,0.0091,149.0057,1.246746,0.7274226,-0.64846879,0.99288052
2002jg,if1za4060_drz,217,334.8679557,29.3856258,77.78,54.495,23.719,3.5,-10.3896,0.0038,14316.25,50.69303,0.0017129305,-0.00059606275,0.00040127127
2002jg,hst_skycell-p2003x03y08_wfc3_ir_f125w_coarse-all_drz,218,334.8919725,29.3645263,-0.66,0.654,0.43,4.47,-4.7326,0.0116,78.16783,0.8359668,2.3380718,0.070668906,5.4180231
2002jg,hst_17410_a4_wfc3_ir_f125w_ifa3a4_drz,219,334.8758147,29.3878947,-29.32,85.366,38.495,3.5,-12.5435,0.0008,104083.7,74.85253,0.00026613951,0.0004590686,0.00054591533
2002jg,if1za4010_drz,220,334.875816,29.3879291,44.07,92.827,30.401,3.5,-12.7056,0.0004,120845.7,44.338,0.0005832953,-0.00096542068,0.00061474065
2002jg,hst_17128_a4_wfc3_ir_f140w_if1za4_drz,221,334.8660808,29.3956335,24.78,78.998,18.558,3.5,-13.7014,0.0001,302381.7,34.01416,0.00064219075,-0.0020879495,0.0024216282
2002jg,n9wu78010_mos,222,334.8764186,29.3881075,-66.62,25.804,6.387,4.35,-6.4402,0.0061,376.7742,2.127349,0.020886486,0.016763058,0.0051258337
2002jg,hst_17128_a4_wfc3_ir_f160w_if1za4_drz,223,334.8660395,29.395646,25.54,72.397,17.009,3.5,-13.3834,0.0001,225609.7,28.99251,0.00079787587,-0.0025409041,0.0028494864
2002jg,hst_skycell-p2003x03y09_wfc3_ir_f125w_coarse-all_drz,224,334.8766726,29.3884287,-20.91,68.898,43.36,3.5,-12.4838,0.0006,98516.02,58.77718,0.00025159912,0.00021422665,0.00049095252
2002jg,ifa3a4010_drz,225,334.8758985,29.3879498,46.14,88.306,22.32,3.5,-12.6742,0.0003,117406.2,36.49957,0.0011050685,-0.0018776371,0.0010305247
2002jg,hst_skycell-p2003x03y09_wfc3_ir_f160w_coarse-all_drz,226,334.8765813,29.3883833,-25.23,66.29,41.42,3.5,-12.442,0.0004,94796.97,35.14339,0.00029214582,0.00027405057,0.00051831035
2002jg,if1za4020_drz,227,334.8900915,29.3886751,18.73,4.986,4.505,3.5,-13.0676,0.0,168667.0,4.281334,0.041158747,-0.0055084731,0.048349619
2002jg,hst_17410_a4_wfc3_ir_f160w_ifa3a4_drz,228,334.8757235,29.3878183,-31.47,88.956,28.888,3.5,-12.5865,0.0004,108288.7,41.80775,0.00041846308,0.00095453497,0.00090621074
2002jg,HST_11080_78_NIC_NIC3_F190N_drz,229,334.8713578,29.3926478,-48.41,155.521,35.921,3.5,-4.4121,0.0,58.1904,3.273615e-05,0.00045178848,0.00072846422,0.00036456887
2002jg,HST_11080_79_NIC_NIC3_F187N_drz,230,334.8750736,29.3950505,-52.86,19.115,5.482,3.5,-3.8533,0.0,34.77894,7.347457e-06,0.022143507,0.029394623,0.013867459
2002jg,HST_11080_78_NIC_NIC3_F187N_drz,231,334.8874781,29.3887586,-76.03,53.028,7.861,0.0,99.0,99.0,-2.737749,9.0404e-06,0.015261778,0.0074153747,0.0012778505
2002jg,hst_skycell-p2003x03y09_wfc3_ir_f105w_coarse-all_drz,232,334.8644162,29.3963773,26.55,235.786,43.347,3.5,-13.0508,0.0009,166085.2,130.2262,0.00012074256,-0.00041124233,0.00042945051
2002jg,hst_skycell-p2003x03y08_wfc3_ir_f140w_coarse-all_drz,233,334.8919742,29.3645273,-27.13,0.874,0.453,7.88,-5.3652,0.0088,139.9889,1.132539,2.0508132,2.8899758,4.1307449
2002jg,hst_skycell-p2003x03y09_wfc3_ir_f140w_all_drz,234,334.8982485,29.3856759,-17.9,0.753,0.454,6.83,0.5224,0.2304,0.6180719,0.1311098,2.0554128,1.8101183,4.5648103
2002jg,hst_skycell-p2003x03y09_wfc3_ir_f140w_coarse-all_drz,235,334.8900876,29.3886794,-49.84,5.21,4.899,3.5,-13.0565,0.0,166958.5,4.086246,0.03965465,0.0047511589,0.038844224
2002jg,n9wu78020_mos,236,334.87615,29.3881316,-62.56,25.479,10.986,3.5,-6.3807,0.0044,356.6693,1.445931,0.006853167,0.0055169631,0.002972659
2002jg,hst_skycell-p2003x03y09_wfc3_ir_f105w_all_drz,237,334.862532,29.3862564,0.35,0.792,0.5,6.16,0.0395,0.212,0.9642517,0.1882187,1.5959812,-0.029835809,4.0052948
2635,hst_11670_67_acs_wfc_f625w_jb5167_drz,238,52.6937324,-1.2547381,-0.6,0.762,0.5,4.92,1.0095,0.2359,0.3946391,0.08573824,1.7244468,0.047621548,4.000711
2635,jb5167020_drz,239,52.7159639,-1.2211829,3.59,0.847,0.629,3.5,-1.5275,0.0183,4.083148,0.0689495,1.3981346,-0.14109942,2.5194249
1998bu,hst_skycell-p1541x12y19_wfc3_ir_f160w_all_drz,240,161.6759982,11.809197,69.61,1.527,0.823,6.54,-1.6438,0.1168,4.544712,0.4888865,1.3480415,-0.68298966,0.55599958
1998bu,hst_skycell-p1629x02y02_acs_hrc_f625w_all_drz,241,161.6927821,11.8304676,69.44,1.257,0.705,6.26,-0.6112,0.1205,1.75586,0.1948296,1.8411202,-0.90588099,0.80323941
1998bu,jw03707-o126_t023_nircam_clear-f150w_i2d,242,161.6754654,11.8310208,-2.7,1.435,0.478,7.01,-4.061,0.1211,42.10989,4.694836,0.49417722,0.36637482,4.3743935
1998bu,hst_skycell-p1630x19y02_wfc3_ir_f160w_coarse-all_drz,243,161.6814915,11.7967051,-18.49,2.097,0.396,7.2,-6.6813,0.0048,470.4431,2.064136,0.84729415,3.7072654,5.7692852
1998bu,hst_9299_05_acs_hrc_f625w_j8e805_drz,244,161.6927833,11.8304633,59.28,1.334,0.841,3.5,-1.2554,0.0239,3.178079,0.06996356,1.1912192,-0.74777728,0.78418648
1998bu,jw03707-c1108_t023_miri_f2100w_i2d,245,161.6655011,11.8422409,-85.7,1.687,1.525,5.71,-4.5781,0.1591,67.79932,9.929832,0.42945501,0.011759299,0.35177308
1998bu,j8e805051_drz,246,161.6963893,11.8361552,3.36,1.647,1.123,5.35,-0.5868,0.0822,1.716789,0.1298766,0.37024933,-0.049580775,0.79100084
1998bu,jw03707-o126_t023_nircam_clear-f335m_i2d,247,161.6707725,11.8197869,-15.26,0.717,0.445,6.18,-2.0148,0.2071,6.396393,1.219608,2.1599422,1.5713142,4.8254452
1998bu,hst_skycell-p1630x19y02_wfc3_ir_f160w_all_drz,248,161.6812929,11.7966592,-14.1,2.29,1.065,5.37,-5.5878,0.0019,171.8457,0.2964434,0.23167641,0.32679421,0.84093076
1998bu,idkv14030_drz,249,161.6902634,11.8200628,84.06,59.543,37.603,3.5,-16.0222,0.0001,2563705.0,218.1931,0.00070266786,-8.7547596e-05,0.00028661377
1998bu,jw03707-o126_t023_nircam_clear-f187n_i2d,250,161.6754693,11.8310293,-9.13,1.238,0.449,5.96,-4.7155,0.1801,76.94904,12.76267,0.76126772,1.3518021,4.8590374
1998bu,jw03707-o126_t023_nircam_clear-f300m_i2d,251,161.6678377,11.8133155,1.15,0.778,0.499,5.55,-1.8574,0.2635,5.532937,1.342726,1.651207,-0.094784401,4.012773
1998bu,hst_13691_22_wfc3_ir_f160w_icnw22_drz,252,161.7243332,11.8937305,-20.46,0.938,0.335,5.98,-4.5759,0.0011,67.6666,0.07076851,2.0859902,5.0862932,7.9525313
1998bu,hst_15133_14_wfc3_ir_f160w_idkv14_drz,253,161.690274,11.8200418,68.09,56.657,37.56,3.5,-16.0291,0.0001,2580118.0,177.3533,0.00065351633,-0.00027510384,0.00036684918
1998bu,hst_skycell-p1541x11y19_wfc3_ir_f160w_coarse-all_drz,254,161.7232706,11.8935439,-81.79,5.158,3.1,4.41,-9.3568,0.0001,5530.063,0.4493698,0.10272312,0.018787978,0.038939241
1998bu,jw03707-c1108_t023_miri_f770w_i2d,255,161.6738796,11.8196585,-47.01,59.345,15.4,3.5,-8.4674,0.012,2437.54,26.88648,0.002388359,0.0039229966,0.0021122275
1998bu,hst_skycell-p1541x11y19_wfc3_ir_f160w_all_drz,256,161.7232722,11.8935493,70.3,16.699,6.682,3.69,-9.0108,0.0001,4020.744,0.2014147,0.020256899,-0.011938565,0.0057236496
1998bu,jw03707-o125_t023_miri_f770w_i2d,257,161.6738842,11.8196513,-46.84,59.687,15.411,3.5,-8.4838,0.0119,2474.743,27.17907,0.0023718935,0.003921764,0.0021193868
1998bu,hst_skycell-p1541x12y19_wfc3_ir_f160w_coarse-all_drz,258,161.6760156,11.8119746,-11.43,0.947,0.693,7.17,-3.2908,0.1662,20.716,3.170356,1.1534684,0.3760218,2.0453644
1998bu,jw03707-o125_t023_miri_f2100w_i2d,259,161.6694981,11.8409251,8.77,8.163,5.613,4.79,-7.8985,0.0221,1443.483,29.34672,0.01539677,-0.0050395057,0.031348303
2011M,hst_skycell-p2463x05y12_wfc3_uvis_f625w_all_drc,260,75.1475124,62.2166339,-66.28,1.092,1.043,3.5,-4.4759,0.0019,61.71251,0.1072191,0.90615743,0.059681196,0.85136437
2011M,iey922020_drc,261,75.1395751,62.2275203,40.44,5.026,4.228,3.5,-9.2234,0.0001,4890.766,0.4439645,0.046465885,-0.016135816,0.049056675
2011M,hst_17194_22_wfc3_uvis_f625w_iey922_drc,262,75.1475125,62.2166339,-53.73,1.089,1.051,3.5,-4.4733,0.0018,61.56153,0.103131,0.88406426,0.059920792,0.86522788
2011M,iey922020_drz,263,75.1395755,62.2275204,41.58,5.034,4.228,3.5,-9.223,0.0001,4888.954,0.4469979,0.046726152,-0.016363483,0.048689216
2006bz,hst_14182_01_wfc3_ir_f160w_icwr01_drz,264,195.1434499,27.9346944,13.68,29.593,26.157,3.5,-9.5001,0.0004,6310.32,2.428313,0.0011597625,-0.00014694914,0.0014436822
2006bz,hst_skycell-p1973x14y02_wfc3_ir_f160w_all_drz,265,195.2466815,27.8188786,0.73,0.802,0.5,3.5,2.5037,0.133,0.09966437,0.01220941,1.55572,-0.062590681,4.0011988
2006bz,hst_14182_16_wfc3_ir_f160w_icwr16_drz,266,195.1090273,28.0088924,-6.45,18.291,17.012,3.5,-8.6987,0.0005,3016.298,1.450907,0.0029947876,0.00010409819,0.0034495625
2006bz,hst_14182_10_wfc3_ir_f160w_icwr10_drz,267,195.044534,27.9645458,27.29,5.487,5.163,3.5,-13.2599,0.0,201347.8,0.8918678,0.034113809,-0.0035059312,0.036606655
2006bz,hst_14182_02_wfc3_ir_f160w_icwr02_drz,268,195.1034146,27.926679,68.4,45.034,15.393,3.5,-9.8218,0.0003,8486.305,2.55936,0.0037152807,-0.0025516329,0.00099824835
2006bz,hst_13352_d1_wfc3_ir_f160w_icdxd1_drz,269,195.2500531,27.8198452,-73.65,2.842,2.403,3.5,-6.0305,0.0049,258.3444,1.155865,0.16923858,0.026643747,0.12773398
2006bz,hst_14182_09_wfc3_ir_f160w_icwr09_drz,270,195.1183025,27.9723996,8.85,48.171,26.882,3.5,-11.8138,0.0001,53152.23,3.674342,0.00045350305,-0.00028972683,0.0013613043
2006bz,hst_13352_cy_wfc3_ir_f160w_icdxcy_drz,271,195.2585194,27.8237296,-73.35,8.157,5.106,5.66,-5.8082,0.0227,210.5145,4.403369,0.036438134,0.012810118,0.016943978
2006bz,hst_14182_06_wfc3_ir_f160w_icwr06_drz,272,194.8837445,27.9210607,-15.63,21.084,18.73,3.5,-8.8797,0.0008,3563.482,2.493438,0.0022930668,0.00031187141,0.0028068316
2006bz,icwr08050_drz,273,195.1781775,27.9713779,6.06,35.404,32.709,3.5,-12.828,0.0,135265.9,2.922194,0.00079930708,-2.873594e-05,0.00093318243
2006bz,hst_14182_05_wfc3_ir_f160w_icwr05_drz,274,194.9587867,27.9248444,52.48,31.089,20.065,3.5,-10.9003,0.0001,22915.86,2.36695,0.0019462024,-0.0013999902,0.0015722014
2006bz,hst_skycell-p1892x03y19_wfc3_ir_f160w_coarse-all_drz,275,195.2585352,27.8237529,-65.92,11.063,6.01,5.21,-5.8256,0.0144,213.9135,2.835337,0.024435164,0.014540092,0.01142049
2006bz,hst_14182_11_wfc3_ir_f160w_icwr11_drz,276,195.0216664,27.9766901,43.06,94.904,50.594,3.5,-10.6036,0.0009,17435.01,13.82152,0.00024140322,-0.0002790018,0.00026029313
2006bz,hst_14182_04_wfc3_ir_f160w_icwr04_drz,277,194.9860607,27.9300519,-29.17,41.197,24.058,3.5,-11.628,0.0001,44792.29,3.132177,0.00085965171,0.00096908357,0.0014573738
2006bz,hst_13352_d0_wfc3_ir_f160w_icdxd0_drz,278,195.2585373,27.8237534,-60.21,9.243,4.806,5.5,-5.8286,0.0224,214.5092,4.41473,0.035491977,0.027237579,0.019502567
