SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2
500038,/astro/armin/bhoomika/pantheon_data_folder/500038/mastDownload/JWST/jw04265-o002_b000000033_nirspec_f170lp-g235m/jw04265-o002_b000000033_nirspec_f170lp-g235m_s2d.fits,jw04265-o002_b000000033_nirspec_f170lp-g235m_s2d,2025-06-15T17:32:06.488,JWST,NIRSPEC,F170LP,,,,
500038,/astro/armin/bhoomika/pantheon_data_folder/500038/mastDownload/JWST/jw04265-o002_b000000033_nirspec_f170lp-g235m/jw04265-o002_b000000033_nirspec_f170lp-g235m_crf.fits,jw04265-o002_b000000033_nirspec_f170lp-g235m_crf,2025-06-15T17:31:56.359,JWST,NIRSPEC,F170LP,,,,
500038,/astro/armin/bhoomika/pantheon_data_folder/500038/mastDownload/JWST/jw01727-o017_t065_nircam_clear-f444w/jw01727-o017_t065_nircam_clear-f444w_i2d.fits,jw01727-o017_t065_nircam_clear-f444w_i2d,2025-05-24T22:30:28.630,JWST,NIRCAM,F444W,,,,
500038,/astro/armin/bhoomika/pantheon_data_folder/500038/mastDownload/JWST/jw01727-o015_t057_nircam_clear-f277w/jw01727-o015_t057_nircam_clear-f277w_i2d.fits,jw01727-o015_t057_nircam_clear-f277w_i2d,2025-05-25T02:43:32.962,JWST,NIRCAM,F277W,,,,
500038,/astro/armin/bhoomika/pantheon_data_folder/500038/mastDownload/JWST/jw01727-o017_t065_nircam_clear-f277w/jw01727-o017_t065_nircam_clear-f277w_i2d.fits,jw01727-o017_t065_nircam_clear-f277w_i2d,2025-05-24T22:30:19.878,JWST,NIRCAM,F277W,,,,
500038,/astro/armin/bhoomika/pantheon_data_folder/500038/mastDownload/JWST/jw04265-o002_b000000029_nirspec_f170lp-g235m/jw04265-o002_b000000029_nirspec_f170lp-g235m_crf.fits,jw04265-o002_b000000029_nirspec_f170lp-g235m_crf,2025-06-15T17:30:30.844,JWST,NIRSPEC,F170LP,,,,
500038,/astro/armin/bhoomika/pantheon_data_folder/500038/mastDownload/JWST/jw04265-o002_b000000029_nirspec_f170lp-g235m/jw04265-o002_b000000029_nirspec_f170lp-g235m_s2d.fits,jw04265-o002_b000000029_nirspec_f170lp-g235m_s2d,2025-06-15T17:30:40.952,JWST,NIRSPEC,F170LP,,,,
500038,/astro/armin/bhoomika/pantheon_data_folder/500038/mastDownload/JWST/jw04265-o002_b000000029_nirspec_f170lp-g235m/jw04265-o002_b000000029_nirspec_f170lp-g235m_x1d.fits,jw04265-o002_b000000029_nirspec_f170lp-g235m_x1d,2025-06-15T17:30:45.075,JWST,NIRSPEC,F170LP,,,,
2011iv,/astro/armin/bhoomika/pantheon_data_folder/2011iv/mastDownload/JWST/jw03055-o003_t003_nircam_clear-f150w/jw03055-o003_t003_nircam_clear-f150w_i2d.fits,jw03055-o003_t003_nircam_clear-f150w_i2d,2025-06-06T07:23:10.083,JWST,NIRCAM,F150W,,,,
2011iv,/astro/armin/bhoomika/pantheon_data_folder/2011iv/mastDownload/JWST/jw03055-o003_t003_nircam_clear-f356w/jw03055-o003_t003_nircam_clear-f356w_i2d.fits,jw03055-o003_t003_nircam_clear-f356w_i2d,2025-06-06T07:13:38.619,JWST,NIRCAM,F356W,,,,
2011iv,/astro/armin/bhoomika/pantheon_data_folder/2011iv/mastDownload/JWST/jw03055-o003_t003_nircam_clear-f277w/jw03055-o003_t003_nircam_clear-f277w_i2d.fits,jw03055-o003_t003_nircam_clear-f277w_i2d,2025-06-06T07:13:27.408,JWST,NIRCAM,F277W,,,,
2011iv,/astro/armin/bhoomika/pantheon_data_folder/2011iv/mastDownload/JWST/jw03055-o003_t003_nircam_clear-f090w/jw03055-o003_t003_nircam_clear-f090w_i2d.fits,jw03055-o003_t003_nircam_clear-f090w_i2d,2025-06-06T07:26:53.317,JWST,NIRCAM,F090W,,,,
PS1-14xw,/astro/armin/bhoomika/pantheon_data_folder/PS1-14xw/mastDownload/JWST/jw01265-o001_t004_miri_f1130w/jw01265-o001_t004_miri_f1130w_i2d.fits,jw01265-o001_t004_miri_f1130w_i2d,2025-06-18T01:03:51.203,JWST,MIRI,F1130W,,,,
PS1-14xw,/astro/armin/bhoomika/pantheon_data_folder/PS1-14xw/mastDownload/JWST/jw01265-o001_t004_miri_f770w/jw01265-o001_t004_miri_f770w_i2d.fits,jw01265-o001_t004_miri_f770w_i2d,2025-06-18T01:03:49.747,JWST,MIRI,F770W,,,,
PS1-14xw,/astro/armin/bhoomika/pantheon_data_folder/PS1-14xw/mastDownload/JWST/jw01265-o003_t001_miri_f560w/jw01265-o003_t001_miri_f560w_i2d.fits,jw01265-o003_t001_miri_f560w_i2d,2025-06-18T01:04:00.793,JWST,MIRI,F560W,,,,
PS1-14xw,/astro/armin/bhoomika/pantheon_data_folder/PS1-14xw/mastDownload/JWST/jw01265-o002_t002_miri_f1130w/jw01265-o002_t002_miri_f1130w_i2d.fits,jw01265-o002_t002_miri_f1130w_i2d,2025-06-18T01:03:14.669,JWST,MIRI,F1130W,,,,
PS1-14xw,/astro/armin/bhoomika/pantheon_data_folder/PS1-14xw/mastDownload/JWST/jw01265-o002_t002_miri_f770w/jw01265-o002_t002_miri_f770w_i2d.fits,jw01265-o002_t002_miri_f770w_i2d,2025-06-18T01:03:12.354,JWST,MIRI,F770W,,,,
PS1-14xw,/astro/armin/bhoomika/pantheon_data_folder/PS1-14xw/mastDownload/JWST/jw01265-o001_t004_miri_f560w/jw01265-o001_t004_miri_f560w_i2d.fits,jw01265-o001_t004_miri_f560w_i2d,2025-06-18T01:03:42.962,JWST,MIRI,F560W,,,,
PS1-14xw,/astro/armin/bhoomika/pantheon_data_folder/PS1-14xw/mastDownload/JWST/jw01265-o003_t001_miri_f1130w/jw01265-o003_t001_miri_f1130w_i2d.fits,jw01265-o003_t001_miri_f1130w_i2d,2025-06-18T01:03:58.602,JWST,MIRI,F1130W,,,,
PS1-14xw,/astro/armin/bhoomika/pantheon_data_folder/PS1-14xw/mastDownload/JWST/jw01265-o002_t002_miri_f560w/jw01265-o002_t002_miri_f560w_i2d.fits,jw01265-o002_t002_miri_f560w_i2d,2025-06-18T01:03:18.369,JWST,MIRI,F560W,,,,
2018gv,/astro/armin/bhoomika/pantheon_data_folder/2018gv/mastDownload/JWST/jw02875-o001_t001_nircam_clear-f150w/jw02875-o001_t001_nircam_clear-f150w_i2d.fits,jw02875-o001_t001_nircam_clear-f150w_i2d,2025-06-12T06:49:01.296,JWST,NIRCAM,F150W,,,,
2018gv,/astro/armin/bhoomika/pantheon_data_folder/2018gv/mastDownload/JWST/jw02875-o001_t001_nircam_clear-f090w/jw02875-o001_t001_nircam_clear-f090w_i2d.fits,jw02875-o001_t001_nircam_clear-f090w_i2d,2025-06-12T06:48:20.441,JWST,NIRCAM,F090W,,,,
2018gv,/astro/armin/bhoomika/pantheon_data_folder/2018gv/mastDownload/JWST/jw02875-o001_t001_nircam_clear-f277w/jw02875-o001_t001_nircam_clear-f277w_i2d.fits,jw02875-o001_t001_nircam_clear-f277w_i2d,2025-06-12T06:42:19.435,JWST,NIRCAM,F277W,,,,
2013dy,/astro/armin/bhoomika/pantheon_data_folder/2013dy/mastDownload/JWST/jw01995-o014_t014_nircam_clear-f115w/jw01995-o014_t014_nircam_clear-f115w_i2d.fits,jw01995-o014_t014_nircam_clear-f115w_i2d,2025-06-05T08:48:43.394,JWST,NIRCAM,F115W,,,,
2013dy,/astro/armin/bhoomika/pantheon_data_folder/2013dy/mastDownload/JWST/jw01995-o014_t014_nircam_clear-f444w/jw01995-o014_t014_nircam_clear-f444w_i2d.fits,jw01995-o014_t014_nircam_clear-f444w_i2d,2025-06-05T08:22:41.625,JWST,NIRCAM,F444W,,,,
2011by,/astro/armin/bhoomika/pantheon_data_folder/2011by/mastDownload/JWST/jw01995-o017_t017_nircam_clear-f356w/jw01995-o017_t017_nircam_clear-f356w_i2d.fits,jw01995-o017_t017_nircam_clear-f356w_i2d,2025-06-05T08:23:43.565,JWST,NIRCAM,F356W,,,,
2011by,/astro/armin/bhoomika/pantheon_data_folder/2011by/mastDownload/JWST/jw01995-o017_t017_nircam_clear-f115w/jw01995-o017_t017_nircam_clear-f115w_i2d.fits,jw01995-o017_t017_nircam_clear-f115w_i2d,2025-06-05T08:47:08.679,JWST,NIRCAM,F115W,,,,
1992A,/astro/armin/bhoomika/pantheon_data_folder/1992A/mastDownload/JWST/jw03055-o001_t001_nircam_clear-f150w/jw03055-o001_t001_nircam_clear-f150w_i2d.fits,jw03055-o001_t001_nircam_clear-f150w_i2d,2025-06-06T06:51:19.038,JWST,NIRCAM,F150W,,,,
1992A,/astro/armin/bhoomika/pantheon_data_folder/1992A/mastDownload/JWST/jw03055-o001_t001_nircam_clear-f356w/jw03055-o001_t001_nircam_clear-f356w_i2d.fits,jw03055-o001_t001_nircam_clear-f356w_i2d,2025-06-06T06:44:40.319,JWST,NIRCAM,F356W,,,,
1992A,/astro/armin/bhoomika/pantheon_data_folder/1992A/mastDownload/JWST/jw03055-o001_t001_nircam_clear-f090w/jw03055-o001_t001_nircam_clear-f090w_i2d.fits,jw03055-o001_t001_nircam_clear-f090w_i2d,2025-06-06T06:55:12.157,JWST,NIRCAM,F090W,,,,
1992A,/astro/armin/bhoomika/pantheon_data_folder/1992A/mastDownload/JWST/jw03055-o001_t001_nircam_clear-f277w/jw03055-o001_t001_nircam_clear-f277w_i2d.fits,jw03055-o001_t001_nircam_clear-f277w_i2d,2025-06-06T06:44:09.920,JWST,NIRCAM,F277W,,,,
2002cr,/astro/armin/bhoomika/pantheon_data_folder/2002cr/mastDownload/JWST/jw01685-c1008_t004_nircam_clear-f277w/jw01685-c1008_t004_nircam_clear-f277w_i2d.fits,jw01685-c1008_t004_nircam_clear-f277w_i2d,2025-04-05T01:18:49.399,JWST,NIRCAM,F277W,,,,
2002cr,/astro/armin/bhoomika/pantheon_data_folder/2002cr/mastDownload/JWST/jw01685-o007_t004_nircam_clear-f277w/jw01685-o007_t004_nircam_clear-f277w_i2d.fits,jw01685-o007_t004_nircam_clear-f277w_i2d,2025-06-08T05:51:26.954,JWST,NIRCAM,F277W,,,,
2002cr,/astro/armin/bhoomika/pantheon_data_folder/2002cr/mastDownload/JWST/jw01685-c1008_t004_nircam_clear-f090w/jw01685-c1008_t004_nircam_clear-f090w_i2d.fits,jw01685-c1008_t004_nircam_clear-f090w_i2d,2025-04-05T01:42:45.035,JWST,NIRCAM,F090W,,,,
2002cr,/astro/armin/bhoomika/pantheon_data_folder/2002cr/mastDownload/JWST/jw01685-o008_t004_nircam_clear-f150w/jw01685-o008_t004_nircam_clear-f150w_i2d.fits,jw01685-o008_t004_nircam_clear-f150w_i2d,2025-06-08T05:28:45.382,JWST,NIRCAM,F150W,,,,
2002cr,/astro/armin/bhoomika/pantheon_data_folder/2002cr/mastDownload/JWST/jw01685-o007_t004_nircam_clear-f090w/jw01685-o007_t004_nircam_clear-f090w_i2d.fits,jw01685-o007_t004_nircam_clear-f090w_i2d,2025-06-08T06:02:27.057,JWST,NIRCAM,F090W,,,,
2002cr,/astro/armin/bhoomika/pantheon_data_folder/2002cr/mastDownload/JWST/jw01685-o008_t004_nircam_clear-f090w/jw01685-o008_t004_nircam_clear-f090w_i2d.fits,jw01685-o008_t004_nircam_clear-f090w_i2d,2025-06-08T05:27:17.821,JWST,NIRCAM,F090W,,,,
2002cr,/astro/armin/bhoomika/pantheon_data_folder/2002cr/mastDownload/JWST/jw01685-o008_t004_nircam_clear-f277w/jw01685-o008_t004_nircam_clear-f277w_i2d.fits,jw01685-o008_t004_nircam_clear-f277w_i2d,2025-06-08T05:17:16.995,JWST,NIRCAM,F277W,,,,
2002cr,/astro/armin/bhoomika/pantheon_data_folder/2002cr/mastDownload/JWST/jw01685-c1008_t004_nircam_clear-f150w/jw01685-c1008_t004_nircam_clear-f150w_i2d.fits,jw01685-c1008_t004_nircam_clear-f150w_i2d,2025-04-05T01:28:35.323,JWST,NIRCAM,F150W,,,,
2002cr,/astro/armin/bhoomika/pantheon_data_folder/2002cr/mastDownload/JWST/jw01685-o007_t004_nircam_clear-f150w/jw01685-o007_t004_nircam_clear-f150w_i2d.fits,jw01685-o007_t004_nircam_clear-f150w_i2d,2025-06-08T06:02:58.761,JWST,NIRCAM,F150W,,,,
1972E,/astro/armin/bhoomika/pantheon_data_folder/1972E/mastDownload/JWST/jw05014-o007_t002_miri_f2100w/jw05014-o007_t002_miri_f2100w_i2d.fits,jw05014-o007_t002_miri_f2100w_i2d,2025-06-12T02:39:59.090,JWST,MIRI,F2100W,,,,
1972E,/astro/armin/bhoomika/pantheon_data_folder/1972E/mastDownload/JWST/jw05014-o007_t002_miri_f770w/jw05014-o007_t002_miri_f770w_i2d.fits,jw05014-o007_t002_miri_f770w_i2d,2025-06-12T02:39:53.343,JWST,MIRI,F770W,,,,
1972E,/astro/armin/bhoomika/pantheon_data_folder/1972E/mastDownload/JWST/jw05014-o018_t005_miri_f2100w/jw05014-o018_t005_miri_f2100w_i2d.fits,jw05014-o018_t005_miri_f2100w_i2d,2025-06-12T02:40:04.750,JWST,MIRI,F2100W,,,,
1972E,/astro/armin/bhoomika/pantheon_data_folder/1972E/mastDownload/JWST/jw05014-o018_t005_miri_f1130w/jw05014-o018_t005_miri_f1130w_i2d.fits,jw05014-o018_t005_miri_f1130w_i2d,2025-06-12T02:39:54.565,JWST,MIRI,F1130W,,,,
1972E,/astro/armin/bhoomika/pantheon_data_folder/1972E/mastDownload/JWST/jw05014-o007_t002_miri_f1130w/jw05014-o007_t002_miri_f1130w_i2d.fits,jw05014-o007_t002_miri_f1130w_i2d,2025-06-12T02:39:49.627,JWST,MIRI,F1130W,,,,
1972E,/astro/armin/bhoomika/pantheon_data_folder/1972E/mastDownload/JWST/jw05014-o018_t005_miri_f770w/jw05014-o018_t005_miri_f770w_i2d.fits,jw05014-o018_t005_miri_f770w_i2d,2025-06-12T02:39:54.485,JWST,MIRI,F770W,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw03429-o011_t003_nircam_clear-f444w/jw03429-o011_t003_nircam_clear-f444w_i2d.fits,jw03429-o011_t003_nircam_clear-f444w_i2d,2025-06-07T15:15:26.786,JWST,NIRCAM,F444W,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw04087-o001_t001_nircam_clear-f182m/jw04087-o001_t001_nircam_clear-f182m_i2d.fits,jw04087-o001_t001_nircam_clear-f182m_i2d,2025-06-17T15:14:07.971,JWST,NIRCAM,F182M,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw04087-o001_t001_nircam_clear-f444w/jw04087-o001_t001_nircam_clear-f444w_i2d.fits,jw04087-o001_t001_nircam_clear-f444w_i2d,2025-06-17T14:58:39.329,JWST,NIRCAM,F444W,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw02452-o002_t002_nircam_clear-f200w/jw02452-o002_t002_nircam_clear-f200w_i2d.fits,jw02452-o002_t002_nircam_clear-f200w_i2d,2025-06-13T03:30:38.705,JWST,NIRCAM,F200W,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw03429-o011_t003_nircam_clear-f187n/jw03429-o011_t003_nircam_clear-f187n_i2d.fits,jw03429-o011_t003_nircam_clear-f187n_i2d,2025-06-07T15:28:53.842,JWST,NIRCAM,F187N,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw04087-o001_t001_nircam_clear-f150w/jw04087-o001_t001_nircam_clear-f150w_i2d.fits,jw04087-o001_t001_nircam_clear-f150w_i2d,2025-06-17T15:11:05.312,JWST,NIRCAM,F150W,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw02452-o002_t002_nircam_clear-f360m/jw02452-o002_t002_nircam_clear-f360m_i2d.fits,jw02452-o002_t002_nircam_clear-f360m_i2d,2025-06-13T02:47:47.286,JWST,NIRCAM,F360M,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw04087-o001_t001_nircam_clear-f277w/jw04087-o001_t001_nircam_clear-f277w_i2d.fits,jw04087-o001_t001_nircam_clear-f277w_i2d,2025-06-17T15:01:18.958,JWST,NIRCAM,F277W,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw02452-o002_t002_nircam_clear-f300m/jw02452-o002_t002_nircam_clear-f300m_i2d.fits,jw02452-o002_t002_nircam_clear-f300m_i2d,2025-06-13T02:47:37.487,JWST,NIRCAM,F300M,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw02452-o002_t002_nircam_clear-f335m/jw02452-o002_t002_nircam_clear-f335m_i2d.fits,jw02452-o002_t002_nircam_clear-f335m_i2d,2025-06-13T02:50:06.048,JWST,NIRCAM,F335M,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw04087-o001_t001_nircam_clear-f356w/jw04087-o001_t001_nircam_clear-f356w_i2d.fits,jw04087-o001_t001_nircam_clear-f356w_i2d,2025-06-17T14:59:00.146,JWST,NIRCAM,F356W,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw04087-o001_t001_nircam_clear-f115w/jw04087-o001_t001_nircam_clear-f115w_i2d.fits,jw04087-o001_t001_nircam_clear-f115w_i2d,2025-06-17T15:12:03.476,JWST,NIRCAM,F115W,,,,
2011fe,/astro/armin/bhoomika/pantheon_data_folder/2011fe/mastDownload/JWST/jw02452-o002_t002_nircam_clear-f212n/jw02452-o002_t002_nircam_clear-f212n_i2d.fits,jw02452-o002_t002_nircam_clear-f212n_i2d,2025-06-13T06:35:07.751,JWST,NIRCAM,F212N,,,,
2012ht,/astro/armin/bhoomika/pantheon_data_folder/2012ht/mastDownload/JWST/jw02875-o012_t009_nircam_clear-f150w/jw02875-o012_t009_nircam_clear-f150w_i2d.fits,jw02875-o012_t009_nircam_clear-f150w_i2d,2025-06-12T06:14:27.358,JWST,NIRCAM,F150W,,,,
2012ht,/astro/armin/bhoomika/pantheon_data_folder/2012ht/mastDownload/JWST/jw02875-o012_t009_nircam_clear-f356w/jw02875-o012_t009_nircam_clear-f356w_i2d.fits,jw02875-o012_t009_nircam_clear-f356w_i2d,2025-06-12T06:01:31.519,JWST,NIRCAM,F356W,,,,
2012ht,/astro/armin/bhoomika/pantheon_data_folder/2012ht/mastDownload/JWST/jw02875-o012_t009_nircam_clear-f090w/jw02875-o012_t009_nircam_clear-f090w_i2d.fits,jw02875-o012_t009_nircam_clear-f090w_i2d,2025-06-12T06:14:25.094,JWST,NIRCAM,F090W,,,,
2012ht,/astro/armin/bhoomika/pantheon_data_folder/2012ht/mastDownload/JWST/jw02875-o012_t009_nircam_clear-f277w/jw02875-o012_t009_nircam_clear-f277w_i2d.fits,jw02875-o012_t009_nircam_clear-f277w_i2d,2025-06-12T06:00:28.772,JWST,NIRCAM,F277W,,,,
2013aa,/astro/armin/bhoomika/pantheon_data_folder/2013aa/mastDownload/JWST/jw01995-o023_t022_nircam_clear-f356w/jw01995-o023_t022_nircam_clear-f356w_i2d.fits,jw01995-o023_t022_nircam_clear-f356w_i2d,2025-06-05T07:12:30.972,JWST,NIRCAM,F356W,,,,
2013aa,/astro/armin/bhoomika/pantheon_data_folder/2013aa/mastDownload/JWST/jw01685-o011_t006_nircam_clear-f150w/jw01685-o011_t006_nircam_clear-f150w_i2d.fits,jw01685-o011_t006_nircam_clear-f150w_i2d,2025-06-08T05:09:44.640,JWST,NIRCAM,F150W,,,,
2013aa,/astro/armin/bhoomika/pantheon_data_folder/2013aa/mastDownload/JWST/jw01685-o011_t006_nircam_clear-f277w/jw01685-o011_t006_nircam_clear-f277w_i2d.fits,jw01685-o011_t006_nircam_clear-f277w_i2d,2025-06-08T05:00:02.167,JWST,NIRCAM,F277W,,,,
2013aa,/astro/armin/bhoomika/pantheon_data_folder/2013aa/mastDownload/JWST/jw01685-c1010_t006_nircam_clear-f090w/jw01685-c1010_t006_nircam_clear-f090w_i2d.fits,jw01685-c1010_t006_nircam_clear-f090w_i2d,2025-04-05T02:07:55.843,JWST,NIRCAM,F090W,,,,
2013aa,/astro/armin/bhoomika/pantheon_data_folder/2013aa/mastDownload/JWST/jw01685-c1010_t006_nircam_clear-f150w/jw01685-c1010_t006_nircam_clear-f150w_i2d.fits,jw01685-c1010_t006_nircam_clear-f150w_i2d,2025-04-05T02:16:52.168,JWST,NIRCAM,F150W,,,,
2013aa,/astro/armin/bhoomika/pantheon_data_folder/2013aa/mastDownload/JWST/jw01685-o011_t006_nircam_clear-f090w/jw01685-o011_t006_nircam_clear-f090w_i2d.fits,jw01685-o011_t006_nircam_clear-f090w_i2d,2025-06-08T05:09:03.911,JWST,NIRCAM,F090W,,,,
2013aa,/astro/armin/bhoomika/pantheon_data_folder/2013aa/mastDownload/JWST/jw01995-o023_t022_nircam_clear-f115w/jw01995-o023_t022_nircam_clear-f115w_i2d.fits,jw01995-o023_t022_nircam_clear-f115w_i2d,2025-06-05T07:42:31.835,JWST,NIRCAM,F115W,,,,
2013aa,/astro/armin/bhoomika/pantheon_data_folder/2013aa/mastDownload/JWST/jw01685-c1010_t006_nircam_clear-f277w/jw01685-c1010_t006_nircam_clear-f277w_i2d.fits,jw01685-c1010_t006_nircam_clear-f277w_i2d,2025-04-05T01:59:25.466,JWST,NIRCAM,F277W,,,,
1997dt,/astro/armin/bhoomika/pantheon_data_folder/1997dt/mastDownload/JWST/jw03295-o003_t008_miri_f2100w/jw03295-o003_t008_miri_f2100w_i2d.fits,jw03295-o003_t008_miri_f2100w_i2d,2025-06-13T16:37:07.994,JWST,MIRI,F2100W,,,,
1997dt,/astro/armin/bhoomika/pantheon_data_folder/1997dt/mastDownload/JWST/jw03295-o003_t008_miri_f770w/jw03295-o003_t008_miri_f770w_i2d.fits,jw03295-o003_t008_miri_f770w_i2d,2025-06-13T16:37:06.875,JWST,MIRI,F770W,,,,
1997dt,/astro/armin/bhoomika/pantheon_data_folder/1997dt/mastDownload/JWST/jw03295-o003_t008_miri_f2550w/jw03295-o003_t008_miri_f2550w_i2d.fits,jw03295-o003_t008_miri_f2550w_i2d,2025-06-13T16:36:56.116,JWST,MIRI,F2550W,,,,
1997dt,/astro/armin/bhoomika/pantheon_data_folder/1997dt/mastDownload/JWST/jw03295-o003_t008_miri_f1000w/jw03295-o003_t008_miri_f1000w_i2d.fits,jw03295-o003_t008_miri_f1000w_i2d,2025-06-13T16:37:03.036,JWST,MIRI,F1000W,,,,
1997dt,/astro/armin/bhoomika/pantheon_data_folder/1997dt/mastDownload/JWST/jw03295-o003_t008_miri_f1280w/jw03295-o003_t008_miri_f1280w_i2d.fits,jw03295-o003_t008_miri_f1280w_i2d,2025-06-13T16:37:09.549,JWST,MIRI,F1280W,,,,
1997dt,/astro/armin/bhoomika/pantheon_data_folder/1997dt/mastDownload/JWST/jw03295-o003_t008_miri_f1800w/jw03295-o003_t008_miri_f1800w_i2d.fits,jw03295-o003_t008_miri_f1800w_i2d,2025-06-13T16:37:04.921,JWST,MIRI,F1800W,,,,
1997dt,/astro/armin/bhoomika/pantheon_data_folder/1997dt/mastDownload/JWST/jw03295-o003_t008_miri_f1500w/jw03295-o003_t008_miri_f1500w_i2d.fits,jw03295-o003_t008_miri_f1500w_i2d,2025-06-13T16:37:09.014,JWST,MIRI,F1500W,,,,
1997dt,/astro/armin/bhoomika/pantheon_data_folder/1997dt/mastDownload/JWST/jw03295-o003_t008_miri_f1130w/jw03295-o003_t008_miri_f1130w_i2d.fits,jw03295-o003_t008_miri_f1130w_i2d,2025-06-13T16:37:12.464,JWST,MIRI,F1130W,,,,
1997dt,/astro/armin/bhoomika/pantheon_data_folder/1997dt/mastDownload/JWST/jw03295-o003_t008_miri_f560w/jw03295-o003_t008_miri_f560w_i2d.fits,jw03295-o003_t008_miri_f560w_i2d,2025-06-13T16:37:13.452,JWST,MIRI,F560W,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw02677-o002_v000000002_nirspec_f290lp-g395m/jw02677-o002_v000000002_nirspec_f290lp-g395m_s2d.fits,jw02677-o002_v000000002_nirspec_f290lp-g395m_s2d,2025-06-19T16:31:21.373,JWST,NIRSPEC,F290LP,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw02677-o002_v000000002_nirspec_f290lp-g395m/jw02677-o002_v000000002_nirspec_f290lp-g395m_crf.fits,jw02677-o002_v000000002_nirspec_f290lp-g395m_crf,2025-06-19T16:31:11.863,JWST,NIRSPEC,F290LP,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw02677-o002_v000000002_nirspec_f290lp-g395m/jw02677-o002_v000000002_nirspec_f290lp-g395m_x1d.fits,jw02677-o002_v000000002_nirspec_f290lp-g395m_x1d,2025-06-19T16:31:22.595,JWST,NIRSPEC,F290LP,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o052_t007_nircam_clear-f140m-sub640/jw01701-o052_t007_nircam_clear-f140m-sub640_i2d.fits,jw01701-o052_t007_nircam_clear-f140m-sub640_i2d,2025-06-03T09:38:51.384,JWST,NIRCAM,F140M,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o051_t007_nircam_clear-f140m/jw01701-o051_t007_nircam_clear-f140m_i2d.fits,jw01701-o051_t007_nircam_clear-f140m_i2d,2025-06-03T09:43:10.993,JWST,NIRCAM,F140M,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o051_t007_nircam_clear-f212n/jw01701-o051_t007_nircam_clear-f212n_i2d.fits,jw01701-o051_t007_nircam_clear-f212n_i2d,2025-06-03T09:46:36.784,JWST,NIRCAM,F212N,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o032_t007_miri_f1130w/jw01701-o032_t007_miri_f1130w_i2d.fits,jw01701-o032_t007_miri_f1130w_i2d,2025-06-03T09:06:30.483,JWST,MIRI,F1130W,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o051_t007_nircam_clear-f250m/jw01701-o051_t007_nircam_clear-f250m_i2d.fits,jw01701-o051_t007_nircam_clear-f250m_i2d,2025-06-03T09:06:43.747,JWST,NIRCAM,F250M,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o032_t007_miri_f770w/jw01701-o032_t007_miri_f770w_i2d.fits,jw01701-o032_t007_miri_f770w_i2d,2025-06-03T09:06:41.361,JWST,MIRI,F770W,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o052_t007_nircam_clear-f212n-sub640/jw01701-o052_t007_nircam_clear-f212n-sub640_i2d.fits,jw01701-o052_t007_nircam_clear-f212n-sub640_i2d,2025-06-03T09:39:21.711,JWST,NIRCAM,F212N,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o032_t007_miri_f560w/jw01701-o032_t007_miri_f560w_i2d.fits,jw01701-o032_t007_miri_f560w_i2d,2025-06-03T09:06:42.202,JWST,MIRI,F560W,,,,
