SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw02107-o007_t007_miri_f1000w/jw02107-o007_t007_miri_f1000w_i2d.fits,jw02107-o007_t007_miri_f1000w_i2d,2025-05-29T19:36:21.729,JWST,MIRI,F1000W,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-c1010_t005_miri_ch2-medium/jw06138-c1010_t005_miri_ch2-medium_x1d.fits,jw06138-c1010_t005_miri_ch2-medium_x1d,2025-06-14T02:50:36.156,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-c1010_t005_miri_ch2-medium/jw06138-c1010_t005_miri_ch2-medium_s3d.fits,jw06138-c1010_t005_miri_ch2-medium_s3d,2025-06-14T02:48:13.407,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw02107-o007_t007_miri_f2100w/jw02107-o007_t007_miri_f2100w_i2d.fits,jw02107-o007_t007_miri_f2100w_i2d,2025-05-29T19:36:17.344,JWST,MIRI,F2100W,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-c1010_t005_miri_ch3-long/jw06138-c1010_t005_miri_ch3-long_s3d.fits,jw06138-c1010_t005_miri_ch3-long_s3d,2025-06-14T02:48:15.118,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-c1010_t005_miri_ch3-long/jw06138-c1010_t005_miri_ch3-long_x1d.fits,jw06138-c1010_t005_miri_ch3-long_x1d,2025-06-14T02:50:36.599,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw02107-c1007_t007_miri_f1000w/jw02107-c1007_t007_miri_f1000w_i2d.fits,jw02107-c1007_t007_miri_f1000w_i2d,2025-03-25T22:57:06.079,JWST,MIRI,F1000W,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw02107-o007_t007_miri_f770w/jw02107-o007_t007_miri_f770w_i2d.fits,jw02107-o007_t007_miri_f770w_i2d,2025-05-29T19:36:21.089,JWST,MIRI,F770W,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-o005_t005_miri_ch3-short/jw06138-o005_t005_miri_ch3-short_x1d.fits,jw06138-o005_t005_miri_ch3-short_x1d,2025-03-21T21:17:49.203,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-o005_t005_miri_ch3-short/jw06138-o005_t005_miri_ch3-short_s3d.fits,jw06138-o005_t005_miri_ch3-short_s3d,2025-03-21T21:16:08.063,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw02107-c1007_t007_miri_f770w/jw02107-c1007_t007_miri_f770w_i2d.fits,jw02107-c1007_t007_miri_f770w_i2d,2025-03-25T22:58:58.267,JWST,MIRI,F770W,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-c1010_t005_miri_ch1-short/jw06138-c1010_t005_miri_ch1-short_x1d.fits,jw06138-c1010_t005_miri_ch1-short_x1d,2025-06-14T02:50:35.776,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-c1010_t005_miri_ch1-short/jw06138-c1010_t005_miri_ch1-short_s3d.fits,jw06138-c1010_t005_miri_ch1-short_s3d,2025-06-14T02:48:11.505,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-c1010_t005_miri_ch3-short/jw06138-c1010_t005_miri_ch3-short_x1d.fits,jw06138-c1010_t005_miri_ch3-short_x1d,2025-06-14T02:50:36.355,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-c1010_t005_miri_ch3-short/jw06138-c1010_t005_miri_ch3-short_s3d.fits,jw06138-c1010_t005_miri_ch3-short_s3d,2025-06-14T02:48:14.300,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw02107-c1007_t007_miri_f1130w/jw02107-c1007_t007_miri_f1130w_i2d.fits,jw02107-c1007_t007_miri_f1130w_i2d,2025-03-25T22:56:49.766,JWST,MIRI,F1130W,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-o005_t005_miri_ch2-short/jw06138-o005_t005_miri_ch2-short_x1d.fits,jw06138-o005_t005_miri_ch2-short_x1d,2025-03-21T21:17:48.960,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-o005_t005_miri_ch2-short/jw06138-o005_t005_miri_ch2-short_s3d.fits,jw06138-o005_t005_miri_ch2-short_s3d,2025-03-21T21:16:06.906,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-o005_t005_miri_ch2-long/jw06138-o005_t005_miri_ch2-long_s3d.fits,jw06138-o005_t005_miri_ch2-long_s3d,2025-03-21T21:16:07.645,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-o005_t005_miri_ch2-long/jw06138-o005_t005_miri_ch2-long_x1d.fits,jw06138-o005_t005_miri_ch2-long_x1d,2025-03-21T21:17:49.113,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06023-o001_t001_miri_f1500w/jw06023-o001_t001_miri_f1500w_i2d.fits,jw06023-o001_t001_miri_f1500w_i2d,2025-06-19T14:08:16.706,JWST,MIRI,F1500W,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06023-o001_t001_miri_f1280w/jw06023-o001_t001_miri_f1280w_i2d.fits,jw06023-o001_t001_miri_f1280w_i2d,2025-06-19T14:08:06.319,JWST,MIRI,F1280W,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-o005_t005_miri_ch3-long/jw06138-o005_t005_miri_ch3-long_x1d.fits,jw06138-o005_t005_miri_ch3-long_x1d,2025-03-21T21:17:49.344,JWST,MIRI,,,,,
2010el,/astro/armin/bhoomika/pantheon_data_folder/2010el/mastDownload/JWST/jw06138-o005_t005_miri_ch3-long/jw06138-o005_t005_miri_ch3-long_s3d.fits,jw06138-o005_t005_miri_ch3-long_s3d,2025-03-21T21:16:08.771,JWST,MIRI,,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw03707-c1061_t008_miri_f2100w/jw03707-c1061_t008_miri_f2100w_i2d.fits,jw03707-c1061_t008_miri_f2100w_i2d,2025-05-08T04:04:06.154,JWST,MIRI,F2100W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw01685-o002_t001_nircam_clear-f150w/jw01685-o002_t001_nircam_clear-f150w_i2d.fits,jw01685-o002_t001_nircam_clear-f150w_i2d,2025-06-08T05:34:22.747,JWST,NIRCAM,F150W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw01685-c1006_t001_nircam_clear-f090w/jw01685-c1006_t001_nircam_clear-f090w_i2d.fits,jw01685-c1006_t001_nircam_clear-f090w_i2d,2025-04-05T01:15:22.771,JWST,NIRCAM,F090W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw01685-o002_t001_nircam_clear-f090w/jw01685-o002_t001_nircam_clear-f090w_i2d.fits,jw01685-o002_t001_nircam_clear-f090w_i2d,2025-06-08T05:32:43.166,JWST,NIRCAM,F090W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw01685-c1006_t001_nircam_clear-f277w/jw01685-c1006_t001_nircam_clear-f277w_i2d.fits,jw01685-c1006_t001_nircam_clear-f277w_i2d,2025-04-05T01:00:17.593,JWST,NIRCAM,F277W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw03707-o013_t008_miri_f2100w/jw03707-o013_t008_miri_f2100w_i2d.fits,jw03707-o013_t008_miri_f2100w_i2d,2025-05-30T11:21:05.186,JWST,MIRI,F2100W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw03707-o013_t008_miri_f770w/jw03707-o013_t008_miri_f770w_i2d.fits,jw03707-o013_t008_miri_f770w_i2d,2025-05-30T11:21:13.863,JWST,MIRI,F770W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw01685-o002_t001_nircam_clear-f277w/jw01685-o002_t001_nircam_clear-f277w_i2d.fits,jw01685-o002_t001_nircam_clear-f277w_i2d,2025-06-08T05:25:55.653,JWST,NIRCAM,F277W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw03707-c1061_t008_miri_f770w/jw03707-c1061_t008_miri_f770w_i2d.fits,jw03707-c1061_t008_miri_f770w_i2d,2025-05-08T04:03:24.830,JWST,MIRI,F770W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw01685-o001_t001_nircam_clear-f150w/jw01685-o001_t001_nircam_clear-f150w_i2d.fits,jw01685-o001_t001_nircam_clear-f150w_i2d,2025-06-08T05:23:22.344,JWST,NIRCAM,F150W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw01685-c1006_t001_nircam_clear-f150w/jw01685-c1006_t001_nircam_clear-f150w_i2d.fits,jw01685-c1006_t001_nircam_clear-f150w_i2d,2025-04-05T01:17:49.958,JWST,NIRCAM,F150W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw03707-o014_t008_nircam_clear-f300m/jw03707-o014_t008_nircam_clear-f300m_i2d.fits,jw03707-o014_t008_nircam_clear-f300m_i2d,2025-05-30T11:26:13.324,JWST,NIRCAM,F300M,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw03707-o014_t008_nircam_clear-f150w/jw03707-o014_t008_nircam_clear-f150w_i2d.fits,jw03707-o014_t008_nircam_clear-f150w_i2d,2025-05-30T11:31:39.445,JWST,NIRCAM,F150W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw01685-o001_t001_nircam_clear-f090w/jw01685-o001_t001_nircam_clear-f090w_i2d.fits,jw01685-o001_t001_nircam_clear-f090w_i2d,2025-06-08T05:22:42.379,JWST,NIRCAM,F090W,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw03707-o014_t008_nircam_clear-f335m/jw03707-o014_t008_nircam_clear-f335m_i2d.fits,jw03707-o014_t008_nircam_clear-f335m_i2d,2025-05-30T11:23:37.713,JWST,NIRCAM,F335M,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw03707-o014_t008_nircam_clear-f187n/jw03707-o014_t008_nircam_clear-f187n_i2d.fits,jw03707-o014_t008_nircam_clear-f187n_i2d,2025-05-30T11:28:50.907,JWST,NIRCAM,F187N,,,,
2005df,/astro/armin/bhoomika/pantheon_data_folder/2005df/mastDownload/JWST/jw01685-o001_t001_nircam_clear-f277w/jw01685-o001_t001_nircam_clear-f277w_i2d.fits,jw01685-o001_t001_nircam_clear-f277w_i2d,2025-06-08T05:16:20.438,JWST,NIRCAM,F277W,,,,
2021hpr,/astro/armin/bhoomika/pantheon_data_folder/2021hpr/mastDownload/JWST/jw02875-o003_t003_nircam_clear-f090w/jw02875-o003_t003_nircam_clear-f090w_i2d.fits,jw02875-o003_t003_nircam_clear-f090w_i2d,2025-06-12T06:51:21.156,JWST,NIRCAM,F090W,,,,
2021hpr,/astro/armin/bhoomika/pantheon_data_folder/2021hpr/mastDownload/JWST/jw02875-o003_t003_nircam_clear-f277w/jw02875-o003_t003_nircam_clear-f277w_i2d.fits,jw02875-o003_t003_nircam_clear-f277w_i2d,2025-06-12T06:44:07.337,JWST,NIRCAM,F277W,,,,
2021hpr,/astro/armin/bhoomika/pantheon_data_folder/2021hpr/mastDownload/JWST/jw02875-o003_t003_nircam_clear-f150w/jw02875-o003_t003_nircam_clear-f150w_i2d.fits,jw02875-o003_t003_nircam_clear-f150w_i2d,2025-06-12T06:57:41.128,JWST,NIRCAM,F150W,,,,
2014dt,/astro/armin/bhoomika/pantheon_data_folder/2014dt/mastDownload/JWST/jw02107-o031_t013_nircam_clear-f300m/jw02107-o031_t013_nircam_clear-f300m_i2d.fits,jw02107-o031_t013_nircam_clear-f300m_i2d,2025-05-29T13:15:07.162,JWST,NIRCAM,F300M,,,,
2014dt,/astro/armin/bhoomika/pantheon_data_folder/2014dt/mastDownload/JWST/jw02107-c1013_t013_miri_f1000w/jw02107-c1013_t013_miri_f1000w_i2d.fits,jw02107-c1013_t013_miri_f1000w_i2d,2025-03-25T19:50:17.669,JWST,MIRI,F1000W,,,,
2014dt,/astro/armin/bhoomika/pantheon_data_folder/2014dt/mastDownload/JWST/jw02107-o031_t013_nircam_clear-f200w/jw02107-o031_t013_nircam_clear-f200w_i2d.fits,jw02107-o031_t013_nircam_clear-f200w_i2d,2025-05-29T13:46:52.114,JWST,NIRCAM,F200W,,,,
