SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,RA_SN,Dec_SN,filenameshort,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Kron_Radius,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY,a_pixels,b_pixels,theta_deg,PA_deg,theta_rad,a_arcsec,b_arcsec
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HST/hst_12444_6e_wfc3_ir_f125w_iboi6e/hst_12444_6e_wfc3_ir_f125w_iboi6e_drz.fits,hst_12444_6e_wfc3_ir_f125w_iboi6e_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,3.64251543970949e-22,-6.2548690361867e-22,3.56250007947285e-05,,,hst_12444_6e_wfc3_ir_f125w_iboi6e_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HST/hst_12444_5d_wfc3_ir_f125w_iboi5d/hst_12444_5d_wfc3_ir_f125w_iboi5d_drz.fits,hst_12444_5d_wfc3_ir_f125w_iboi5d_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,1.90905656405346e-22,1.11011366097671e-22,3.56250007947285e-05,,,hst_12444_5d_wfc3_ir_f125w_iboi5d_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HST/hst_13063_ff_acs_wfc_f775w_jc6hff/hst_13063_ff_acs_wfc_f775w_jc6hff_drc.fits,hst_13063_ff_acs_wfc_f775w_jc6hff_drc,2024-11-05,HST,ACS,F775W,-1.3888888888888e-05,1.0528897534127e-22,1.15763654782601e-22,1.38888888888888e-05,,,hst_13063_ff_acs_wfc_f775w_jc6hff_drc.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HST/hst_10339_a8_acs_wfc_f775w_j91wa8/hst_10339_a8_acs_wfc_f775w_j91wa8_drc.fits,hst_10339_a8_acs_wfc_f775w_j91wa8_drc,2024-11-05,HST,ACS,F775W,-1.3888888888888e-05,-2.8233750748002e-27,1.7025857591418e-26,1.38888888888888e-05,,,hst_10339_a8_acs_wfc_f775w_j91wa8_drc.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HST/hst_10339_c9_acs_wfc_f775w_j91wc9/hst_10339_c9_acs_wfc_f775w_j91wc9_drc.fits,hst_10339_c9_acs_wfc_f775w_j91wc9_drc,2024-11-07,HST,ACS,F775W,-1.3888888888888e-05,-5.4022898534402e-25,-5.0780159710303e-25,1.38888888888888e-05,,,hst_10339_c9_acs_wfc_f775w_j91wc9_drc.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HST/hst_9728_a8_acs_wfc_f775w_j8n1a8/hst_9728_a8_acs_wfc_f775w_j8n1a8_drc.fits,hst_9728_a8_acs_wfc_f775w_j8n1a8_drc,2024-11-07,HST,ACS,F775W,-1.3888888888888e-05,4.30631225440123e-22,1.00320143372436e-21,1.38888888888888e-05,,,hst_9728_a8_acs_wfc_f775w_j8n1a8_drc.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HST/hst_9301_01_acs_wfc_f775w_j8eb01/hst_9301_01_acs_wfc_f775w_j8eb01_drc.fits,hst_9301_01_acs_wfc_f775w_j8eb01_drc,2024-11-01,HST,ACS,F775W,-1.3888888888888e-05,1.30731078585368e-21,1.45426939058634e-21,1.38888888888888e-05,,,hst_9301_01_acs_wfc_f775w_j8eb01_drc.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_af_wfc3_ir_f125w/hst_12445_af_wfc3_ir_f125w_drz.fits,hst_12445_af_wfc3_ir_f125w_drz,2017-08-19,HST,WFC3,F125W,-2.4999999999999e-05,9.4039548065783e-38,9.4039548065783e-38,2.49999999999999e-05,,,hst_12445_af_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_8k_wfc3_ir_f160w/hst_12445_8k_wfc3_ir_f160w_drz.fits,hst_12445_8k_wfc3_ir_f160w_drz,2017-08-14,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12445_8k_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_6k_wfc3_ir_f125w/hst_12443_6k_wfc3_ir_f125w_drz.fits,hst_12443_6k_wfc3_ir_f125w_drz,2017-08-21,HST,WFC3,F125W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12443_6k_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3k_wfc3_ir_f160w/hst_12443_3k_wfc3_ir_f160w_drz.fits,hst_12443_3k_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12443_3k_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_6h_wfc3_ir_f125w/hst_12444_6h_wfc3_ir_f125w_drz.fits,hst_12444_6h_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12444_6h_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_af_wfc3_ir_f160w/hst_12445_af_wfc3_ir_f160w_drz.fits,hst_12445_af_wfc3_ir_f160w_drz,2017-08-19,HST,WFC3,F160W,-2.4999999999999e-05,9.4039548065783e-38,9.4039548065783e-38,2.49999999999999e-05,,,hst_12445_af_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7f_wfc3_ir_f160w/hst_12445_7f_wfc3_ir_f160w_drz.fits,hst_12445_7f_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.50000000000009e-05,,,hst_12445_7f_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_6i_wfc3_ir_f125w/hst_12444_6i_wfc3_ir_f125w_drz.fits,hst_12444_6i_wfc3_ir_f125w_drz,2017-08-18,HST,WFC3,F125W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12444_6i_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_6h_wfc3_ir_f160w/hst_12444_6h_wfc3_ir_f160w_drz.fits,hst_12444_6h_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12444_6h_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_9583_g3_acs_wfc_f775w/hst_9583_g3_acs_wfc_f775w_drz.fits,hst_9583_g3_acs_wfc_f775w_drz,2017-10-08,HST,ACS,,-1.3888888888888e-05,0.0,0.0,1.38888888888896e-05,,,hst_9583_g3_acs_wfc_f775w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_5d_wfc3_ir_f125w/hst_12444_5d_wfc3_ir_f125w_drz.fits,hst_12444_5d_wfc3_ir_f125w_drz,2017-09-14,HST,WFC3,F125W,-2.5e-05,3.04688135733136e-35,-1.8807909613156e-37,2.50000000000009e-05,,,hst_12444_5d_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_9j_wfc3_ir_f125w/hst_12445_9j_wfc3_ir_f125w_drz.fits,hst_12445_9j_wfc3_ir_f125w_drz,2017-08-15,HST,WFC3,F125W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12445_9j_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7k_wfc3_ir_f160w/hst_12445_7k_wfc3_ir_f160w_drz.fits,hst_12445_7k_wfc3_ir_f160w_drz,2017-09-09,HST,WFC3,F160W,-2.4999999999999e-05,1.4349296274686098e-42,1.4349296274686098e-42,2.49999999999999e-05,,,hst_12445_7k_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3h_wfc3_ir_f125w/hst_12443_3h_wfc3_ir_f125w_drz.fits,hst_12443_3h_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12443_3h_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_6e_wfc3_ir_f125w/hst_12444_6e_wfc3_ir_f125w_drz.fits,hst_12444_6e_wfc3_ir_f125w_drz,2017-08-18,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12444_6e_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_5i_wfc3_ir_f160w/hst_12444_5i_wfc3_ir_f160w_drz.fits,hst_12444_5i_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.50000000000009e-05,,,hst_12444_5i_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7l_wfc3_ir_f125w/hst_12445_7l_wfc3_ir_f125w_drz.fits,hst_12445_7l_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12445_7l_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3j_wfc3_ir_f125w/hst_12443_3j_wfc3_ir_f125w_drz.fits,hst_12443_3j_wfc3_ir_f125w_drz,2017-08-30,HST,WFC3,F125W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12443_3j_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12442_bb_wfc3_ir_f105w/hst_12442_bb_wfc3_ir_f105w_drz.fits,hst_12442_bb_wfc3_ir_f105w_drz,2017-10-20,HST,WFC3,F105W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12442_bb_wfc3_ir_f105w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_aj_wfc3_ir_f160w/hst_12445_aj_wfc3_ir_f160w_drz.fits,hst_12445_aj_wfc3_ir_f160w_drz,2017-09-03,HST,WFC3,F160W,-2.4999999999999e-05,-9.4039548065783e-38,-9.4039548065783e-38,2.49999999999999e-05,,,hst_12445_aj_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3g_wfc3_ir_f160w/hst_12443_3g_wfc3_ir_f160w_drz.fits,hst_12443_3g_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12443_3g_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7k_wfc3_ir_f125w/hst_12445_7k_wfc3_ir_f125w_drz.fits,hst_12445_7k_wfc3_ir_f125w_drz,2017-09-09,HST,WFC3,F125W,-2.4999999999999e-05,1.4349296274686098e-42,1.4349296274686098e-42,2.49999999999999e-05,,,hst_12445_7k_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_4e_wfc3_ir_f125w/hst_12444_4e_wfc3_ir_f125w_drz.fits,hst_12444_4e_wfc3_ir_f125w_drz,2017-08-15,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.50000000000009e-05,,,hst_12444_4e_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_5d_wfc3_ir_f160w/hst_12444_5d_wfc3_ir_f160w_drz.fits,hst_12444_5d_wfc3_ir_f160w_drz,2017-09-14,HST,WFC3,F160W,-2.5e-05,3.04688135733136e-35,-1.8807909613156e-37,2.50000000000009e-05,,,hst_12444_5d_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_6e_wfc3_ir_f160w/hst_12444_6e_wfc3_ir_f160w_drz.fits,hst_12444_6e_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12444_6e_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3g_wfc3_ir_f125w/hst_12443_3g_wfc3_ir_f125w_drz.fits,hst_12443_3g_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12443_3g_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12442_cb_wfc3_ir_f105w/hst_12442_cb_wfc3_ir_f105w_drz.fits,hst_12442_cb_wfc3_ir_f105w_drz,2017-10-08,HST,WFC3,F105W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12442_cb_wfc3_ir_f105w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7f_wfc3_ir_f125w/hst_12445_7f_wfc3_ir_f125w_drz.fits,hst_12445_7f_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.50000000000009e-05,,,hst_12445_7f_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_2m_wfc3_ir_f125w/hst_12443_2m_wfc3_ir_f125w_drz.fits,hst_12443_2m_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12443_2m_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_9583_d2_acs_wfc_f775w/hst_9583_d2_acs_wfc_f775w_drz.fits,hst_9583_d2_acs_wfc_f775w_drz,2017-08-23,HST,ACS,,-1.3888888888888e-05,4.77544580021554e-38,1.83670992315982e-40,1.38888888888896e-05,,,hst_9583_d2_acs_wfc_f775w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7l_wfc3_ir_f160w/hst_12445_7l_wfc3_ir_f160w_drz.fits,hst_12445_7l_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12445_7l_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7g_wfc3_ir_f160w/hst_12445_7g_wfc3_ir_f160w_drz.fits,hst_12445_7g_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.4999999999999e-05,-1.4349296274686e-42,-1.4349296274686e-42,2.49999999999999e-05,,,hst_12445_7g_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_aj_wfc3_ir_f125w/hst_12445_aj_wfc3_ir_f125w_drz.fits,hst_12445_aj_wfc3_ir_f125w_drz,2017-09-03,HST,WFC3,F125W,-2.4999999999999e-05,-9.4039548065783e-38,-9.4039548065783e-38,2.49999999999999e-05,,,hst_12445_aj_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3h_wfc3_ir_f160w/hst_12443_3h_wfc3_ir_f160w_drz.fits,hst_12443_3h_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12443_3h_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12442_bc_wfc3_ir_f105w/hst_12442_bc_wfc3_ir_f105w_drz.fits,hst_12442_bc_wfc3_ir_f105w_drz,2017-10-21,HST,WFC3,F105W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12442_bc_wfc3_ir_f105w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_9j_wfc3_ir_f160w/hst_12445_9j_wfc3_ir_f160w_drz.fits,hst_12445_9j_wfc3_ir_f160w_drz,2017-08-15,HST,WFC3,F160W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12445_9j_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7g_wfc3_ir_f125w/hst_12445_7g_wfc3_ir_f125w_drz.fits,hst_12445_7g_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.4999999999999e-05,-1.4349296274686e-42,-1.4349296274686e-42,2.49999999999999e-05,,,hst_12445_7g_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_8k_wfc3_ir_f125w/hst_12445_8k_wfc3_ir_f125w_drz.fits,hst_12445_8k_wfc3_ir_f125w_drz,2017-08-14,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12445_8k_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_9583_g4_acs_wfc_f775w/hst_9583_g4_acs_wfc_f775w_drz.fits,hst_9583_g4_acs_wfc_f775w_drz,2017-08-28,HST,ACS,,-1.3888888888888e-05,0.0,0.0,1.38888888888896e-05,,,hst_9583_g4_acs_wfc_f775w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_6i_wfc3_ir_f160w/hst_12444_6i_wfc3_ir_f160w_drz.fits,hst_12444_6i_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12444_6i_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_6k_wfc3_ir_f160w/hst_12443_6k_wfc3_ir_f160w_drz.fits,hst_12443_6k_wfc3_ir_f160w_drz,2017-08-21,HST,WFC3,F160W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12443_6k_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_2m_wfc3_ir_f160w/hst_12443_2m_wfc3_ir_f160w_drz.fits,hst_12443_2m_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12443_2m_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3k_wfc3_ir_f125w/hst_12443_3k_wfc3_ir_f125w_drz.fits,hst_12443_3k_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12443_3k_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_4e_wfc3_ir_f160w/hst_12444_4e_wfc3_ir_f160w_drz.fits,hst_12444_4e_wfc3_ir_f160w_drz,2017-08-15,HST,WFC3,F160W,-2.5e-05,0.0,0.0,2.50000000000009e-05,,,hst_12444_4e_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_5i_wfc3_ir_f125w/hst_12444_5i_wfc3_ir_f125w_drz.fits,hst_12444_5i_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.5e-05,0.0,0.0,2.50000000000009e-05,,,hst_12444_5i_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3j_wfc3_ir_f160w/hst_12443_3j_wfc3_ir_f160w_drz.fits,hst_12443_3j_wfc3_ir_f160w_drz,2017-08-30,HST,WFC3,F160W,-2.4999999999999e-05,1.88079096131566e-37,1.88079096131566e-37,2.49999999999999e-05,,,hst_12443_3j_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c1_acs_wfc_f775w_j9epc1/hst_10496_c1_acs_wfc_f775w_j9epc1_drc.fits,hst_10496_c1_acs_wfc_f775w_j9epc1_drc,2024-11-01,HST,ACS,F775W,-1.3888888888888e-05,1.2083263633275598e-22,-3.1553377950526e-22,1.38888888888888e-05,,,hst_10496_c1_acs_wfc_f775w_j9epc1_drc.fits,,,,,,,,,,,,,,,,,,,,,
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_12051_01_wfc3_ir_f125w_ibe001/hst_12051_01_wfc3_ir_f125w_ibe001_drz.fits,hst_12051_01_wfc3_ir_f125w_ibe001_drz,2024-11-08,HST,WFC3,F125W,-3.5625000794728e-05,-7.518956069487702e-22,-2.1487780528008003e-22,3.56250007947285e-05,,,hst_12051_01_wfc3_ir_f125w_ibe001_drz.fits,,,,,,,,,,,,,,,,,,,,,
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_12051_01_wfc3_ir_f110w_ibe001/hst_12051_01_wfc3_ir_f110w_ibe001_drz.fits,hst_12051_01_wfc3_ir_f110w_ibe001_drz,2024-11-08,HST,WFC3,F110W,-3.5625000794728e-05,8.6760672453835e-22,1.3752371375976401e-21,3.56250007947285e-05,,,hst_12051_01_wfc3_ir_f110w_ibe001_drz.fits,,,,,,,,,,,,,,,,,,,,,
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_12051_01_wfc3_ir_f160w_ibe001/hst_12051_01_wfc3_ir_f160w_ibe001_drz.fits,hst_12051_01_wfc3_ir_f160w_ibe001_drz,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,1.6734489438344701e-21,1.38543833385633e-21,3.56250007947285e-05,,,hst_12051_01_wfc3_ir_f160w_ibe001_drz.fits,,,,,,,,,,,,,,,,,,,,,
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c4_acs_wfc_f775w_j9epc4/hst_10496_c4_acs_wfc_f775w_j9epc4_drc.fits,hst_10496_c4_acs_wfc_f775w_j9epc4_drc,2024-11-02,HST,ACS,F775W,-1.3888888888888e-05,3.99520417249115e-22,-2.6634065636562e-22,1.38888888888888e-05,,,hst_10496_c4_acs_wfc_f775w_j9epc4_drc.fits,,,,,,,,,,,,,,,,,,,,,
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c7_acs_wfc_f775w_j9epc7/hst_10496_c7_acs_wfc_f775w_j9epc7_drc.fits,hst_10496_c7_acs_wfc_f775w_j9epc7_drc,2024-11-07,HST,ACS,F775W,-1.3888888888888e-05,9.169899403112312e-23,-3.3472015814632996e-23,1.38888888888888e-05,,,hst_10496_c7_acs_wfc_f775w_j9epc7_drc.fits,,,,,,,,,,,,,,,,,,,,,
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c5_acs_wfc_f775w_j9epc5/hst_10496_c5_acs_wfc_f775w_j9epc5_drc.fits,hst_10496_c5_acs_wfc_f775w_j9epc5_drc,2024-11-04,HST,ACS,F775W,-1.3888888888888e-05,2.4150384497017e-22,3.86351288338542e-22,1.38888888888888e-05,,,hst_10496_c5_acs_wfc_f775w_j9epc5_drc.fits,,,,,,,,,,,,,,,,,,,,,
