SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_63_wfc3_ir_f160w_ienn63/hst_16684_63_wfc3_ir_f160w_ienn63_drz.fits,hst_16684_63_wfc3_ir_f160w_ienn63_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.26E-22,-3.98E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_15_wfc3_ir_f160w_ienn15/hst_16684_15_wfc3_ir_f160w_ienn15_drz.fits,hst_16684_15_wfc3_ir_f160w_ienn15_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.61E-22,8.29E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_65_wfc3_ir_f160w_ienn65/hst_16684_65_wfc3_ir_f160w_ienn65_drz.fits,hst_16684_65_wfc3_ir_f160w_ienn65_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.97E-22,-3.14E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16259_9w_wfc3_ir_f160w_iedw9w/hst_16259_9w_wfc3_ir_f160w_iedw9w_drz.fits,hst_16259_9w_wfc3_ir_f160w_iedw9w_drz,2024-01-12,HST,WFC3,F160W,-3.56E-05,1.69E-21,1.69E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16259_9t_wfc3_ir_f160w_iedw9t/hst_16259_9t_wfc3_ir_f160w_iedw9t_drz.fits,hst_16259_9t_wfc3_ir_f160w_iedw9t_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.06E-21,-1.29E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_12578_08_wfc3_ir_f160w_ibra08/hst_12578_08_wfc3_ir_f160w_ibra08_drz.fits,hst_12578_08_wfc3_ir_f160w_ibra08_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,-8.24E-22,-2.54E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16259_9v_wfc3_ir_f160w_iedw9v/hst_16259_9v_wfc3_ir_f160w_iedw9v_drz.fits,hst_16259_9v_wfc3_ir_f160w_iedw9v_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.64E-21,8.94E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_08_wfc3_ir_f160w_ienn08/hst_16684_08_wfc3_ir_f160w_ienn08_drz.fits,hst_16684_08_wfc3_ir_f160w_ienn08_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,6.29E-22,-1.94E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_13868_24_wfc3_ir_f160w_icp924/hst_13868_24_wfc3_ir_f160w_icp924_drz.fits,hst_13868_24_wfc3_ir_f160w_icp924_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-6.75E-22,1.43E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_13641_09_wfc3_ir_f160w_icow09/hst_13641_09_wfc3_ir_f160w_icow09_drz.fits,hst_13641_09_wfc3_ir_f160w_icow09_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.01E-22,-1.43E-23,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_05_wfc3_ir_f160w_ienn05/hst_16684_05_wfc3_ir_f160w_ienn05_drz.fits,hst_16684_05_wfc3_ir_f160w_ienn05_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.31E-22,-2.68E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_14721_05_wfc3_ir_f160w_id6p05/hst_14721_05_wfc3_ir_f160w_id6p05_drz.fits,hst_14721_05_wfc3_ir_f160w_id6p05_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.77E-22,-4.32E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_16_wfc3_ir_f160w_ienn16/hst_16684_16_wfc3_ir_f160w_ienn16_drz.fits,hst_16684_16_wfc3_ir_f160w_ienn16_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,9.21E-22,1.65E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_13641_01_wfc3_ir_f160w_icow01/hst_13641_01_wfc3_ir_f160w_icow01_drz.fits,hst_13641_01_wfc3_ir_f160w_icow01_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.49E-22,-2.21E-23,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_13_wfc3_ir_f160w_ienn13/hst_16684_13_wfc3_ir_f160w_ienn13_drz.fits,hst_16684_13_wfc3_ir_f160w_ienn13_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.04E-21,-9.37E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16259_9s_wfc3_ir_f160w_iedw9s/hst_16259_9s_wfc3_ir_f160w_iedw9s_drz.fits,hst_16259_9s_wfc3_ir_f160w_iedw9s_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.02E-22,-7.95E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_13641_07_wfc3_ir_f160w_icow07/hst_13641_07_wfc3_ir_f160w_icow07_drz.fits,hst_13641_07_wfc3_ir_f160w_icow07_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,7.65E-22,5.42E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_13868_22_wfc3_ir_f160w_icp922/hst_13868_22_wfc3_ir_f160w_icp922_drz.fits,hst_13868_22_wfc3_ir_f160w_icp922_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,4.94E-22,6.23E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_06_wfc3_ir_f160w_ienn06/hst_16684_06_wfc3_ir_f160w_ienn06_drz.fits,hst_16684_06_wfc3_ir_f160w_ienn06_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.80E-23,4.58E-22,3.56E-05,P,T
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_17226_08_wfc3_ir_f160w_iey008/hst_17226_08_wfc3_ir_f160w_iey008_drz.fits,hst_17226_08_wfc3_ir_f160w_iey008_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.34E-21,-1.03E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_14721_04_wfc3_ir_f160w_id6p04/hst_14721_04_wfc3_ir_f160w_id6p04_drz.fits,hst_14721_04_wfc3_ir_f160w_id6p04_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.85E-22,5.16E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_13868_21_wfc3_ir_f160w_icp921/hst_13868_21_wfc3_ir_f160w_icp921_drz.fits,hst_13868_21_wfc3_ir_f160w_icp921_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.44E-21,-1.70E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_12578_10_wfc3_ir_f160w_ibra10/hst_12578_10_wfc3_ir_f160w_ibra10_drz.fits,hst_12578_10_wfc3_ir_f160w_ibra10_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.93E-22,1.78E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_09_wfc3_ir_f160w_ienn09/hst_16684_09_wfc3_ir_f160w_ienn09_drz.fits,hst_16684_09_wfc3_ir_f160w_ienn09_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.17E-21,-9.29E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_15229_02_wfc3_ir_f160w_idk102/hst_15229_02_wfc3_ir_f160w_idk102_drz.fits,hst_15229_02_wfc3_ir_f160w_idk102_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.42E-21,-1.32E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_14_wfc3_ir_f160w_ienn14/hst_16684_14_wfc3_ir_f160w_ienn14_drz.fits,hst_16684_14_wfc3_ir_f160w_ienn14_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.52E-21,-9.43E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_17_wfc3_ir_f160w_ienn17/hst_16684_17_wfc3_ir_f160w_ienn17_drz.fits,hst_16684_17_wfc3_ir_f160w_ienn17_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,6.02E-22,5.90E-22,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_13657_19_wfc3_ir_f160w_icor19/hst_13657_19_wfc3_ir_f160w_icor19_drz.fits,hst_13657_19_wfc3_ir_f160w_icor19_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.83E-21,-2.73E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_12167_03_wfc3_ir_f160w_ibhg03/hst_12167_03_wfc3_ir_f160w_ibhg03_drz.fits,hst_12167_03_wfc3_ir_f160w_ibhg03_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.93E-21,3.45E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16259_9u_wfc3_ir_f160w_iedw9u/hst_16259_9u_wfc3_ir_f160w_iedw9u_drz.fits,hst_16259_9u_wfc3_ir_f160w_iedw9u_drz,2024-01-12,HST,WFC3,F160W,-3.56E-05,0,0,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_07_wfc3_ir_f160w_ienn07/hst_16684_07_wfc3_ir_f160w_ienn07_drz.fits,hst_16684_07_wfc3_ir_f160w_ienn07_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.04E-21,-2.01E-21,3.56E-05,P,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_16684_66_wfc3_ir_f160w_ienn66/hst_16684_66_wfc3_ir_f160w_ienn66_drz.fits,hst_16684_66_wfc3_ir_f160w_ienn66_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.11E-21,-1.91E-21,3.56E-05,P,F
2006mr,/astro/armin/bhoomika/pantheon_data_folder/2006mr/mastDownload/HST/hst_17194_14_wfc3_uvis_f625w_iey914/hst_17194_14_wfc3_uvis_f625w_iey914_drc.fits,hst_17194_14_wfc3_uvis_f625w_iey914_drc,2024-11-09,HST,WFC3,F625W,-1.10E-05,8.46E-22,6.37E-22,1.10E-05,B,F
2006mr,/astro/armin/bhoomika/pantheon_data_folder/2006mr/mastDownload/HST/hst_17194_13_wfc3_uvis_f625w_iey913/hst_17194_13_wfc3_uvis_f625w_iey913_drc.fits,hst_17194_13_wfc3_uvis_f625w_iey913_drc,2024-11-09,HST,WFC3,F625W,-1.10E-05,3.19E-23,-1.22E-22,1.10E-05,B,F
2006mr,/astro/armin/bhoomika/pantheon_data_folder/2006mr/mastDownload/HST/hst_13691_36_wfc3_ir_f160w_icnw36/hst_13691_36_wfc3_ir_f160w_icnw36_drz.fits,hst_13691_36_wfc3_ir_f160w_icnw36_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,3.94E-22,9.15E-23,3.56E-05,B,F
2006mr,/astro/armin/bhoomika/pantheon_data_folder/2006mr/mastDownload/HST/hst_13691_32_wfc3_ir_f160w_icnw32/hst_13691_32_wfc3_ir_f160w_icnw32_drz.fits,hst_13691_32_wfc3_ir_f160w_icnw32_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.32E-22,-4.14E-22,3.56E-05,B,F
2006mr,/astro/armin/bhoomika/pantheon_data_folder/2006mr/mastDownload/HST/hst_13691_37_wfc3_ir_f110w_icnw37/hst_13691_37_wfc3_ir_f110w_icnw37_drz.fits,hst_13691_37_wfc3_ir_f110w_icnw37_drz,2024-11-09,HST,WFC3,F110W,-3.56E-05,1.07E-22,-5.35E-23,3.56E-05,B,F
2006mr,/astro/armin/bhoomika/pantheon_data_folder/2006mr/mastDownload/HST/hst_11691_03_wfc3_ir_f160w_ib3n03/hst_11691_03_wfc3_ir_f160w_ib3n03_drz.fits,hst_11691_03_wfc3_ir_f160w_ib3n03_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.05E-21,-1.09E-21,3.56E-05,BP,T
2006mr,/astro/armin/bhoomika/pantheon_data_folder/2006mr/mastDownload/HST/hst_11691_03_wfc3_ir_f110w_ib3n03/hst_11691_03_wfc3_ir_f110w_ib3n03_drz.fits,hst_11691_03_wfc3_ir_f110w_ib3n03_drz,2024-11-09,HST,WFC3,F110W,-3.56E-05,1.47E-21,1.14E-21,3.56E-05,BP,T
2006mr,/astro/armin/bhoomika/pantheon_data_folder/2006mr/mastDownload/HLA/hst_11691_03_wfc3_ir_f160w/hst_11691_03_wfc3_ir_f160w_drz.fits,hst_11691_03_wfc3_ir_f160w_drz,2017-08-12,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,B,F
2006mr,/astro/armin/bhoomika/pantheon_data_folder/2006mr/mastDownload/HLA/hst_11691_03_wfc3_ir_f110w/hst_11691_03_wfc3_ir_f110w_drz.fits,hst_11691_03_wfc3_ir_f110w_drz,2017-08-12,HST,WFC3,F110W,-2.50E-05,0,0,2.50E-05,B,F
2002cx,/astro/armin/bhoomika/pantheon_data_folder/2002cx/mastDownload/HST/hst_10272_25_acs_hrc_f625w_j8z425/hst_10272_25_acs_hrc_f625w_j8z425_drz.fits,hst_10272_25_acs_hrc_f625w_j8z425_drz,2024-11-07,HST,ACS,F625W,-6.94E-06,-3.64E-22,-2.75E-22,6.94E-06,,
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HST/hst_13046_v5_wfc3_ir_f125w_ic1xv5/hst_13046_v5_wfc3_ir_f125w_ic1xv5_drz.fits,hst_13046_v5_wfc3_ir_f125w_ic1xv5_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.33E-21,1.40E-21,3.56E-05,P,T
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HST/hst_13046_v5_wfc3_ir_f160w_ic1xv5/hst_13046_v5_wfc3_ir_f160w_ic1xv5_drz.fits,hst_13046_v5_wfc3_ir_f160w_ic1xv5_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.58E-22,-3.08E-22,3.56E-05,P,T
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HST/hst_13046_v1_wfc3_ir_f160w_ic1xv1/hst_13046_v1_wfc3_ir_f160w_ic1xv1_drz.fits,hst_13046_v1_wfc3_ir_f160w_ic1xv1_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,4.77E-22,-4.33E-22,3.56E-05,P,T
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HST/hst_13046_v1_wfc3_ir_f125w_ic1xv1/hst_13046_v1_wfc3_ir_f125w_ic1xv1_drz.fits,hst_13046_v1_wfc3_ir_f125w_ic1xv1_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-7.63E-22,-7.31E-22,3.56E-05,P,T
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HST/hst_13046_v4_wfc3_ir_f160w_ic1xv4/hst_13046_v4_wfc3_ir_f160w_ic1xv4_drz.fits,hst_13046_v4_wfc3_ir_f160w_ic1xv4_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.28E-22,-1.13E-21,3.56E-05,P,T
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HST/hst_13046_v3_wfc3_ir_f160w_ic1xv3/hst_13046_v3_wfc3_ir_f160w_ic1xv3_drz.fits,hst_13046_v3_wfc3_ir_f160w_ic1xv3_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.27E-21,-1.93E-21,3.56E-05,P,T
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HST/hst_13046_v2_wfc3_ir_f160w_ic1xv2/hst_13046_v2_wfc3_ir_f160w_ic1xv2_drz.fits,hst_13046_v2_wfc3_ir_f160w_ic1xv2_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-3.72E-22,-1.47E-21,3.56E-05,P,T
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HST/hst_13046_v2_wfc3_ir_f125w_ic1xv2/hst_13046_v2_wfc3_ir_f125w_ic1xv2_drz.fits,hst_13046_v2_wfc3_ir_f125w_ic1xv2_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,7.33E-22,-1.61E-21,3.56E-05,P,T
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HLA/hst_13046_v2_wfc3_ir_f160w/hst_13046_v2_wfc3_ir_f160w_drz.fits,hst_13046_v2_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HLA/hst_13046_v1_wfc3_ir_f160w/hst_13046_v1_wfc3_ir_f160w_drz.fits,hst_13046_v1_wfc3_ir_f160w_drz,2017-10-11,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HLA/hst_13046_v3_wfc3_ir_f160w/hst_13046_v3_wfc3_ir_f160w_drz.fits,hst_13046_v3_wfc3_ir_f160w_drz,2017-09-09,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HLA/hst_13046_v2_wfc3_ir_f125w/hst_13046_v2_wfc3_ir_f125w_drz.fits,hst_13046_v2_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,P,nan
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HLA/hst_13046_v1_wfc3_ir_f125w/hst_13046_v1_wfc3_ir_f125w_drz.fits,hst_13046_v1_wfc3_ir_f125w_drz,2017-10-11,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,P,nan
560027,/astro/armin/bhoomika/pantheon_data_folder/560027/mastDownload/HLA/hst_13046_v4_wfc3_ir_f160w/hst_13046_v4_wfc3_ir_f160w_drz.fits,hst_13046_v4_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.50E-05,9.40E-38,9.40E-38,2.50E-05,P,nan
19023,/astro/armin/bhoomika/pantheon_data_folder/19023/mastDownload/HST/hst_11670_7z_acs_wfc_f625w_jb517z/hst_11670_7z_acs_wfc_f625w_jb517z_drz.fits,hst_11670_7z_acs_wfc_f625w_jb517z_drz,2024-11-07,HST,ACS,F625W,-1.39E-05,-9.30E-22,-5.50E-22,1.39E-05,B,F
05D2ay,/astro/armin/bhoomika/pantheon_data_folder/05D2ay/mastDownload/HST/hst_16259_ao_wfc3_ir_f160w_iedwao/hst_16259_ao_wfc3_ir_f160w_iedwao_drz.fits,hst_16259_ao_wfc3_ir_f160w_iedwao_drz,2024-01-12,HST,WFC3,F160W,-3.56E-05,-1.69E-21,-1.69E-21,3.56E-05,P,F
05D2ay,/astro/armin/bhoomika/pantheon_data_folder/05D2ay/mastDownload/HST/hst_16259_ap_wfc3_ir_f160w_iedwap/hst_16259_ap_wfc3_ir_f160w_iedwap_drz.fits,hst_16259_ap_wfc3_ir_f160w_iedwap_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-9.38E-22,-1.25E-21,3.56E-05,P,T
2008hv,/astro/armin/bhoomika/pantheon_data_folder/2008hv/mastDownload/HST/hst_14654_04_wfc3_ir_f110w_id9204/hst_14654_04_wfc3_ir_f110w_id9204_drz.fits,hst_14654_04_wfc3_ir_f110w_id9204_drz,2024-11-09,HST,WFC3,F110W,-3.56E-05,9.06E-22,2.20E-21,3.56E-05,B,T
2008hv,/astro/armin/bhoomika/pantheon_data_folder/2008hv/mastDownload/HST/hst_17194_19_wfc3_uvis_f625w_iey919/hst_17194_19_wfc3_uvis_f625w_iey919_drc.fits,hst_17194_19_wfc3_uvis_f625w_iey919_drc,2024-11-09,HST,WFC3,F625W,-1.10E-05,4.63E-23,-1.90E-23,1.10E-05,B,F
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_16234_70_wfc3_ir_f160w_ieel70/hst_16234_70_wfc3_ir_f160w_ieel70_drz.fits,hst_16234_70_wfc3_ir_f160w_ieel70_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.49E-22,-7.17E-22,3.56E-05,B,F
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_17194_17_wfc3_uvis_f625w_iey917/hst_17194_17_wfc3_uvis_f625w_iey917_drc.fits,hst_17194_17_wfc3_uvis_f625w_iey917_drc,2024-11-09,HST,WFC3,F625W,-1.10E-05,-5.23E-22,-8.22E-22,1.10E-05,B,F
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_16234_69_wfc3_ir_f160w_ieel69/hst_16234_69_wfc3_ir_f160w_ieel69_drz.fits,hst_16234_69_wfc3_ir_f160w_ieel69_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.49E-22,-7.17E-22,3.56E-05,B,F
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_15145_37_wfc3_ir_f160w_idgg37/hst_15145_37_wfc3_ir_f160w_idgg37_drz.fits,hst_15145_37_wfc3_ir_f160w_idgg37_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-5.00E-22,4.48E-22,3.56E-05,B,T
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_15145_39_wfc3_ir_f160w_idgg39/hst_15145_39_wfc3_ir_f160w_idgg39_drz.fits,hst_15145_39_wfc3_ir_f160w_idgg39_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-3.82E-22,4.68E-23,3.56E-05,B,T
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_15145_3b_wfc3_ir_f160w_idgg3b/hst_15145_3b_wfc3_ir_f160w_idgg3b_drz.fits,hst_15145_3b_wfc3_ir_f160w_idgg3b_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.38E-21,-2.24E-21,3.56E-05,B,T
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_15145_35_wfc3_ir_f160w_idgg35/hst_15145_35_wfc3_ir_f160w_idgg35_drz.fits,hst_15145_35_wfc3_ir_f160w_idgg35_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,-1.07E-21,-2.32E-21,3.56E-05,B,T
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_15145_33_wfc3_ir_f160w_idgg33/hst_15145_33_wfc3_ir_f160w_idgg33_drz.fits,hst_15145_33_wfc3_ir_f160w_idgg33_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,-1.36E-21,-9.43E-22,3.56E-05,B,T
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_17191_07_wfc3_uvis_f625w_iex607/hst_17191_07_wfc3_uvis_f625w_iex607_drc.fits,hst_17191_07_wfc3_uvis_f625w_iex607_drc,2024-11-09,HST,WFC3,F625W,-1.10E-05,3.96E-23,5.06E-23,1.10E-05,B,F
1997bq,/astro/armin/bhoomika/pantheon_data_folder/1997bq/mastDownload/HST/hst_15145_31_wfc3_ir_f160w_idgg31/hst_15145_31_wfc3_ir_f160w_idgg31_drz.fits,hst_15145_31_wfc3_ir_f160w_idgg31_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.51E-21,1.77E-21,3.56E-05,B,T
2008ia,/astro/armin/bhoomika/pantheon_data_folder/2008ia/mastDownload/HST/hst_14654_20_wfc3_ir_f110w_id9220/hst_14654_20_wfc3_ir_f110w_id9220_drz.fits,hst_14654_20_wfc3_ir_f110w_id9220_drz,2024-11-09,HST,WFC3,F110W,-3.56E-05,-1.41E-21,-8.76E-22,3.56E-05,B,T
Borg,/astro/armin/bhoomika/pantheon_data_folder/Borg/mastDownload/HST/hst_12445_aj_wfc3_ir_f160w_ibtmaj/hst_12445_aj_wfc3_ir_f160w_ibtmaj_drz.fits,hst_12445_aj_wfc3_ir_f160w_ibtmaj_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,9.73E-23,-7.86E-23,3.56E-05,P,F
Borg,/astro/armin/bhoomika/pantheon_data_folder/Borg/mastDownload/HST/hst_9352_z1_acs_wfc_f775w_j8g6z1/hst_9352_z1_acs_wfc_f775w_j8g6z1_drc.fits,hst_9352_z1_acs_wfc_f775w_j8g6z1_drc,2024-11-04,HST,ACS,F775W,-1.39E-05,-2.97E-22,-2.00E-23,1.39E-05,P,F
Borg,/astro/armin/bhoomika/pantheon_data_folder/Borg/mastDownload/HST/hst_12444_4i_wfc3_ir_f160w_iboi4i/hst_12444_4i_wfc3_ir_f160w_iboi4i_drz.fits,hst_12444_4i_wfc3_ir_f160w_iboi4i_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,3.60E-22,8.25E-23,3.56E-05,P,T
Borg,/astro/armin/bhoomika/pantheon_data_folder/Borg/mastDownload/HST/hst_12444_6c_wfc3_ir_f160w_iboi6c/hst_12444_6c_wfc3_ir_f160w_iboi6c_drz.fits,hst_12444_6c_wfc3_ir_f160w_iboi6c_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.65E-21,1.07E-21,3.56E-05,P,F
Borg,/astro/armin/bhoomika/pantheon_data_folder/Borg/mastDownload/HST/hst_12443_3j_wfc3_ir_f160w_iboe3j/hst_12443_3j_wfc3_ir_f160w_iboe3j_drz.fits,hst_12443_3j_wfc3_ir_f160w_iboe3j_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-5.07E-22,-6.20E-22,3.56E-05,P,F
Borg,/astro/armin/bhoomika/pantheon_data_folder/Borg/mastDownload/HST/hst_12444_4i_wfc3_ir_f125w_iboi4i/hst_12444_4i_wfc3_ir_f125w_iboi4i_drz.fits,hst_12444_4i_wfc3_ir_f125w_iboi4i_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,9.88E-22,1.81E-21,3.56E-05,P,T
